Date,Store ID,Product ID,Forecasted_Demand,Unit_Cost_Est,h_per_day,p_shortage,K_order,Service_Level_Target
2023-10-31,S004,P0020,109.5342,84.728,0.05803287671232876,108.93599999999999,50.0,0.99
2023-10-31,S005,P0001,120.33615,8.256499999999999,0.005655136986301369,10.615500000000003,50.0,0.9
2023-10-31,S005,P0002,64.54445,26.9325,0.01844691780821918,34.6275,80.0,0.95
2023-10-31,S005,P0003,84.06138,19.488,0.013347945205479451,25.056,50.0,0.95
2023-10-31,S005,P0004,144.07101,5.3759999999999994,0.0036821917808219176,6.912000000000001,50.0,0.9
2023-10-31,S005,P0005,106.09461,11.235,0.0076952054794520545,14.445000000000004,50.0,0.9
2023-10-31,S005,P0006,87.615974,41.5135,0.028433904109589042,53.3745,50.0,0.99
2023-10-31,S005,P0007,40.401184,57.67649999999999,0.03950445205479451,74.15550000000002,50.0,0.99
2023-10-31,S005,P0008,85.08594,43.743,0.029960958904109592,56.241,50.0,0.99
2023-10-31,S005,P0009,116.75392,66.3355,0.04543527397260274,85.28850000000001,50.0,0.99
2023-10-31,S005,P0010,201.93187,40.9675,0.028059931506849316,52.672500000000014,50.0,0.99
2023-10-31,S005,P0011,69.95923,51.4815,0.03526130136986301,66.19050000000001,80.0,0.99
2023-10-31,S005,P0012,33.685333,84.4935,0.0578722602739726,108.6345,50.0,0.99
2023-10-31,S005,P0013,135.91515,51.901500000000006,0.03554897260273973,66.7305,50.0,0.99
2023-10-31,S005,P0014,66.73525,109.01100000000001,0.07466506849315069,140.15700000000004,50.0,0.99
2023-10-31,S005,P0015,109.71128,34.457499999999996,0.02360102739726027,44.302499999999995,50.0,0.95
2023-10-31,S005,P0016,72.816414,22.932,0.01570684931506849,29.483999999999998,50.0,0.95
2023-10-31,S005,P0017,63.020863,24.409000000000002,0.016718493150684934,31.383000000000006,50.0,0.95
2023-10-31,S005,P0018,108.158035,15.386,0.010538356164383561,19.782000000000004,40.0,0.9
2023-10-31,S005,P0019,58.361244,90.03399999999999,0.061667123287671224,115.75800000000004,50.0,0.99
2023-10-31,S005,P0020,36.0957,20.0305,0.013719520547945206,25.753500000000006,50.0,0.95
2023-11-01,S001,P0001,99.66838,46.5255,0.03186678082191781,59.81850000000001,80.0,0.95
2023-11-01,S001,P0002,87.4227,46.8265,0.03207294520547945,60.20550000000002,40.0,0.99
2023-11-01,S001,P0003,118.07462,38.5385,0.02639623287671233,49.5495,40.0,0.99
2023-11-01,S001,P0004,115.58917,70.0595,0.04798595890410959,90.07650000000002,80.0,0.99
2023-11-01,S001,P0005,143.20004,41.216,0.02823013698630137,52.992000000000004,50.0,0.99
2023-11-01,S001,P0006,119.3188,26.442500000000003,0.018111301369863015,33.99750000000001,50.0,0.95
2023-11-01,S001,P0007,69.341,17.066,0.011689041095890411,21.94200000000001,50.0,0.9
2023-11-01,S001,P0008,71.09895,29.203999999999997,0.020002739726027396,37.548,80.0,0.95
2023-11-01,S001,P0009,73.15701,62.538,0.04283424657534246,80.40600000000002,40.0,0.99
2023-11-01,S001,P0010,82.90858,82.859,0.056752739726027394,106.53300000000003,50.0,0.99
2023-11-01,S001,P0011,38.54356,105.588,0.07232054794520547,135.75600000000003,50.0,0.99
2023-11-01,S001,P0012,164.89267,57.364999999999995,0.03929109589041096,73.75500000000002,50.0,0.99
2023-11-01,S001,P0013,121.82956,21.434,0.01468082191780822,27.558,50.0,0.9
2023-11-01,S001,P0014,135.14378,50.57849999999999,0.034642808219178076,65.02950000000001,50.0,0.99
2023-11-01,S001,P0015,60.0669,10.426499999999999,0.007141438356164383,13.405500000000002,50.0,0.9
2023-11-01,S001,P0016,142.65967,26.851999999999997,0.018391780821917805,34.52400000000001,50.0,0.95
2023-11-01,S001,P0017,42.346222,14.7315,0.010090068493150686,18.940500000000004,50.0,0.9
2023-11-01,S001,P0018,88.08277,41.8565,0.028668835616438355,53.815500000000014,50.0,0.99
2023-11-01,S001,P0019,122.19918,73.1675,0.05011472602739726,94.0725,50.0,0.99
2023-11-01,S001,P0020,75.52935,77.57399999999998,0.053132876712328754,99.73800000000003,50.0,0.99
2023-11-01,S002,P0001,188.67535,56.479499999999994,0.03868458904109589,72.61650000000003,50.0,0.99
2023-11-01,S002,P0002,90.84681,21.749,0.014896575342465752,27.963000000000005,50.0,0.95
2023-11-01,S002,P0003,102.45839,55.80749999999999,0.038224315068493143,71.75250000000001,50.0,0.99
2023-11-01,S002,P0004,146.62692,28.864499999999996,0.019770205479452053,37.11150000000001,50.0,0.95
2023-11-01,S002,P0005,146.45149,60.38549999999999,0.04135993150684931,77.63850000000002,80.0,0.99
2023-11-01,S002,P0006,145.88867,44.597,0.030545890410958905,57.339,40.0,0.95
2023-11-01,S002,P0007,47.970577,18.245499999999996,0.012496917808219175,23.458500000000004,50.0,0.9
2023-11-01,S002,P0008,92.23621,17.877999999999997,0.012245205479452053,22.986000000000008,50.0,0.95
2023-11-01,S002,P0009,71.138596,42.808499999999995,0.0293208904109589,55.03950000000002,50.0,0.99
2023-11-01,S002,P0010,115.36558,61.6805,0.04224691780821918,79.30350000000001,50.0,0.99
2023-11-01,S002,P0011,100.61766,66.1185,0.04528664383561644,85.0095,50.0,0.99
2023-11-01,S002,P0012,134.18953,44.498999999999995,0.03047876712328767,57.213000000000015,80.0,0.95
2023-11-01,S002,P0013,183.24384,15.494499999999997,0.01061267123287671,19.9215,50.0,0.95
2023-11-01,S002,P0014,99.15574,80.255,0.054969178082191775,103.18500000000003,80.0,0.99
2023-11-01,S002,P0015,162.15443,46.2315,0.03166541095890411,59.440500000000014,40.0,0.99
2023-11-01,S002,P0016,148.65662,59.79399999999999,0.04095479452054794,76.87799999999999,40.0,0.99
2023-11-01,S002,P0017,88.682976,13.625499999999999,0.009332534246575342,17.518500000000003,50.0,0.9
2023-11-01,S002,P0018,96.96123,18.648,0.012772602739726028,23.976000000000003,40.0,0.9
2023-11-01,S002,P0019,126.43815,59.524499999999996,0.04077020547945205,76.5315,40.0,0.99
2023-11-01,S002,P0020,77.85851,83.74449999999999,0.05735924657534246,107.67150000000001,50.0,0.99
2023-11-01,S003,P0001,93.496414,10.881499999999999,0.007453082191780821,13.990500000000003,50.0,0.9
2023-11-01,S003,P0002,80.10574,39.388999999999996,0.02697876712328767,50.643,50.0,0.99
2023-11-01,S003,P0003,136.94041,61.3445,0.04201678082191781,78.87150000000003,80.0,0.99
2023-11-01,S003,P0004,89.25986,16.089499999999997,0.011020205479452053,20.686500000000006,50.0,0.9
2023-11-01,S003,P0005,164.81938,14.658,0.01003972602739726,18.846000000000004,50.0,0.9
2023-11-01,S003,P0006,111.16869,25.539499999999997,0.01749280821917808,32.83650000000001,50.0,0.95
2023-11-01,S003,P0007,145.62782,11.360999999999999,0.007781506849315068,14.607000000000005,50.0,0.9
2023-11-01,S003,P0008,86.66455,78.092,0.05348767123287671,100.40400000000001,40.0,0.99
2023-11-01,S003,P0009,95.94862,37.646,0.025784931506849317,48.402,50.0,0.95
2023-11-01,S003,P0010,98.447235,27.1635,0.018605136986301368,34.9245,50.0,0.95
2023-11-01,S003,P0011,93.130104,83.104,0.05692054794520548,106.848,80.0,0.99
2023-11-01,S003,P0012,70.3676,63.888999999999996,0.043759589041095885,82.143,50.0,0.95
2023-11-01,S003,P0013,118.30589,50.651999999999994,0.0346931506849315,65.12400000000002,50.0,0.99
2023-11-01,S003,P0014,107.49957,65.625,0.0449486301369863,84.375,50.0,0.99
2023-11-01,S003,P0015,126.535706,67.35749999999999,0.04613527397260273,86.60250000000002,50.0,0.99
2023-11-01,S003,P0016,113.32106,66.8815,0.045809246575342466,85.9905,80.0,0.99
2023-11-01,S003,P0017,105.2155,79.009,0.054115753424657534,101.58300000000001,50.0,0.99
2023-11-01,S003,P0018,95.26385,87.3635,0.059838013698630135,112.32450000000001,50.0,0.99
2023-11-01,S003,P0019,154.61877,38.549,0.026403424657534248,49.563,50.0,0.95
2023-11-01,S003,P0020,129.2817,50.217999999999996,0.034395890410958904,64.566,40.0,0.99
2023-11-01,S004,P0001,134.14534,7.738499999999999,0.005300342465753424,9.9495,50.0,0.9
2023-11-01,S004,P0002,124.7249,14.0,0.009589041095890411,18.0,50.0,0.9
2023-11-01,S004,P0003,70.347664,90.552,0.06202191780821918,116.42400000000002,50.0,0.99
2023-11-01,S004,P0004,51.62235,37.45349999999999,0.025653082191780814,48.15450000000001,50.0,0.99
2023-11-01,S004,P0005,133.56096,49.4655,0.033880479452054794,63.59850000000002,40.0,0.99
2023-11-01,S004,P0006,114.259895,25.441499999999998,0.017425684931506848,32.7105,50.0,0.95
2023-11-01,S004,P0007,82.29984,19.858999999999998,0.013602054794520547,25.53300000000001,50.0,0.95
2023-11-01,S004,P0008,83.62485,64.043,0.04386506849315069,82.34100000000001,50.0,0.99
2023-11-01,S004,P0009,83.65427,77.77,0.053267123287671234,99.99,40.0,0.99
2023-11-01,S004,P0010,92.04716,17.9305,0.012281164383561643,23.05350000000001,50.0,0.9
2023-11-01,S004,P0011,160.07524,40.7365,0.027901712328767123,52.3755,40.0,0.95
2023-11-01,S004,P0012,218.48492,74.7495,0.05119828767123288,96.1065,80.0,0.99
2023-11-01,S004,P0013,208.55241,14.238,0.009752054794520548,18.306,50.0,0.9
2023-11-01,S004,P0014,55.58971,109.12299999999999,0.0747417808219178,140.301,50.0,0.99
2023-11-01,S004,P0015,80.03957,62.986,0.04314109589041096,80.98200000000003,50.0,0.99
2023-11-01,S004,P0016,112.03816,76.776,0.05258630136986301,98.71200000000003,50.0,0.99
2023-11-01,S004,P0017,87.93738,66.22349999999999,0.04535856164383561,85.14450000000001,40.0,0.99
2023-11-01,S004,P0018,81.59495,104.293,0.07143356164383562,134.091,50.0,0.99
2023-11-01,S004,P0019,120.712776,41.1985,0.028218150684931508,52.969500000000004,40.0,0.95
2023-11-01,S004,P0020,117.426575,84.728,0.05803287671232876,108.93599999999999,50.0,0.99
2023-11-01,S005,P0001,222.51682,8.256499999999999,0.005655136986301369,10.615500000000003,50.0,0.9
2023-11-01,S005,P0002,60.880966,26.9325,0.01844691780821918,34.6275,80.0,0.95
2023-11-01,S005,P0003,56.62605,19.488,0.013347945205479451,25.056,50.0,0.95
2023-11-01,S005,P0004,128.57283,5.3759999999999994,0.0036821917808219176,6.912000000000001,50.0,0.9
2023-11-01,S005,P0005,114.061874,11.235,0.0076952054794520545,14.445000000000004,50.0,0.9
2023-11-01,S005,P0006,95.04826,41.5135,0.028433904109589042,53.3745,50.0,0.99
2023-11-01,S005,P0007,86.36776,57.67649999999999,0.03950445205479451,74.15550000000002,50.0,0.99
2023-11-01,S005,P0008,112.9025,43.743,0.029960958904109592,56.241,50.0,0.99
2023-11-01,S005,P0009,109.99542,66.3355,0.04543527397260274,85.28850000000001,50.0,0.99
2023-11-01,S005,P0010,133.50829,40.9675,0.028059931506849316,52.672500000000014,50.0,0.99
2023-11-01,S005,P0011,141.00908,51.4815,0.03526130136986301,66.19050000000001,80.0,0.99
2023-11-01,S005,P0012,109.545586,84.4935,0.0578722602739726,108.6345,50.0,0.99
2023-11-01,S005,P0013,138.86595,51.901500000000006,0.03554897260273973,66.7305,50.0,0.99
2023-11-01,S005,P0014,56.730217,109.01100000000001,0.07466506849315069,140.15700000000004,50.0,0.99
2023-11-01,S005,P0015,151.6693,34.457499999999996,0.02360102739726027,44.302499999999995,50.0,0.95
2023-11-01,S005,P0016,159.70535,22.932,0.01570684931506849,29.483999999999998,50.0,0.95
2023-11-01,S005,P0017,131.1786,24.409000000000002,0.016718493150684934,31.383000000000006,50.0,0.95
2023-11-01,S005,P0018,75.652115,15.386,0.010538356164383561,19.782000000000004,40.0,0.9
2023-11-01,S005,P0019,146.066,90.03399999999999,0.061667123287671224,115.75800000000004,50.0,0.99
2023-11-01,S005,P0020,38.16725,20.0305,0.013719520547945206,25.753500000000006,50.0,0.95
2023-11-02,S001,P0001,129.33675,46.5255,0.03186678082191781,59.81850000000001,80.0,0.95
2023-11-02,S001,P0002,63.19828,46.8265,0.03207294520547945,60.20550000000002,40.0,0.99
2023-11-02,S001,P0003,114.16606,38.5385,0.02639623287671233,49.5495,40.0,0.99
2023-11-02,S001,P0004,62.4631,70.0595,0.04798595890410959,90.07650000000002,80.0,0.99
2023-11-02,S001,P0005,102.588234,41.216,0.02823013698630137,52.992000000000004,50.0,0.99
2023-11-02,S001,P0006,54.064774,26.442500000000003,0.018111301369863015,33.99750000000001,50.0,0.95
2023-11-02,S001,P0007,176.10202,17.066,0.011689041095890411,21.94200000000001,50.0,0.9
2023-11-02,S001,P0008,126.22849,29.203999999999997,0.020002739726027396,37.548,80.0,0.95
2023-11-02,S001,P0009,182.25876,62.538,0.04283424657534246,80.40600000000002,40.0,0.99
2023-11-02,S001,P0010,105.38376,82.859,0.056752739726027394,106.53300000000003,50.0,0.99
2023-11-02,S001,P0011,71.52122,105.588,0.07232054794520547,135.75600000000003,50.0,0.99
2023-11-02,S001,P0012,110.69076,57.364999999999995,0.03929109589041096,73.75500000000002,50.0,0.99
2023-11-02,S001,P0013,91.556595,21.434,0.01468082191780822,27.558,50.0,0.9
2023-11-02,S001,P0014,194.98851,50.57849999999999,0.034642808219178076,65.02950000000001,50.0,0.99
2023-11-02,S001,P0015,72.5716,10.426499999999999,0.007141438356164383,13.405500000000002,50.0,0.9
2023-11-02,S001,P0016,121.73966,26.851999999999997,0.018391780821917805,34.52400000000001,50.0,0.95
2023-11-02,S001,P0017,111.667816,14.7315,0.010090068493150686,18.940500000000004,50.0,0.9
2023-11-02,S001,P0018,164.46938,41.8565,0.028668835616438355,53.815500000000014,50.0,0.99
2023-11-02,S001,P0019,130.36002,73.1675,0.05011472602739726,94.0725,50.0,0.99
2023-11-02,S001,P0020,47.793068,77.57399999999998,0.053132876712328754,99.73800000000003,50.0,0.99
2023-11-02,S002,P0001,220.20525,56.479499999999994,0.03868458904109589,72.61650000000003,50.0,0.99
2023-11-02,S002,P0002,112.064156,21.749,0.014896575342465752,27.963000000000005,50.0,0.95
2023-11-02,S002,P0003,73.59427,55.80749999999999,0.038224315068493143,71.75250000000001,50.0,0.99
2023-11-02,S002,P0004,145.87608,28.864499999999996,0.019770205479452053,37.11150000000001,50.0,0.95
2023-11-02,S002,P0005,82.927376,60.38549999999999,0.04135993150684931,77.63850000000002,80.0,0.99
2023-11-02,S002,P0006,163.95796,44.597,0.030545890410958905,57.339,40.0,0.95
2023-11-02,S002,P0007,109.257195,18.245499999999996,0.012496917808219175,23.458500000000004,50.0,0.9
2023-11-02,S002,P0008,81.304855,17.877999999999997,0.012245205479452053,22.986000000000008,50.0,0.95
2023-11-02,S002,P0009,176.29732,42.808499999999995,0.0293208904109589,55.03950000000002,50.0,0.99
2023-11-02,S002,P0010,257.1269,61.6805,0.04224691780821918,79.30350000000001,50.0,0.99
2023-11-02,S002,P0011,141.22958,66.1185,0.04528664383561644,85.0095,50.0,0.99
2023-11-02,S002,P0012,89.10355,44.498999999999995,0.03047876712328767,57.213000000000015,80.0,0.95
2023-11-02,S002,P0013,109.396645,15.494499999999997,0.01061267123287671,19.9215,50.0,0.95
2023-11-02,S002,P0014,125.381805,80.255,0.054969178082191775,103.18500000000003,80.0,0.99
2023-11-02,S002,P0015,96.11684,46.2315,0.03166541095890411,59.440500000000014,40.0,0.99
2023-11-02,S002,P0016,94.62989,59.79399999999999,0.04095479452054794,76.87799999999999,40.0,0.99
2023-11-02,S002,P0017,144.05911,13.625499999999999,0.009332534246575342,17.518500000000003,50.0,0.9
2023-11-02,S002,P0018,135.06174,18.648,0.012772602739726028,23.976000000000003,40.0,0.9
2023-11-02,S002,P0019,204.54697,59.524499999999996,0.04077020547945205,76.5315,40.0,0.99
2023-11-02,S002,P0020,99.96104,83.74449999999999,0.05735924657534246,107.67150000000001,50.0,0.99
2023-11-02,S003,P0001,102.09865,10.881499999999999,0.007453082191780821,13.990500000000003,50.0,0.9
2023-11-02,S003,P0002,131.81126,39.388999999999996,0.02697876712328767,50.643,50.0,0.99
2023-11-02,S003,P0003,164.23483,61.3445,0.04201678082191781,78.87150000000003,80.0,0.99
2023-11-02,S003,P0004,143.65645,16.089499999999997,0.011020205479452053,20.686500000000006,50.0,0.9
2023-11-02,S003,P0005,94.62069,14.658,0.01003972602739726,18.846000000000004,50.0,0.9
2023-11-02,S003,P0006,55.871857,25.539499999999997,0.01749280821917808,32.83650000000001,50.0,0.95
2023-11-02,S003,P0007,195.10791,11.360999999999999,0.007781506849315068,14.607000000000005,50.0,0.9
2023-11-02,S003,P0008,93.92338,78.092,0.05348767123287671,100.40400000000001,40.0,0.99
2023-11-02,S003,P0009,149.00447,37.646,0.025784931506849317,48.402,50.0,0.95
2023-11-02,S003,P0010,110.111084,27.1635,0.018605136986301368,34.9245,50.0,0.95
2023-11-02,S003,P0011,142.76471,83.104,0.05692054794520548,106.848,80.0,0.99
2023-11-02,S003,P0012,59.663296,63.888999999999996,0.043759589041095885,82.143,50.0,0.95
2023-11-02,S003,P0013,180.436,50.651999999999994,0.0346931506849315,65.12400000000002,50.0,0.99
2023-11-02,S003,P0014,66.7387,65.625,0.0449486301369863,84.375,50.0,0.99
2023-11-02,S003,P0015,170.67548,67.35749999999999,0.04613527397260273,86.60250000000002,50.0,0.99
2023-11-02,S003,P0016,111.21265,66.8815,0.045809246575342466,85.9905,80.0,0.99
2023-11-02,S003,P0017,85.016785,79.009,0.054115753424657534,101.58300000000001,50.0,0.99
2023-11-02,S003,P0018,126.09989,87.3635,0.059838013698630135,112.32450000000001,50.0,0.99
2023-11-02,S003,P0019,124.9555,38.549,0.026403424657534248,49.563,50.0,0.95
2023-11-02,S003,P0020,107.80883,50.217999999999996,0.034395890410958904,64.566,40.0,0.99
2023-11-02,S004,P0001,160.85158,7.738499999999999,0.005300342465753424,9.9495,50.0,0.9
2023-11-02,S004,P0002,92.10416,14.0,0.009589041095890411,18.0,50.0,0.9
2023-11-02,S004,P0003,52.6386,90.552,0.06202191780821918,116.42400000000002,50.0,0.99
2023-11-02,S004,P0004,83.68622,37.45349999999999,0.025653082191780814,48.15450000000001,50.0,0.99
2023-11-02,S004,P0005,151.06439,49.4655,0.033880479452054794,63.59850000000002,40.0,0.99
2023-11-02,S004,P0006,113.70058,25.441499999999998,0.017425684931506848,32.7105,50.0,0.95
2023-11-02,S004,P0007,73.48101,19.858999999999998,0.013602054794520547,25.53300000000001,50.0,0.95
2023-11-02,S004,P0008,79.863045,64.043,0.04386506849315069,82.34100000000001,50.0,0.99
2023-11-02,S004,P0009,134.13875,77.77,0.053267123287671234,99.99,40.0,0.99
2023-11-02,S004,P0010,163.94019,17.9305,0.012281164383561643,23.05350000000001,50.0,0.9
2023-11-02,S004,P0011,68.71852,40.7365,0.027901712328767123,52.3755,40.0,0.95
2023-11-02,S004,P0012,113.658844,74.7495,0.05119828767123288,96.1065,80.0,0.99
2023-11-02,S004,P0013,153.48325,14.238,0.009752054794520548,18.306,50.0,0.9
2023-11-02,S004,P0014,85.435646,109.12299999999999,0.0747417808219178,140.301,50.0,0.99
2023-11-02,S004,P0015,110.363556,62.986,0.04314109589041096,80.98200000000003,50.0,0.99
2023-11-02,S004,P0016,58.341373,76.776,0.05258630136986301,98.71200000000003,50.0,0.99
2023-11-02,S004,P0017,95.36878,66.22349999999999,0.04535856164383561,85.14450000000001,40.0,0.99
2023-11-02,S004,P0018,86.32827,104.293,0.07143356164383562,134.091,50.0,0.99
2023-11-02,S004,P0019,185.3641,41.1985,0.028218150684931508,52.969500000000004,40.0,0.95
2023-11-02,S004,P0020,130.29567,84.728,0.05803287671232876,108.93599999999999,50.0,0.99
2023-11-02,S005,P0001,117.80421,8.256499999999999,0.005655136986301369,10.615500000000003,50.0,0.9
2023-11-02,S005,P0002,58.801075,26.9325,0.01844691780821918,34.6275,80.0,0.95
2023-11-02,S005,P0003,51.557934,19.488,0.013347945205479451,25.056,50.0,0.95
2023-11-02,S005,P0004,73.394226,5.3759999999999994,0.0036821917808219176,6.912000000000001,50.0,0.9
2023-11-02,S005,P0005,77.8104,11.235,0.0076952054794520545,14.445000000000004,50.0,0.9
2023-11-02,S005,P0006,113.9469,41.5135,0.028433904109589042,53.3745,50.0,0.99
2023-11-02,S005,P0007,229.6623,57.67649999999999,0.03950445205479451,74.15550000000002,50.0,0.99
2023-11-02,S005,P0008,105.256325,43.743,0.029960958904109592,56.241,50.0,0.99
2023-11-02,S005,P0009,161.87903,66.3355,0.04543527397260274,85.28850000000001,50.0,0.99
2023-11-02,S005,P0010,174.94633,40.9675,0.028059931506849316,52.672500000000014,50.0,0.99
