Date,Store ID,Product ID,SPO_Order_Qty
2023-12-01,S001,P0003,0.0
2023-12-02,S001,P0003,0.0
2023-12-03,S001,P0003,0.0
2023-12-04,S001,P0003,134.0
2023-12-05,S001,P0003,316.0
2023-12-06,S001,P0003,0.0
2023-12-07,S001,P0003,377.0
2023-12-08,S001,P0003,0.0
2023-12-09,S001,P0003,0.0
2023-12-10,S001,P0003,404.0
2023-12-11,S001,P0003,0.0
2023-12-12,S001,P0003,181.0
2023-12-13,S001,P0003,334.0
2023-12-14,S001,P0003,0.0
2023-12-15,S001,P0003,0.0
2023-12-16,S001,P0003,477.0
2023-12-17,S001,P0003,0.0
2023-12-18,S001,P0003,0.0
2023-12-19,S001,P0003,308.0
2023-12-20,S001,P0003,0.0
2023-12-21,S001,P0003,354.0
2023-12-22,S001,P0003,0.0
2023-12-23,S001,P0003,369.0
2023-12-24,S001,P0003,0.0
2023-12-25,S001,P0003,0.0
2023-12-26,S001,P0003,402.0
2023-12-27,S001,P0003,0.0
2023-12-28,S001,P0003,0.0
2023-12-29,S001,P0003,153.0
2023-12-30,S001,P0003,80.0
2023-12-31,S001,P0003,234.0
2024-01-01,S001,P0003,0.0
2024-01-02,S001,P0003,0.0
2024-01-03,S001,P0003,253.0
2024-01-04,S001,P0003,0.0
2024-01-05,S001,P0003,349.0
2024-01-06,S001,P0003,0.0
2024-01-07,S001,P0003,216.0
2024-01-08,S001,P0003,0.0
2024-01-09,S001,P0003,54.0
2024-01-10,S001,P0003,124.0
2024-01-11,S001,P0003,168.0
2024-01-12,S001,P0003,296.0
2024-01-13,S001,P0003,0.0
2024-01-14,S001,P0003,0.0
2024-01-15,S001,P0003,107.0
2024-01-16,S001,P0003,145.0
2024-01-17,S001,P0003,88.0
2024-01-18,S001,P0003,110.0
2024-01-19,S001,P0003,136.0
2024-01-20,S001,P0003,109.0
2024-01-21,S001,P0003,96.0
2024-01-22,S001,P0003,283.0
2024-01-23,S001,P0003,0.0
2024-01-24,S001,P0003,453.0
2024-01-25,S001,P0003,0.0
2024-01-26,S001,P0003,95.0
2024-01-27,S001,P0003,261.0
2024-01-28,S001,P0003,0.0
2024-01-29,S001,P0003,0.0
2024-01-30,S001,P0003,0.0
2023-10-31,S001,P0004,466.0
2023-11-01,S001,P0004,0.0
2023-11-02,S001,P0004,0.0
2023-11-03,S001,P0004,0.0
2023-11-04,S001,P0004,0.0
2023-11-05,S001,P0004,209.0
2023-11-06,S001,P0004,0.0
2023-11-07,S001,P0004,210.0
2023-11-08,S001,P0004,0.0
2023-11-09,S001,P0004,469.0
2023-11-10,S001,P0004,0.0
2023-11-11,S001,P0004,0.0
2023-11-12,S001,P0004,0.0
2023-11-13,S001,P0004,207.0
2023-11-14,S001,P0004,0.0
2023-11-15,S001,P0004,158.0
2023-11-16,S001,P0004,0.0
2023-11-17,S001,P0004,364.0
2023-11-18,S001,P0004,0.0
2023-11-19,S001,P0004,0.0
2023-11-20,S001,P0004,445.0
2023-11-21,S001,P0004,0.0
2023-11-22,S001,P0004,0.0
2023-11-23,S001,P0004,0.0
2023-11-24,S001,P0004,0.0
2023-11-25,S001,P0004,546.0
2023-11-26,S001,P0004,0.0
2023-11-27,S001,P0004,0.0
2023-11-28,S001,P0004,0.0
2023-11-29,S001,P0004,0.0
2023-11-30,S001,P0004,329.0
2023-12-01,S001,P0004,0.0
2023-12-02,S001,P0004,0.0
2023-12-03,S001,P0004,235.0
2023-12-04,S001,P0004,0.0
2023-12-05,S001,P0004,0.0
2023-12-06,S001,P0004,338.0
2023-12-07,S001,P0004,0.0
2023-12-08,S001,P0004,0.0
2023-12-09,S001,P0004,171.0
2023-12-10,S001,P0004,0.0
2023-12-11,S001,P0004,531.0
2023-12-12,S001,P0004,0.0
2023-12-13,S001,P0004,0.0
2023-12-14,S001,P0004,0.0
2023-12-15,S001,P0004,0.0
2023-12-16,S001,P0004,349.0
2023-12-17,S001,P0004,0.0
2023-12-18,S001,P0004,0.0
2023-12-19,S001,P0004,174.0
2023-12-20,S001,P0004,0.0
2023-12-21,S001,P0004,251.0
2023-12-22,S001,P0004,0.0
2023-12-23,S001,P0004,387.0
2023-12-24,S001,P0004,0.0
2023-12-25,S001,P0004,0.0
2023-12-26,S001,P0004,245.0
2023-12-27,S001,P0004,0.0
2023-12-28,S001,P0004,0.0
2023-12-29,S001,P0004,0.0
2023-12-30,S001,P0004,42.0
2023-12-31,S001,P0004,113.0
2024-01-01,S001,P0004,0.0
2024-01-02,S001,P0004,0.0
2024-01-03,S001,P0004,51.0
2024-01-04,S001,P0004,0.0
2024-01-05,S001,P0004,74.0
2024-01-06,S001,P0004,0.0
2024-01-07,S001,P0004,128.0
2024-01-08,S001,P0004,0.0
2024-01-09,S001,P0004,205.0
2024-01-10,S001,P0004,0.0
2024-01-11,S001,P0004,289.0
2024-01-12,S001,P0004,0.0
2024-01-13,S001,P0004,368.0
2024-01-14,S001,P0004,0.0
2024-01-15,S001,P0004,0.0
2024-01-16,S001,P0004,148.0
2024-01-17,S001,P0004,0.0
2024-01-18,S001,P0004,258.0
2024-01-19,S001,P0004,0.0
2024-01-20,S001,P0004,423.0
2024-01-21,S001,P0004,0.0
2024-01-22,S001,P0004,0.0
2024-01-23,S001,P0004,0.0
2024-01-24,S001,P0004,282.0
2024-01-25,S001,P0004,0.0
2024-01-26,S001,P0004,0.0
2024-01-27,S001,P0004,222.0
2024-01-28,S001,P0004,0.0
2024-01-29,S001,P0004,0.0
2024-01-30,S001,P0004,0.0
2023-10-31,S001,P0005,229.0
2023-11-01,S001,P0005,0.0
2023-11-02,S001,P0005,284.0
2023-11-03,S001,P0005,0.0
2023-11-04,S001,P0005,175.0
2023-11-05,S001,P0005,0.0
2023-11-06,S001,P0005,348.0
2023-11-07,S001,P0005,0.0
2023-11-08,S001,P0005,0.0
2023-11-09,S001,P0005,222.0
2023-11-10,S001,P0005,0.0
2023-11-11,S001,P0005,593.0
2023-11-12,S001,P0005,0.0
2023-11-13,S001,P0005,0.0
2023-11-14,S001,P0005,0.0
2023-11-15,S001,P0005,197.0
2023-11-16,S001,P0005,0.0
2023-11-17,S001,P0005,266.0
2023-11-18,S001,P0005,0.0
2023-11-19,S001,P0005,0.0
2023-11-20,S001,P0005,634.0
2023-11-21,S001,P0005,0.0
2023-11-22,S001,P0005,0.0
2023-11-23,S001,P0005,0.0
2023-11-24,S001,P0005,243.0
2023-11-25,S001,P0005,0.0
2023-11-26,S001,P0005,444.0
2023-11-27,S001,P0005,0.0
2023-11-28,S001,P0005,0.0
2023-11-29,S001,P0005,0.0
2023-11-30,S001,P0005,535.0
2023-12-01,S001,P0005,0.0
2023-12-02,S001,P0005,0.0
2023-12-03,S001,P0005,0.0
2023-12-04,S001,P0005,233.0
2023-12-05,S001,P0005,0.0
2023-12-06,S001,P0005,241.0
2023-12-07,S001,P0005,0.0
2023-12-08,S001,P0005,403.0
2023-12-09,S001,P0005,0.0
2023-12-10,S001,P0005,0.0
2023-12-11,S001,P0005,0.0
2023-12-12,S001,P0005,687.0
2023-12-13,S001,P0005,0.0
2023-12-14,S001,P0005,0.0
2023-12-15,S001,P0005,0.0
2023-12-16,S001,P0005,0.0
2023-12-17,S001,P0005,455.0
2023-12-18,S001,P0005,0.0
2023-12-19,S001,P0005,0.0
2023-12-20,S001,P0005,363.0
2023-12-21,S001,P0005,0.0
2023-12-22,S001,P0005,0.0
2023-12-23,S001,P0005,215.0
2023-12-24,S001,P0005,0.0
2023-12-25,S001,P0005,0.0
2023-12-26,S001,P0005,335.0
2023-12-27,S001,P0005,0.0
2023-12-28,S001,P0005,0.0
2023-12-29,S001,P0005,0.0
2023-12-30,S001,P0005,76.0
2023-12-31,S001,P0005,218.0
2024-01-01,S001,P0005,0.0
2024-01-02,S001,P0005,0.0
2024-01-03,S001,P0005,135.0
2024-01-04,S001,P0005,0.0
2024-01-05,S001,P0005,241.0
2024-01-06,S001,P0005,0.0
2024-01-07,S001,P0005,130.0
2024-01-08,S001,P0005,0.0
2024-01-09,S001,P0005,278.0
2024-01-10,S001,P0005,0.0
2024-01-11,S001,P0005,90.0
2024-01-12,S001,P0005,679.0
2024-01-13,S001,P0005,0.0
2024-01-14,S001,P0005,0.0
2024-01-15,S001,P0005,0.0
2024-01-16,S001,P0005,0.0
2024-01-17,S001,P0005,0.0
2024-01-18,S001,P0005,261.0
2024-01-19,S001,P0005,0.0
2024-01-20,S001,P0005,371.0
2024-01-21,S001,P0005,0.0
2024-01-22,S001,P0005,149.0
2024-01-23,S001,P0005,0.0
2024-01-24,S001,P0005,462.0
2024-01-25,S001,P0005,0.0
2024-01-26,S001,P0005,0.0
2024-01-27,S001,P0005,266.0
2024-01-28,S001,P0005,0.0
2024-01-29,S001,P0005,0.0
2024-01-30,S001,P0005,0.0
2023-10-31,S001,P0006,250.0
2023-11-01,S001,P0006,0.0
2023-11-02,S001,P0006,0.0
2023-11-03,S001,P0006,125.0
2023-11-04,S001,P0006,0.0
2023-11-05,S001,P0006,324.0
2023-11-06,S001,P0006,0.0
2023-11-07,S001,P0006,0.0
2023-11-08,S001,P0006,0.0
2023-11-09,S001,P0006,258.0
2023-11-10,S001,P0006,0.0
2023-11-11,S001,P0006,0.0
2023-11-12,S001,P0006,243.0
2023-11-13,S001,P0006,0.0
2023-11-14,S001,P0006,0.0
2023-11-15,S001,P0006,273.0
2023-11-16,S001,P0006,0.0
2023-11-17,S001,P0006,147.0
2023-11-18,S001,P0006,0.0
2023-11-19,S001,P0006,197.0
2023-11-20,S001,P0006,0.0
2023-11-21,S001,P0006,611.0
2023-11-22,S001,P0006,0.0
2023-11-23,S001,P0006,0.0
2023-11-24,S001,P0006,0.0
2023-11-25,S001,P0006,0.0
2023-11-26,S001,P0006,0.0
2023-11-27,S001,P0006,290.0
2023-11-28,S001,P0006,0.0
2023-11-29,S001,P0006,0.0
2023-11-30,S001,P0006,416.0
2023-12-01,S001,P0006,0.0
2023-12-02,S001,P0006,0.0
2023-12-03,S001,P0006,0.0
2023-12-04,S001,P0006,211.0
2023-12-05,S001,P0006,0.0
2023-12-06,S001,P0006,275.0
2023-12-07,S001,P0006,0.0
2023-12-08,S001,P0006,311.0
2023-12-09,S001,P0006,0.0
2023-12-10,S001,P0006,349.0
2023-12-11,S001,P0006,0.0
2023-12-12,S001,P0006,0.0
2023-12-13,S001,P0006,517.0
2023-12-14,S001,P0006,0.0
2023-12-15,S001,P0006,0.0
2023-12-16,S001,P0006,0.0
2023-12-17,S001,P0006,316.0
2023-12-18,S001,P0006,0.0
2023-12-19,S001,P0006,0.0
2023-12-20,S001,P0006,353.0
2023-12-21,S001,P0006,0.0
2023-12-22,S001,P0006,0.0
2023-12-23,S001,P0006,0.0
2023-12-24,S001,P0006,179.0
2023-12-25,S001,P0006,0.0
2023-12-26,S001,P0006,127.0
2023-12-27,S001,P0006,0.0
2023-12-28,S001,P0006,0.0
2023-12-29,S001,P0006,0.0
2023-12-30,S001,P0006,65.0
2023-12-31,S001,P0006,0.0
2024-01-01,S001,P0006,95.0
2024-01-02,S001,P0006,0.0
2024-01-03,S001,P0006,48.0
2024-01-04,S001,P0006,0.0
2024-01-05,S001,P0006,39.0
2024-01-06,S001,P0006,0.0
2024-01-07,S001,P0006,74.0
2024-01-08,S001,P0006,0.0
2024-01-09,S001,P0006,221.0
2024-01-10,S001,P0006,0.0
2024-01-11,S001,P0006,0.0
2024-01-12,S001,P0006,456.0
2024-01-13,S001,P0006,0.0
2024-01-14,S001,P0006,0.0
2024-01-15,S001,P0006,0.0
2024-01-16,S001,P0006,0.0
2024-01-17,S001,P0006,0.0
2024-01-18,S001,P0006,95.0
2024-01-19,S001,P0006,0.0
2024-01-20,S001,P0006,419.0
2024-01-21,S001,P0006,0.0
2024-01-22,S001,P0006,0.0
2024-01-23,S001,P0006,0.0
2024-01-24,S001,P0006,242.0
2024-01-25,S001,P0006,0.0
2024-01-26,S001,P0006,0.0
2024-01-27,S001,P0006,207.0
2024-01-28,S001,P0006,0.0
2024-01-29,S001,P0006,0.0
2024-01-30,S001,P0006,0.0
2023-10-31,S001,P0007,1139.0
2023-11-01,S001,P0007,0.0
2023-11-02,S001,P0007,0.0
2023-11-03,S001,P0007,0.0
2023-11-04,S001,P0007,0.0
2023-11-05,S001,P0007,0.0
2023-11-06,S001,P0007,0.0
2023-11-07,S001,P0007,0.0
2023-11-08,S001,P0007,320.0
2023-11-09,S001,P0007,0.0
2023-11-10,S001,P0007,224.0
2023-11-11,S001,P0007,0.0
2023-11-12,S001,P0007,299.0
2023-11-13,S001,P0007,0.0
2023-11-14,S001,P0007,0.0
2023-11-15,S001,P0007,524.0
2023-11-16,S001,P0007,0.0
2023-11-17,S001,P0007,0.0
2023-11-18,S001,P0007,0.0
2023-11-19,S001,P0007,462.0
2023-11-20,S001,P0007,0.0
2023-11-21,S001,P0007,0.0
2023-11-22,S001,P0007,0.0
2023-11-23,S001,P0007,387.0
2023-11-24,S001,P0007,0.0
2023-11-25,S001,P0007,0.0
2023-11-26,S001,P0007,399.0
2023-11-27,S001,P0007,0.0
2023-11-28,S001,P0007,0.0
2023-11-29,S001,P0007,0.0
2023-11-30,S001,P0007,443.0
2023-12-01,S001,P0007,0.0
2023-12-02,S001,P0007,0.0
2023-12-03,S001,P0007,299.0
2023-12-04,S001,P0007,0.0
2023-12-05,S001,P0007,0.0
2023-12-06,S001,P0007,265.0
2023-12-07,S001,P0007,0.0
2023-12-08,S001,P0007,254.0
2023-12-09,S001,P0007,0.0
2023-12-10,S001,P0007,216.0
2023-12-11,S001,P0007,0.0
2023-12-12,S001,P0007,0.0
2023-12-13,S001,P0007,529.0
2023-12-14,S001,P0007,0.0
2023-12-15,S001,P0007,0.0
2023-12-16,S001,P0007,0.0
2023-12-17,S001,P0007,539.0
2023-12-18,S001,P0007,0.0
2023-12-19,S001,P0007,0.0
2023-12-20,S001,P0007,363.0
2023-12-21,S001,P0007,0.0
2023-12-22,S001,P0007,0.0
2023-12-23,S001,P0007,312.0
2023-12-24,S001,P0007,0.0
2023-12-25,S001,P0007,243.0
2023-12-26,S001,P0007,0.0
2023-12-27,S001,P0007,0.0
2023-12-28,S001,P0007,181.0
2023-12-29,S001,P0007,0.0
2023-12-30,S001,P0007,150.0
2023-12-31,S001,P0007,0.0
2024-01-01,S001,P0007,181.0
2024-01-02,S001,P0007,0.0
2024-01-03,S001,P0007,166.0
2024-01-04,S001,P0007,0.0
2024-01-05,S001,P0007,134.0
2024-01-06,S001,P0007,0.0
2024-01-07,S001,P0007,136.0
2024-01-08,S001,P0007,0.0
2024-01-09,S001,P0007,206.0
2024-01-10,S001,P0007,0.0
2024-01-11,S001,P0007,262.0
2024-01-12,S001,P0007,0.0
2024-01-13,S001,P0007,323.0
2024-01-14,S001,P0007,0.0
2024-01-15,S001,P0007,0.0
2024-01-16,S001,P0007,511.0
2024-01-17,S001,P0007,0.0
2024-01-18,S001,P0007,0.0
2024-01-19,S001,P0007,0.0
2024-01-20,S001,P0007,0.0
2024-01-21,S001,P0007,0.0
2024-01-22,S001,P0007,117.0
2024-01-23,S001,P0007,0.0
2024-01-24,S001,P0007,290.0
2024-01-25,S001,P0007,0.0
2024-01-26,S001,P0007,0.0
2024-01-27,S001,P0007,249.0
2024-01-28,S001,P0007,0.0
2024-01-29,S001,P0007,0.0
2024-01-30,S001,P0007,0.0
2023-10-31,S001,P0008,112.0
2023-11-01,S001,P0008,0.0
2023-11-02,S001,P0008,270.0
2023-11-03,S001,P0008,0.0
2023-11-04,S001,P0008,167.0
2023-11-05,S001,P0008,0.0
2023-11-06,S001,P0008,309.0
2023-11-07,S001,P0008,0.0
2023-11-08,S001,P0008,0.0
2023-11-09,S001,P0008,188.0
2023-11-10,S001,P0008,0.0
2023-11-11,S001,P0008,395.0
2023-11-12,S001,P0008,0.0
2023-11-13,S001,P0008,0.0
2023-11-14,S001,P0008,386.0
2023-11-15,S001,P0008,0.0
2023-11-16,S001,P0008,0.0
2023-11-17,S001,P0008,0.0
2023-11-18,S001,P0008,252.0
2023-11-19,S001,P0008,0.0
2023-11-20,S001,P0008,0.0
2023-11-21,S001,P0008,0.0
2023-11-22,S001,P0008,170.0
2023-11-23,S001,P0008,0.0
2023-11-24,S001,P0008,215.0
2023-11-25,S001,P0008,0.0
2023-11-26,S001,P0008,190.0
2023-11-27,S001,P0008,0.0
2023-11-28,S001,P0008,246.0
2023-11-29,S001,P0008,0.0
2023-11-30,S001,P0008,156.0
2023-12-01,S001,P0008,0.0
2023-12-02,S001,P0008,200.0
2023-12-03,S001,P0008,0.0
2023-12-04,S001,P0008,158.0
2023-12-05,S001,P0008,0.0
2023-12-06,S001,P0008,169.0
2023-12-07,S001,P0008,0.0
2023-12-08,S001,P0008,223.0
2023-12-09,S001,P0008,0.0
2023-12-10,S001,P0008,344.0
2023-12-11,S001,P0008,0.0
2023-12-12,S001,P0008,0.0
2023-12-13,S001,P0008,545.0
2023-12-14,S001,P0008,0.0
2023-12-15,S001,P0008,0.0
2023-12-16,S001,P0008,0.0
2023-12-17,S001,P0008,0.0
2023-12-18,S001,P0008,277.0
2023-12-19,S001,P0008,0.0
2023-12-20,S001,P0008,0.0
2023-12-21,S001,P0008,534.0
2023-12-22,S001,P0008,0.0
2023-12-23,S001,P0008,0.0
2023-12-24,S001,P0008,0.0
2023-12-25,S001,P0008,244.0
2023-12-26,S001,P0008,0.0
2023-12-27,S001,P0008,0.0
2023-12-28,S001,P0008,98.0
2023-12-29,S001,P0008,0.0
2023-12-30,S001,P0008,78.0
2023-12-31,S001,P0008,0.0
2024-01-01,S001,P0008,68.0
2024-01-02,S001,P0008,0.0
2024-01-03,S001,P0008,160.0
2024-01-04,S001,P0008,0.0
2024-01-05,S001,P0008,103.0
2024-01-06,S001,P0008,0.0
2024-01-07,S001,P0008,104.0
2024-01-08,S001,P0008,0.0
2024-01-09,S001,P0008,221.0
2024-01-10,S001,P0008,0.0
2024-01-11,S001,P0008,308.0
2024-01-12,S001,P0008,0.0
2024-01-13,S001,P0008,276.0
2024-01-14,S001,P0008,0.0
2024-01-15,S001,P0008,0.0
2024-01-16,S001,P0008,210.0
2024-01-17,S001,P0008,0.0
2024-01-18,S001,P0008,264.0
2024-01-19,S001,P0008,0.0
2024-01-20,S001,P0008,267.0
2024-01-21,S001,P0008,0.0
2024-01-22,S001,P0008,286.0
2024-01-23,S001,P0008,0.0
2024-01-24,S001,P0008,0.0
2024-01-25,S001,P0008,222.0
2024-01-26,S001,P0008,0.0
2024-01-27,S001,P0008,220.0
2024-01-28,S001,P0008,0.0
2024-01-29,S001,P0008,0.0
2024-01-30,S001,P0008,0.0
2023-10-31,S001,P0009,124.0
2023-11-01,S001,P0009,383.0
2023-11-02,S001,P0009,0.0
2023-11-03,S001,P0009,0.0
2023-11-04,S001,P0009,163.0
2023-11-05,S001,P0009,0.0
2023-11-06,S001,P0009,165.0
2023-11-07,S001,P0009,104.0
2023-11-08,S001,P0009,221.0
2023-11-09,S001,P0009,0.0
2023-11-10,S001,P0009,87.0
2023-11-11,S001,P0009,154.0
2023-11-12,S001,P0009,150.0
2023-11-13,S001,P0009,139.0
2023-11-14,S001,P0009,204.0
2023-11-15,S001,P0009,103.0
2023-11-16,S001,P0009,0.0
2023-11-17,S001,P0009,264.0
2023-11-18,S001,P0009,0.0
2023-11-19,S001,P0009,0.0
2023-11-20,S001,P0009,110.0
2023-11-21,S001,P0009,87.0
2023-11-22,S001,P0009,577.0
2023-11-23,S001,P0009,0.0
2023-11-24,S001,P0009,0.0
2023-11-25,S001,P0009,0.0
2023-11-26,S001,P0009,329.0
2023-11-27,S001,P0009,0.0
2023-11-28,S001,P0009,180.0
2023-11-29,S001,P0009,46.0
2023-11-30,S001,P0009,510.0
2023-12-01,S001,P0009,0.0
2023-12-02,S001,P0009,0.0
2023-12-03,S001,P0009,162.0
2023-12-04,S001,P0009,406.0
2023-12-05,S001,P0009,0.0
2023-12-06,S001,P0009,0.0
2023-12-07,S001,P0009,643.0
2023-12-08,S001,P0009,0.0
