Store ID,Product ID,Total_Days,Total_Demand,Total_Sales,Total_Revenue,Total_COGS,Total_Purchase_Spend,Total_Holding_Cost,Total_Order_Fixed_Cost,Total_Stockout_Penalty,Total_Net_Profit,Avg_Inventory,Gross_Profit,Gross_Margin_%,ROI_%,Service_Level_%
S001,P0015,92,8353,8263.358695652174,123454.58,86157.9094402174,85330.47600000001,149.79329963147532,1550.0,1201.6865054347832,35222.62,227.99161153119093,37296.66947282608,30.21,40.47,98.93
S001,P0016,92,10637,10589.021739130434,403335.84,284336.4117391304,280549.69599999994,409.9479966646812,1550.0,1656.401478260871,119169.79,242.27977315689984,118999.42630434793,29.5,42.18,99.55
S001,P0017,92,8485,8382.25,175398.58,123483.115875,122227.2555,180.8442976027382,1600.0,1946.1363750000003,49444.35,194.81521739130434,51915.465375000014,29.6,39.87,98.79
S001,P0018,92,10414,10310.032608695652,608498.12,431541.8798858695,428652.4165,609.9369565664074,1650.0,5595.057146739131,171990.71,231.25283553875235,176956.2446793478,29.08,39.91,99.0
S001,P0019,92,6927,6829.423913043478,721323.75,499691.8741576087,494685.4675,874.7950313802849,2000.0,9179.22644021739,214584.26,189.7374763705104,221631.87953804352,30.73,43.13,98.59
S001,P0020,92,6385,6377.054347826087,700997.7,494693.6139782608,484061.7599999999,589.2898052412143,1900.0,792.4834565217412,213654.17,120.55293005671078,206304.0852065218,29.43,43.91,99.88
S002,P0001,92,10659,10555.41304347826,835619.27,596164.4509891304,593881.9424999999,931.0379828692652,2500.0,7522.122228260872,230784.17,261.6023156899811,239454.82259782602,28.66,38.64,99.03
S002,P0002,92,8475,8416.565217391304,259482.71,183051.87691304347,181125.672,306.96660363311383,1450.0,1634.011826086956,74966.06,223.98393194706995,76430.82873913043,29.46,40.99,99.31
S002,P0003,92,9484,9415.869565217392,723044.62,525476.1407608695,519177.17249999987,553.4897441185223,2550.0,4888.529021739135,195875.43,157.39177693761815,197568.48315217393,27.32,37.5,99.28
S002,P0004,92,10688,10576.630434782608,439141.7,305289.1491847826,302384.502,430.2349137730781,1550.0,4133.091619565216,130643.87,236.5411153119093,133852.5464673913,30.48,42.92,98.96
S002,P0005,92,9096,9031.021739130434,779693.26,545342.7632282608,536827.095,827.4099254392493,2800.0,5044.814706521738,234193.94,217.4468336483932,234350.4986195654,30.06,43.33,99.29
S002,P0006,92,10805,10618.858695652174,684438.54,473569.24125,472148.439,679.0876030821918,1920.0,10673.156250000002,199017.85,241.64910207939508,210869.29597826087,30.81,41.92,98.28
S002,P0007,92,8317,8271.33695652174,208975.33,150914.67844021737,147405.39449999997,268.1136289197422,1500.0,1071.1865054347857,58730.63,233.19978733459357,58060.649766304385,27.78,39.37,99.45
S002,P0008,92,10494,10422.782608695652,261194.93,186338.50747826084,183910.98599999998,236.35482656342955,1600.0,1637.0029565217394,73810.59,209.8024574669187,74856.42469565221,28.66,39.74,99.32
S002,P0009,92,11250,11133.83695652174,665469.43,476622.85935326084,473333.58449999994,666.1432214785586,1750.0,6393.555831521741,183326.15,246.94636105860113,188846.57553804351,28.38,38.53,98.97
S002,P0010,92,11426,11344.347826086956,1019006.04,699725.0460869565,690759.9195000001,744.8609183442511,2450.0,6475.3031739130465,318575.96,191.64272211720225,319280.99739130423,31.33,45.91,99.29
S002,P0011,92,10132,10070.978260869566,932119.39,665877.9761413044,655763.2829999999,889.502537358546,2250.0,5187.427532608694,268029.18,213.4957466918715,266241.4167934783,28.56,40.68,99.4
S002,P0012,92,8500,8438.967391304348,539039.04,375525.60994565213,370543.17299999995,611.629015046157,2560.0,3491.8586413043527,161832.38,218.12370037807182,163513.43217391305,30.33,43.3,99.28
S002,P0013,92,10151,10099.619565217392,213000.98,156488.55535326083,154046.31899999996,259.295358803603,1450.0,1023.5753315217391,56221.79,265.57195179584124,56512.42127717394,26.53,36.1,99.49
S002,P0014,92,8100,8038.0,907128.49,645089.69,634736.7949999999,1106.3096780821902,2400.0,6397.470000000003,262487.92,218.7608695652174,262038.80000000005,28.89,41.13,99.23
S002,P0015,92,10481,10442.934782608696,701817.43,482792.5394021739,475814.59799999994,455.09046765187594,2080.0,2262.615554347828,221205.13,156.2157372400756,219024.89266304352,31.21,46.24,99.64
S002,P0016,92,10761,10630.83695652174,939128.14,635660.2649782607,628973.0859999999,757.20651847826,1960.0,10006.674456521738,297431.17,200.9656190926276,303467.87176086975,32.31,47.08,98.79
S002,P0017,92,8146,8047.163043478261,157241.57,109646.62004891304,108935.8725,181.96098503201227,1600.0,1731.4752228260872,44792.26,211.92922967863896,47594.94582065217,30.27,40.46,98.79
S002,P0018,92,9702,9564.010869565218,255072.17,178349.67469565218,176559.264,300.6722053007736,1160.0,3308.4273913043485,73743.81,255.87393667296786,76722.49519565218,30.08,41.42,98.58
S002,P0019,92,10467,10399.95652173913,906616.21,619052.2119782609,608995.1595000001,736.6325273674797,1840.0,5130.937956521739,289913.48,196.39035916824196,287563.9978043478,31.72,47.4,99.36
S002,P0020,92,6380,6330.369565217391,751857.99,530133.6340543478,523821.8474999999,793.2546882742695,1800.0,5343.783358695651,220099.11,150.32159735349717,221724.35920652188,29.49,41.81,99.22
S003,P0001,92,8469,8390.347826086956,131518.7,91299.56986956522,90925.81400000001,146.13841538117885,1450.0,1100.3832391304354,37896.37,213.1280718336484,40219.13230434782,30.58,40.96,99.07
S003,P0002,92,10303,10132.41304347826,557029.41,399105.61736956524,396844.17500000005,688.2699904556265,1850.0,8639.035239130433,149007.93,277.29938563327033,157923.78969565214,28.35,37.31,98.34
S003,P0003,92,9851,9819.16304347826,843466.11,602351.6473206521,592649.2145,936.9527472342166,2320.0,2511.028516304348,245048.91,242.3857514177694,241114.45811413054,28.59,41.12,99.68
S003,P0004,92,11426,11336.739130434782,263635.87,182402.4642391304,180878.15899999999,257.89820260571645,1600.0,1846.49497826087,79053.32,254.37287334593574,81233.40423913047,30.81,43.26,99.22
S003,P0005,92,8402,8347.91304347826,171800.05,122363.70939130435,120283.548,194.00679273376892,1650.0,1019.3227826086958,48653.17,210.04253308128543,49436.341043478256,28.78,39.84,99.36
S003,P0006,92,8751,8690.728260869566,313083.49,221956.85441847824,217494.38199999998,328.4006646850789,1650.0,1979.1129619565213,91631.59,204.0594281663516,91126.6311793479,29.11,41.75,99.31
S003,P0007,92,10991,10877.391304347826,177355.87,123578.04260869566,122289.804,245.80968153662675,1600.0,1659.4822173913044,51560.77,343.35822306238185,53777.82260869566,30.32,41.54,98.97
S003,P0008,92,10599,10503.869565217392,1193239.58,820268.1820869566,805831.348,1005.5635680762356,1960.0,9551.476173913048,374891.19,204.3468809073724,372971.40052173904,31.26,46.35,99.1
S003,P0009,92,11284,11179.608695652174,596823.41,420867.5489565217,413917.77,812.0325160214409,1400.0,5052.747913043474,175640.86,342.3100189035917,175955.8612608696,29.48,42.21,99.07
S003,P0010,92,10769,10620.141304347826,413389.0,288480.2083206522,286384.7805,583.7838991661681,1450.0,5198.815516304347,119771.62,341.0604914933837,124908.7919510869,30.22,41.53,98.62
S003,P0011,92,9818,9701.978260869566,1184660.06,806273.2013913044,795305.28,1205.741780107205,3200.0,12396.690782608697,372552.34,230.24881852551982,378386.85415217374,31.94,46.59,98.82
S003,P0012,92,7268,7226.391304347826,662407.16,461686.91404347826,458467.46400000004,666.9836561643823,1700.0,3417.863086956519,198154.85,165.67391304347825,200720.24486956518,30.3,43.0,99.43
S003,P0013,92,10452,10368.08695652174,737430.18,525164.3405217391,517764.74399999995,716.0379705777246,2050.0,5464.753043478263,211434.65,224.3388468809074,212265.84426086955,28.78,40.62,99.2
S003,P0014,92,11147,11099.33695652174,1049275.82,728393.9877717391,714918.75,948.5372617629541,2250.0,4021.5692934782614,327136.96,229.37712665406426,320881.83141304355,30.58,45.55,99.57
S003,P0015,92,10394,10295.347826086956,993449.59,693468.8911956521,685631.9924999999,909.9400497319824,2550.0,8543.52489130435,295814.13,214.38374291115312,299980.69728260883,30.2,42.93,99.05
S003,P0016,92,10016,9985.33695652174,977015.29,667834.3136576087,654167.9515,1017.6145702501474,2320.0,2636.730440217392,316873.0,241.45841209829868,309180.98085326084,31.65,48.19,99.69
S003,P0017,92,7025,6969.826086956522,791667.7,550678.9893043478,539631.47,803.8424599463962,2100.0,5604.731608695654,243527.65,161.4579395085066,240988.70678260876,30.44,44.89,99.21
S003,P0018,92,6856,6804.79347826087,844304.75,594490.5750380435,584199.7245,723.2971938877304,2550.0,5751.746951086957,251079.98,131.3868147448015,249814.17577717383,29.59,42.74,99.25
S003,P0019,92,10676,10631.021739130434,587257.64,409815.25702173915,403338.187,598.6597709350793,1400.0,2229.257543478262,179691.54,246.45179584120982,177442.38384782604,30.22,44.33,99.58
S003,P0020,92,11298,11187.673913043478,831747.62,561822.6085652175,557068.2740000001,732.4036583085168,2040.0,7123.314130434784,264783.63,231.44943289224952,269925.0084999999,32.45,47.3,99.02
S004,P0001,92,10712,10674.54347826087,116352.52,82604.95470652173,80619.69299999998,134.64886297647345,1550.0,372.6736630434789,33675.51,276.12830812854446,33747.569206521744,29.0,40.92,99.65
S004,P0002,92,9997,9917.619565217392,185657.84,138846.6739130435,137242.0,228.01280524121472,1550.0,1428.8478260869565,45208.98,258.4617202268431,46811.16434782607,25.21,32.52,99.21
S004,P0003,92,7194,7055.739130434783,924442.94,638911.2897391305,639387.672,1420.0592233472287,2150.0,16096.88347826087,265388.33,248.87051039697545,285531.6511304346,30.89,41.28,98.08
S004,P0004,92,11156,11053.923913043478,593429.91,414008.1392771738,407943.5219999999,713.2273462589333,1500.0,4915.422929347827,178357.73,302.20427693761815,179421.76599456533,30.23,43.49,99.09
S004,P0005,92,10510,10404.641304347826,739249.76,514670.78444021737,512264.718,551.9903461509812,1760.0,6700.655005434783,217972.4,177.09002835538752,224578.98023369565,30.38,42.36,99.0
S004,P0006,92,10436,10363.771739130434,366307.51,263669.898701087,260012.13,393.9723859663479,1600.0,2362.622527173912,101938.79,245.7469281663516,102637.61341847823,28.02,38.91,99.31
S004,P0007,92,10975,10917.608695652174,314045.01,216812.79108695654,213126.788,329.7806357057761,1600.0,1465.372173913045,97523.07,263.531663516068,97232.22304347824,30.96,45.35,99.48
S004,P0008,92,6899,6830.836956521739,618498.13,437467.2912065218,432098.12100000004,656.0540698853471,1950.0,5612.613163043479,178181.34,162.56722589792062,181030.84102173906,29.27,40.99,99.01
S004,P0009,92,10514,10344.228260869566,1175311.22,804470.6318478261,804530.6499999999,1102.8129920339481,2080.0,16975.476195652176,350622.28,225.0374527410208,370840.583152174,31.55,43.41,98.39
S004,P0010,92,10766,10759.728260869566,278730.76,192927.30758152172,188879.887,320.3536389815355,1350.0,144.58553804347764,88035.93,283.5321361058601,85803.45301630438,30.78,46.2,99.94
S004,P0011,92,10733,10626.08695652174,616631.83,432869.59130434785,429362.71,598.3510077724831,1760.0,5599.6241086956525,179311.14,233.09735349716448,183762.2347826087,29.8,41.53,99.0
S004,P0012,92,10092,9966.565217391304,1132151.98,744995.7667173913,735161.3325,1115.4348333680746,2640.0,12055.097934782609,381180.11,236.81049149338375,387156.20915217395,34.2,51.59,98.76
S004,P0013,92,10463,10456.271739130434,207713.84,148876.39702173913,146779.542,213.57254401429316,1450.0,123.16754347826038,59147.56,238.0463137996219,58837.44107608695,28.33,39.85,99.94
S004,P0014,92,6926,6854.619565217391,1046974.59,747996.6508152174,742472.892,1187.7573851101845,2250.0,10014.74638043478,291049.2,172.7334593572779,298977.94157608703,28.56,39.02,98.97
S004,P0015,92,6499,6414.010869565217,572065.63,403992.88863043475,402669.498,657.2705393388914,1700.0,6882.58976086957,160156.27,165.60184310018903,168072.74082608696,29.38,39.54,98.69
S004,P0016,92,6920,6878.0,759537.54,528065.328,522537.45599999995,708.968515068493,2000.0,4145.904000000002,230145.21,146.54347826086956,231472.21200000006,30.48,43.82,99.39
S004,P0017,92,10948,10848.489130434782,1068738.91,718424.9199293477,708260.3324999999,904.1736235854672,2000.0,8472.803233695653,349101.6,216.67296786389414,350313.9867554349,32.78,49.09,99.09
S004,P0018,92,6581,6542.826086956522,969744.97,682370.9610869566,669352.474,876.3438284395472,2150.0,5118.778173913042,292247.37,133.34735349716445,287374.00739130436,29.63,43.46,99.42
S004,P0019,92,10791,10723.347826086956,633267.31,441785.8454130435,434438.18250000005,418.41015022334716,2000.0,3583.5018260869574,192827.21,161.17060491493382,191481.46045652183,30.24,44.14,99.37
S004,P0020,92,6466,6371.065217391304,781315.58,539807.6137391304,534633.6799999999,1023.1814340678964,1900.0,10341.81547826087,233416.91,191.6420132325142,241507.96919565217,30.91,43.42,98.53
S005,P0001,92,10587,10425.369565217392,121299.17,86077.06381521738,85619.90499999998,129.49907179124318,1550.0,1715.7878804347831,32283.98,248.906190926276,35222.11107608696,29.04,36.98,98.47
S005,P0002,92,8866,8833.282608695652,336238.9,237902.38385869566,231942.69,368.17080397557913,2640.0,1132.9214673913038,100155.12,216.93903591682422,98336.51864130431,29.25,42.63,99.63
S005,P0003,92,8124,8014.967391304348,217726.59,156195.68452173914,154013.664,325.00432995830727,1450.0,2731.9210434782613,59206.0,264.6591446124763,61530.904663043475,28.26,38.0,98.66
S005,P0004,92,11098,11044.054347826088,85480.98,59372.83617391304,58576.89599999999,72.46925646217953,1600.0,372.87234782608675,24858.74,213.9240311909263,26108.144478260867,30.54,41.26,99.51
S005,P0005,92,10839,10742.554347826088,171128.89,120692.59809782608,118664.06999999999,216.02566326682395,1500.0,1393.1574456521737,49355.64,305.13870510396976,50436.292663043496,29.47,41.0,99.11
S005,P0006,92,11307,11191.695652173912,647775.34,464606.45745652175,459388.391,653.5483409321015,1900.0,6154.31191304348,179679.09,249.83506616257088,183168.88689130434,28.28,38.9,98.98
S005,P0007,92,10219,10158.239130434782,798132.85,585891.6792065216,578495.2949999999,743.650698913043,2400.0,4505.752663043479,211988.15,204.61389413988655,212241.1692717392,26.59,36.45,99.41
S005,P0008,92,11262,11177.489130434782,698145.97,488936.9070326087,481697.916,499.2215467763535,2350.0,4752.975815217391,208845.86,181.11306710775048,209209.06405434787,29.97,43.1,99.25
S005,P0009,92,10763,10656.20652173913,985645.82,706884.787722826,703288.9709999999,950.7968160326078,2250.0,9108.25557065217,270047.8,227.460893194707,278761.0345054349,28.28,38.22,99.01
S005,P0010,92,10553,10448.130434782608,603484.01,428033.78358695656,425447.48750000005,706.7772147855862,1800.0,5523.742173913046,170006.01,273.7840264650284,175450.23032608698,29.07,39.73,99.01
S005,P0011,92,8662,8630.673913043478,642639.98,444320.0390543478,439497.56549999997,713.4557085169741,2400.0,2073.489358695653,197955.47,219.9281663516068,198319.94051086972,30.86,44.72,99.64
S005,P0012,92,7340,7253.021739130435,890816.13,612833.1923152173,609620.6025,976.3113212849911,2300.0,9448.83988043478,268470.38,183.3707466918715,277982.93768478266,31.21,43.8,98.82
S005,P0013,92,10464,10374.75,776083.17,538465.0871250001,530692.8375,623.8222584760268,2150.0,5955.697125000001,236660.82,190.74184782608697,237618.086625,30.62,44.36,99.15
S005,P0014,92,7070,7003.434782608696,1093166.14,763451.4290869565,747815.46,989.5945862715892,2600.0,9329.581173913046,332431.5,144.06285444234405,329714.7061304349,30.16,44.24,99.06
S005,P0015,92,10319,10251.847826086956,498034.77,353253.04646739125,348124.12249999994,593.6699914011298,1350.0,2975.0091847826093,144991.97,273.41753308128546,144781.72092391306,29.07,41.42,99.35
S005,P0016,92,8776,8718.510869565218,283177.23,199932.89126086954,197283.99599999998,261.19158743299425,1700.0,1695.0095217391308,82237.04,180.75165406427223,83244.34178260874,29.4,41.27,99.34
S005,P0017,92,8409,8343.83695652174,291533.66,203664.71627173913,198689.25999999998,284.99033971113704,1650.0,2045.0117934782616,88864.4,185.28709829867674,87868.94698913043,30.14,44.29,99.23
S005,P0018,92,11529,11407.91304347826,252057.84,175522.1500869565,173230.974,315.1096786182233,1080.0,2395.3421739130436,75036.41,325.0132325141777,76535.68860869567,30.36,42.97,98.95
S005,P0019,92,6910,6872.065217391304,894021.32,618719.5197826086,608899.9419999999,796.3732519058959,2200.0,4391.254565217393,277733.75,140.37027410207938,275301.80467391317,30.79,45.39,99.45
S005,P0020,92,7488,7435.445652173913,207114.34,148935.69413586956,146422.955,239.04311014368662,1550.0,1353.458396739132,57548.88,189.38669659735348,58178.644505434786,28.09,38.83,99.3
