Date,Store ID,Product ID,Forecasted_Demand
2023-11-01,S001,P0014,135.14378
2023-11-01,S001,P0015,60.0669
2023-11-01,S001,P0016,142.65967
2023-11-01,S001,P0017,42.346222
2023-11-01,S001,P0018,88.08277
2023-11-01,S001,P0019,122.19918
2023-11-01,S001,P0020,75.52935
2023-11-01,S002,P0001,188.67535
2023-11-01,S002,P0002,90.84681
2023-11-01,S002,P0003,102.45839
2023-11-01,S002,P0004,146.62692
2023-11-01,S002,P0005,146.45149
2023-11-01,S002,P0006,145.88867
2023-11-01,S002,P0007,47.970577
2023-11-01,S002,P0008,92.23621
2023-11-01,S002,P0009,71.138596
2023-11-01,S002,P0010,115.36558
2023-11-01,S002,P0011,100.61766
2023-11-01,S002,P0012,134.18953
2023-11-01,S002,P0013,183.24384
2023-11-01,S002,P0014,99.15574
2023-11-01,S002,P0015,162.15443
2023-11-01,S002,P0016,148.65662
2023-11-01,S002,P0017,88.682976
2023-11-01,S002,P0018,96.96123
2023-11-01,S002,P0019,126.43815
2023-11-01,S002,P0020,77.85851
2023-11-01,S003,P0001,93.496414
2023-11-01,S003,P0002,80.10574
2023-11-01,S003,P0003,136.94041
2023-11-01,S003,P0004,89.25986
2023-11-01,S003,P0005,164.81938
2023-11-01,S003,P0006,111.16869
2023-11-01,S003,P0007,145.62782
2023-11-01,S003,P0008,86.66455
2023-11-01,S003,P0009,95.94862
2023-11-01,S003,P0010,98.447235
2023-11-01,S003,P0011,93.130104
2023-11-01,S003,P0012,70.3676
2023-11-01,S003,P0013,118.30589
2023-11-01,S003,P0014,107.49957
2023-11-01,S003,P0015,126.535706
2023-11-01,S003,P0016,113.32106
2023-11-01,S003,P0017,105.2155
2023-11-01,S003,P0018,95.26385
2023-11-01,S003,P0019,154.61877
2023-11-01,S003,P0020,129.2817
2023-11-01,S004,P0001,134.14534
2023-11-01,S004,P0002,124.7249
2023-11-01,S004,P0003,70.347664
2023-11-01,S004,P0004,51.62235
2023-11-01,S004,P0005,133.56096
2023-11-01,S004,P0006,114.259895
2023-11-01,S004,P0007,82.29984
2023-11-01,S004,P0008,83.62485
2023-11-01,S004,P0009,83.65427
2023-11-01,S004,P0010,92.04716
2023-11-01,S004,P0011,160.07524
2023-11-01,S004,P0012,218.48492
2023-11-01,S004,P0013,208.55241
2023-11-01,S004,P0014,55.58971
2023-11-01,S004,P0015,80.03957
2023-11-01,S004,P0016,112.03816
2023-11-01,S004,P0017,87.93738
2023-11-01,S004,P0018,81.59495
2023-11-01,S004,P0019,120.712776
2023-11-01,S004,P0020,117.426575
2023-11-01,S005,P0001,222.51682
2023-11-01,S005,P0002,60.880966
2023-11-01,S005,P0003,56.62605
2023-11-01,S005,P0004,128.57283
2023-11-01,S005,P0005,114.061874
2023-11-01,S005,P0006,95.04826
2023-11-01,S005,P0007,86.36776
2023-11-01,S005,P0008,112.9025
2023-11-01,S005,P0009,109.99542
2023-11-01,S005,P0010,133.50829
2023-11-01,S005,P0011,141.00908
2023-11-01,S005,P0012,109.545586
2023-11-01,S005,P0013,138.86595
2023-11-01,S005,P0014,56.730217
2023-11-01,S005,P0015,151.6693
2023-11-01,S005,P0016,159.70535
2023-11-01,S005,P0017,131.1786
2023-11-01,S005,P0018,75.652115
2023-11-01,S005,P0019,146.066
2023-11-01,S005,P0020,38.16725
2023-11-02,S001,P0001,129.33675
2023-11-02,S001,P0002,63.19828
2023-11-02,S001,P0003,114.16606
2023-11-02,S001,P0004,62.4631
2023-11-02,S001,P0005,102.588234
2023-11-02,S001,P0006,54.064774
2023-11-02,S001,P0007,176.10202
2023-11-02,S001,P0008,126.22849
2023-11-02,S001,P0009,182.25876
2023-11-02,S001,P0010,105.38376
2023-11-02,S001,P0011,71.52122
2023-11-02,S001,P0012,110.69076
2023-11-02,S001,P0013,91.556595
2023-11-02,S001,P0014,194.98851
2023-11-02,S001,P0015,72.5716
2023-11-02,S001,P0016,121.73966
2023-11-02,S001,P0017,111.667816
2023-11-02,S001,P0018,164.46938
2023-11-02,S001,P0019,130.36002
2023-11-02,S001,P0020,47.793068
2023-11-02,S002,P0001,220.20525
2023-11-02,S002,P0002,112.064156
2023-11-02,S002,P0003,73.59427
2023-11-02,S002,P0004,145.87608
2023-11-02,S002,P0005,82.927376
2023-11-02,S002,P0006,163.95796
2023-11-02,S002,P0007,109.257195
2023-11-02,S002,P0008,81.304855
2023-11-02,S002,P0009,176.29732
2023-11-02,S002,P0010,257.1269
2023-11-02,S002,P0011,141.22958
2023-11-02,S002,P0012,89.10355
2023-11-02,S002,P0013,109.396645
2023-11-02,S002,P0014,125.381805
2023-11-02,S002,P0015,96.11684
2023-11-02,S002,P0016,94.62989
2023-11-02,S002,P0017,144.05911
2023-11-02,S002,P0018,135.06174
2023-11-02,S002,P0019,204.54697
2023-11-02,S002,P0020,99.96104
2023-11-02,S003,P0001,102.09865
2023-11-02,S003,P0002,131.81126
2023-11-02,S003,P0003,164.23483
2023-11-02,S003,P0004,143.65645
2023-11-02,S003,P0005,94.62069
2023-11-02,S003,P0006,55.871857
2023-11-02,S003,P0007,195.10791
2023-11-02,S003,P0008,93.92338
2023-11-02,S003,P0009,149.00447
2023-11-02,S003,P0010,110.111084
2023-11-02,S003,P0011,142.76471
2023-11-02,S003,P0012,59.663296
2023-11-02,S003,P0013,180.436
2023-11-02,S003,P0014,66.7387
2023-11-02,S003,P0015,170.67548
2023-11-02,S003,P0016,111.21265
2023-11-02,S003,P0017,85.016785
2023-11-02,S003,P0018,126.09989
2023-11-02,S003,P0019,124.9555
2023-11-02,S003,P0020,107.80883
2023-11-02,S004,P0001,160.85158
2023-11-02,S004,P0002,92.10416
2023-11-02,S004,P0003,52.6386
2023-11-02,S004,P0004,83.68622
2023-11-02,S004,P0005,151.06439
2023-11-02,S004,P0006,113.70058
2023-11-02,S004,P0007,73.48101
2023-11-02,S004,P0008,79.863045
2023-11-02,S004,P0009,134.13875
2023-11-02,S004,P0010,163.94019
2023-11-02,S004,P0011,68.71852
2023-11-02,S004,P0012,113.658844
2023-11-02,S004,P0013,153.48325
2023-11-02,S004,P0014,85.435646
2023-11-02,S004,P0015,110.363556
2023-11-02,S004,P0016,58.341373
2023-11-02,S004,P0017,95.36878
2023-11-02,S004,P0018,86.32827
2023-11-02,S004,P0019,185.3641
2023-11-02,S004,P0020,130.29567
2023-11-02,S005,P0001,117.80421
2023-11-02,S005,P0002,58.801075
2023-11-02,S005,P0003,51.557934
2023-11-02,S005,P0004,73.394226
2023-11-02,S005,P0005,77.8104
2023-11-02,S005,P0006,113.9469
2023-11-02,S005,P0007,229.6623
2023-11-02,S005,P0008,105.256325
2023-11-02,S005,P0009,161.87903
2023-11-02,S005,P0010,174.94633
2023-11-02,S005,P0011,150.60847
2023-11-02,S005,P0012,76.23387
2023-11-02,S005,P0013,145.0602
2023-11-02,S005,P0014,133.28178
2023-11-02,S005,P0015,132.12344
2023-11-02,S005,P0016,115.753235
2023-11-02,S005,P0017,145.46623
2023-11-02,S005,P0018,142.31093
2023-11-02,S005,P0019,60.798622
2023-11-02,S005,P0020,75.30144
2023-11-03,S001,P0001,138.62871
2023-11-03,S001,P0002,96.68625
2023-11-03,S001,P0003,73.3174
2023-11-03,S001,P0004,91.80841
2023-11-03,S001,P0005,181.50008
2023-11-03,S001,P0006,65.48892
2023-11-03,S001,P0007,101.49342
2023-11-03,S001,P0008,141.55487
2023-11-03,S001,P0009,127.82145
2023-11-03,S001,P0010,82.31464
2023-11-03,S001,P0011,64.03623
2023-11-03,S001,P0012,101.71488
2023-11-03,S001,P0013,101.963455
2023-11-03,S001,P0014,81.581215
2023-11-03,S001,P0015,34.711758
2023-11-03,S001,P0016,136.45233
2023-11-03,S001,P0017,69.19091
2023-11-03,S001,P0018,112.784035
2023-11-03,S001,P0019,52.351295
2023-11-03,S001,P0020,110.84399
2023-11-03,S002,P0001,155.38063
2023-11-03,S002,P0002,132.98402
2023-11-03,S002,P0003,49.10678
2023-11-03,S002,P0004,76.128876
2023-11-03,S002,P0005,76.88916
2023-11-03,S002,P0006,94.38842
2023-11-03,S002,P0007,89.561066
2023-11-03,S002,P0008,153.63232
2023-11-03,S002,P0009,162.76607
2023-11-03,S002,P0010,71.50156
2023-11-03,S002,P0011,147.54446
2023-11-03,S002,P0012,113.77411
2023-11-03,S002,P0013,90.32619
2023-11-03,S002,P0014,150.07892
2023-11-03,S002,P0015,125.24401
2023-11-03,S002,P0016,102.983246
2023-11-03,S002,P0017,117.243195
2023-11-03,S002,P0018,38.798832
2023-11-03,S002,P0019,73.08212
2023-11-03,S002,P0020,57.550518
2023-11-03,S003,P0001,161.14566
2023-11-03,S003,P0002,98.48542
2023-11-03,S003,P0003,126.52646
2023-11-03,S003,P0004,121.999565
2023-11-03,S003,P0005,135.63336
2023-11-03,S003,P0006,90.65987
2023-11-03,S003,P0007,154.50037
2023-11-03,S003,P0008,171.05263
2023-11-03,S003,P0009,156.3868
2023-11-03,S003,P0010,150.47412
2023-11-03,S003,P0011,107.10459
2023-11-03,S003,P0012,31.135525
2023-11-03,S003,P0013,101.96578
2023-11-03,S003,P0014,59.75764
2023-11-03,S003,P0015,144.20436
2023-11-03,S003,P0016,159.86096
2023-11-03,S003,P0017,75.90396
2023-11-03,S003,P0018,27.33231
2023-11-03,S003,P0019,68.59864
2023-11-03,S003,P0020,121.716064
2023-11-03,S004,P0001,92.39976
2023-11-03,S004,P0002,139.18872
2023-11-03,S004,P0003,75.9369
2023-11-03,S004,P0004,114.21377
2023-11-03,S004,P0005,140.61145
2023-11-03,S004,P0006,145.60881
2023-11-03,S004,P0007,133.28444
2023-11-03,S004,P0008,104.16274
2023-11-03,S004,P0009,101.76631
2023-11-03,S004,P0010,153.30386
2023-11-03,S004,P0011,117.21252
2023-11-03,S004,P0012,98.84144
2023-11-03,S004,P0013,108.63682
2023-11-03,S004,P0014,122.76404
2023-11-03,S004,P0015,67.12593
2023-11-03,S004,P0016,81.01095
2023-11-03,S004,P0017,92.27498
2023-11-03,S004,P0018,105.38789
2023-11-03,S004,P0019,87.16893
2023-11-03,S004,P0020,97.27615
2023-11-03,S005,P0001,185.20496
2023-11-03,S005,P0002,120.67878
2023-11-03,S005,P0003,67.5976
2023-11-03,S005,P0004,118.64521
2023-11-03,S005,P0005,95.98079
2023-11-03,S005,P0006,94.238686
2023-11-03,S005,P0007,154.30205
2023-11-03,S005,P0008,188.70401
2023-11-03,S005,P0009,74.33418
2023-11-03,S005,P0010,121.17183
2023-11-03,S005,P0011,113.94122
2023-11-03,S005,P0012,42.946114
2023-11-03,S005,P0013,120.09933
2023-11-03,S005,P0014,57.46842
2023-11-03,S005,P0015,114.22042
2023-11-03,S005,P0016,69.05236
2023-11-03,S005,P0017,78.790565
2023-11-03,S005,P0018,173.30115
2023-11-03,S005,P0019,54.29925
2023-11-03,S005,P0020,110.29444
2023-11-04,S001,P0001,114.43854
2023-11-04,S001,P0002,84.141014
2023-11-04,S001,P0003,84.83002
2023-11-04,S001,P0004,105.906685
2023-11-04,S001,P0005,59.232334
2023-11-04,S001,P0006,65.574234
2023-11-04,S001,P0007,96.74035
2023-11-04,S001,P0008,81.00991
2023-11-04,S001,P0009,93.803734
2023-11-04,S001,P0010,92.43305
2023-11-04,S001,P0011,29.121233
2023-11-04,S001,P0012,153.36244
2023-11-04,S001,P0013,112.30722
2023-11-04,S001,P0014,84.33571
2023-11-04,S001,P0015,111.38172
2023-11-04,S001,P0016,130.5123
2023-11-04,S001,P0017,102.25888
2023-11-04,S001,P0018,38.392467
2023-11-04,S001,P0019,67.62721
2023-11-04,S001,P0020,60.906418
2023-11-04,S002,P0001,126.18816
2023-11-04,S002,P0002,108.382195
2023-11-04,S002,P0003,120.183266
2023-11-04,S002,P0004,178.5775
2023-11-04,S002,P0005,143.86386
2023-11-04,S002,P0006,57.352005
2023-11-04,S002,P0007,163.88943
2023-11-04,S002,P0008,67.35586
2023-11-04,S002,P0009,143.46057
2023-11-04,S002,P0010,146.85747
2023-11-04,S002,P0011,166.23358
2023-11-04,S002,P0012,110.18762
2023-11-04,S002,P0013,144.34802
2023-11-04,S002,P0014,145.53331
2023-11-04,S002,P0015,102.032486
2023-11-04,S002,P0016,92.7011
2023-11-04,S002,P0017,158.99478
2023-11-04,S002,P0018,98.967964
2023-11-04,S002,P0019,124.2762
2023-11-04,S002,P0020,56.644634
2023-11-04,S003,P0001,42.5748
2023-11-04,S003,P0002,111.21544
2023-11-04,S003,P0003,163.20609
2023-11-04,S003,P0004,170.7551
2023-11-04,S003,P0005,126.173615
2023-11-04,S003,P0006,138.49637
2023-11-04,S003,P0007,201.32416
2023-11-04,S003,P0008,124.02564
2023-11-04,S003,P0009,117.5018
2023-11-04,S003,P0010,265.46155
2023-11-04,S003,P0011,150.84846
2023-11-04,S003,P0012,116.7061
2023-11-04,S003,P0013,94.54612
2023-11-04,S003,P0014,183.4461
2023-11-04,S003,P0015,113.456535
2023-11-04,S003,P0016,90.09241
2023-11-04,S003,P0017,162.41566
2023-11-04,S003,P0018,57.59087
2023-11-04,S003,P0019,185.0801
2023-11-04,S003,P0020,71.64979
2023-11-04,S004,P0001,90.218094
2023-11-04,S004,P0002,136.8319
2023-11-04,S004,P0003,59.326385
2023-11-04,S004,P0004,180.15677
2023-11-04,S004,P0005,64.967575
2023-11-04,S004,P0006,108.56254
2023-11-04,S004,P0007,133.08028
2023-11-04,S004,P0008,57.084347
2023-11-04,S004,P0009,85.66743
2023-11-04,S004,P0010,114.46257
2023-11-04,S004,P0011,118.33538
2023-11-04,S004,P0012,152.15509
2023-11-04,S004,P0013,105.710976
2023-11-04,S004,P0014,143.59709
2023-11-04,S004,P0015,19.898422
2023-11-04,S004,P0016,93.488434
2023-11-04,S004,P0017,138.93648
2023-11-04,S004,P0018,41.614433
2023-11-04,S004,P0019,78.94898
2023-11-04,S004,P0020,38.362103
2023-11-04,S005,P0001,68.471954
2023-11-04,S005,P0002,72.96918
2023-11-04,S005,P0003,99.08467
2023-11-04,S005,P0004,112.415924
2023-11-04,S005,P0005,135.77327
2023-11-04,S005,P0006,92.04407
2023-11-04,S005,P0007,68.70877
2023-11-04,S005,P0008,143.27693
2023-11-04,S005,P0009,58.0831
2023-11-04,S005,P0010,68.00154
2023-11-04,S005,P0011,110.69131
2023-11-04,S005,P0012,110.074776
2023-11-04,S005,P0013,99.51161
2023-11-04,S005,P0014,62.75148
2023-11-04,S005,P0015,122.00531
2023-11-04,S005,P0016,127.89849
2023-11-04,S005,P0017,80.69653
2023-11-04,S005,P0018,77.78876
2023-11-04,S005,P0019,75.169556
2023-11-04,S005,P0020,102.48752
2023-11-05,S001,P0001,105.03947
2023-11-05,S001,P0002,96.601875
2023-11-05,S001,P0003,102.16295
2023-11-05,S001,P0004,112.77074
2023-11-05,S001,P0005,120.71969
2023-11-05,S001,P0006,110.89616
2023-11-05,S001,P0007,200.41353
2023-11-05,S001,P0008,86.074844
2023-11-05,S001,P0009,67.576416
2023-11-05,S001,P0010,66.69656
2023-11-05,S001,P0011,69.9436
2023-11-05,S001,P0012,109.59544
2023-11-05,S001,P0013,103.33823
2023-11-05,S001,P0014,85.50652
2023-11-05,S001,P0015,91.43503
2023-11-05,S001,P0016,170.46968
2023-11-05,S001,P0017,84.5377
2023-11-05,S001,P0018,71.49877
2023-11-05,S001,P0019,102.78401
2023-11-05,S001,P0020,63.995956
2023-11-05,S002,P0001,136.45445
2023-11-05,S002,P0002,78.847725
2023-11-05,S002,P0003,3.1930733
2023-11-05,S002,P0004,90.49799
2023-11-05,S002,P0005,178.77208
2023-11-05,S002,P0006,138.21146
2023-11-05,S002,P0007,104.61316
2023-11-05,S002,P0008,153.63652
2023-11-05,S002,P0009,104.72505
2023-11-05,S002,P0010,121.06266
2023-11-05,S002,P0011,38.329487
2023-11-05,S002,P0012,36.026424
2023-11-05,S002,P0013,129.45032
2023-11-05,S002,P0014,139.10275
2023-11-05,S002,P0015,109.46982
2023-11-05,S002,P0016,116.96887
2023-11-05,S002,P0017,58.28593
2023-11-05,S002,P0018,65.16281
2023-11-05,S002,P0019,73.681625
2023-11-05,S002,P0020,82.29758
2023-11-05,S003,P0001,111.907845
2023-11-05,S003,P0002,140.49512
2023-11-05,S003,P0003,128.38753
2023-11-05,S003,P0004,63.58271
2023-11-05,S003,P0005,165.14516
2023-11-05,S003,P0006,107.938965
2023-11-05,S003,P0007,216.82869
2023-11-05,S003,P0008,108.80376
2023-11-05,S003,P0009,132.29286
2023-11-05,S003,P0010,81.45703
2023-11-05,S003,P0011,145.14009
2023-11-05,S003,P0012,34.93944
2023-11-05,S003,P0013,88.17563
2023-11-05,S003,P0014,118.049774
2023-11-05,S003,P0015,77.928024
2023-11-05,S003,P0016,146.64174
2023-11-05,S003,P0017,93.63814
2023-11-05,S003,P0018,73.95235
2023-11-05,S003,P0019,79.56184
2023-11-05,S003,P0020,106.80328
2023-11-05,S004,P0001,130.77347
2023-11-05,S004,P0002,118.30512
2023-11-05,S004,P0003,133.29025
2023-11-05,S004,P0004,84.63477
2023-11-05,S004,P0005,84.313705
2023-11-05,S004,P0006,169.17
2023-11-05,S004,P0007,168.12718
2023-11-05,S004,P0008,177.17348
2023-11-05,S004,P0009,154.69537
2023-11-05,S004,P0010,109.68951
2023-11-05,S004,P0011,88.865036
2023-11-05,S004,P0012,43.41862
2023-11-05,S004,P0013,160.5835
2023-11-05,S004,P0014,51.65419
2023-11-05,S004,P0015,94.98428
2023-11-05,S004,P0016,96.8895
2023-11-05,S004,P0017,111.43864
2023-11-05,S004,P0018,115.64902
2023-11-05,S004,P0019,122.82004
2023-11-05,S004,P0020,83.39041
2023-11-05,S005,P0001,60.431957
2023-11-05,S005,P0002,88.51042
2023-11-05,S005,P0003,54.758064
2023-11-05,S005,P0004,139.69218
2023-11-05,S005,P0005,147.2898
2023-11-05,S005,P0006,50.861145
2023-11-05,S005,P0007,116.75442
2023-11-05,S005,P0008,89.793434
2023-11-05,S005,P0009,137.86351
2023-11-05,S005,P0010,138.09451
2023-11-05,S005,P0011,78.3156
2023-11-05,S005,P0012,106.42377
2023-11-05,S005,P0013,163.00418
2023-11-05,S005,P0014,100.324875
2023-11-05,S005,P0015,123.23113
2023-11-05,S005,P0016,150.16237
2023-11-05,S005,P0017,92.2555
2023-11-05,S005,P0018,102.365
2023-11-05,S005,P0019,72.925606
2023-11-05,S005,P0020,87.87155
2023-11-06,S001,P0001,98.6881
2023-11-06,S001,P0002,99.587524
2023-11-06,S001,P0003,139.25862
2023-11-06,S001,P0004,91.804756
2023-11-06,S001,P0005,101.99992
2023-11-06,S001,P0006,95.07459
2023-11-06,S001,P0007,172.16429
2023-11-06,S001,P0008,112.53395
2023-11-06,S001,P0009,165.0289
2023-11-06,S001,P0010,78.859985
2023-11-06,S001,P0011,78.92546
2023-11-06,S001,P0012,123.124825
2023-11-06,S001,P0013,75.2626
2023-11-06,S001,P0014,101.86474
2023-11-06,S001,P0015,89.23954
2023-11-06,S001,P0016,85.02158
2023-11-06,S001,P0017,85.22447
2023-11-06,S001,P0018,75.14672
2023-11-06,S001,P0019,74.35053
2023-11-06,S001,P0020,71.75865
2023-11-06,S002,P0001,73.39237
2023-11-06,S002,P0002,56.477562
2023-11-06,S002,P0003,89.146194
2023-11-06,S002,P0004,114.71719
2023-11-06,S002,P0005,100.32401
2023-11-06,S002,P0006,87.38876
2023-11-06,S002,P0007,60.645695
2023-11-06,S002,P0008,127.53744
2023-11-06,S002,P0009,76.34732
2023-11-06,S002,P0010,93.20336
2023-11-06,S002,P0011,102.26007
2023-11-06,S002,P0012,103.99047
2023-11-06,S002,P0013,129.93384
2023-11-06,S002,P0014,82.88507
2023-11-06,S002,P0015,25.20727
2023-11-06,S002,P0016,86.159584
2023-11-06,S002,P0017,68.66801
2023-11-06,S002,P0018,72.40593
2023-11-06,S002,P0019,96.54944
2023-11-06,S002,P0020,109.34287
2023-11-06,S003,P0001,95.00524
2023-11-06,S003,P0002,97.67489
2023-11-06,S003,P0003,142.74147
2023-11-06,S003,P0004,136.94191
2023-11-06,S003,P0005,117.331696
2023-11-06,S003,P0006,80.35194
2023-11-06,S003,P0007,132.21384
2023-11-06,S003,P0008,133.75095
2023-11-06,S003,P0009,119.93258
2023-11-06,S003,P0010,68.09575
2023-11-06,S003,P0011,180.71918
2023-11-06,S003,P0012,84.653854
2023-11-06,S003,P0013,132.86223
2023-11-06,S003,P0014,62.94569
2023-11-06,S003,P0015,77.02123
2023-11-06,S003,P0016,121.33437
2023-11-06,S003,P0017,27.91989
2023-11-06,S003,P0018,51.939133
2023-11-06,S003,P0019,136.88873
2023-11-06,S003,P0020,98.67661
2023-11-06,S004,P0001,108.499
2023-11-06,S004,P0002,161.92146
2023-11-06,S004,P0003,97.289986
2023-11-06,S004,P0004,120.00992
2023-11-06,S004,P0005,90.602455
2023-11-06,S004,P0006,134.8019
2023-11-06,S004,P0007,131.46785
2023-11-06,S004,P0008,47.884872
2023-11-06,S004,P0009,73.60527
2023-11-06,S004,P0010,53.410816
2023-11-06,S004,P0011,91.87307
2023-11-06,S004,P0012,92.89154
2023-11-06,S004,P0013,97.36386
2023-11-06,S004,P0014,70.89097
2023-11-06,S004,P0015,78.178986
2023-11-06,S004,P0016,59.72446
2023-11-06,S004,P0017,82.8771
2023-11-06,S004,P0018,72.975815
2023-11-06,S004,P0019,102.557304
2023-11-06,S004,P0020,77.35449
2023-11-06,S005,P0001,92.27438
2023-11-06,S005,P0002,106.69787
2023-11-06,S005,P0003,75.553665
2023-11-06,S005,P0004,60.89952
2023-11-06,S005,P0005,103.25958
2023-11-06,S005,P0006,158.36313
2023-11-06,S005,P0007,107.43442
2023-11-06,S005,P0008,65.08315
2023-11-06,S005,P0009,100.87974
2023-11-06,S005,P0010,82.45922
2023-11-06,S005,P0011,119.26337
2023-11-06,S005,P0012,100.64804
2023-11-06,S005,P0013,108.02199
2023-11-06,S005,P0014,83.26157
2023-11-06,S005,P0015,137.02155
2023-11-06,S005,P0016,52.04572
2023-11-06,S005,P0017,72.02059
2023-11-06,S005,P0018,95.17664
2023-11-06,S005,P0019,74.56919
2023-11-06,S005,P0020,76.64301
2023-11-07,S001,P0001,98.88112
2023-11-07,S001,P0002,152.7179
2023-11-07,S001,P0003,107.70778
2023-11-07,S001,P0004,91.63889
2023-11-07,S001,P0005,98.36558
2023-11-07,S001,P0006,60.226868
2023-11-07,S001,P0007,236.11008
2023-11-07,S001,P0008,61.203754
2023-11-07,S001,P0009,103.37305
2023-11-07,S001,P0010,91.570114
2023-11-07,S001,P0011,77.91849
2023-11-07,S001,P0012,133.25388
2023-11-07,S001,P0013,88.143036
2023-11-07,S001,P0014,96.3811
2023-11-07,S001,P0015,142.6654
2023-11-07,S001,P0016,122.496414
2023-11-07,S001,P0017,97.0354
2023-11-07,S001,P0018,133.13646
2023-11-07,S001,P0019,85.49565
2023-11-07,S001,P0020,75.44921
2023-11-07,S002,P0001,144.44173
2023-11-07,S002,P0002,149.11038
2023-11-07,S002,P0003,116.55123
2023-11-07,S002,P0004,102.61057
2023-11-07,S002,P0005,97.188805
2023-11-07,S002,P0006,135.3325
2023-11-07,S002,P0007,224.44598
2023-11-07,S002,P0008,106.194275
2023-11-07,S002,P0009,111.49834
2023-11-07,S002,P0010,70.79459
2023-11-07,S002,P0011,117.63589
2023-11-07,S002,P0012,81.75148
2023-11-07,S002,P0013,97.22593
2023-11-07,S002,P0014,78.33396
2023-11-07,S002,P0015,98.75493
2023-11-07,S002,P0016,106.62498
2023-11-07,S002,P0017,154.82721
2023-11-07,S002,P0018,77.22862
2023-11-07,S002,P0019,120.770836
2023-11-07,S002,P0020,90.492874
2023-11-07,S003,P0001,108.4352
