Date,Store ID,Product ID,Actual_Demand,Sales_Qty,Revenue,COGS,Cash_Purchase,OpEx_Holding,OpEx_Order,Cost_Stockout,Daily_Net_Profit,Inventory_Level
2023-12-31,S001,P0001,60,60.0,3997.7999999999997,2791.53,0.0,5.51295308219178,0.0,0.0,3992.287046917808,173.0
2024-01-01,S001,P0001,62,62.0,4131.0599999999995,2884.581,4326.8715,7.170025684931505,80.0,0.0,-282.9815256849324,225.0
2024-01-02,S001,P0001,31,31.0,2065.5299999999997,1442.2905,0.0,6.182155479452054,0.0,0.0,2059.347844520548,194.0
2024-01-03,S001,P0001,52,52.0,3464.7599999999998,2419.326,4606.0245,7.4886934931506834,80.0,0.0,-1228.7531934931517,235.0
2024-01-04,S001,P0001,47,47.0,3131.6099999999997,2186.6985,0.0,5.990954794520547,0.0,0.0,3125.6190452054793,188.0
2024-01-05,S001,P0001,71,71.0,4730.73,3303.3105,5722.6365000000005,6.883224657534245,80.0,0.0,-1078.7897246575349,216.0
2024-01-06,S001,P0001,52,52.0,3464.7599999999998,2419.326,0.0,5.22615205479452,0.0,0.0,3459.5338479452053,164.0
2024-01-07,S001,P0001,71,71.0,4730.73,3303.3105,4606.0245,6.883224657534245,80.0,0.0,37.82227534246522,216.0
2024-01-08,S001,P0001,28,28.0,1865.6399999999999,1302.714,0.0,5.990954794520547,0.0,0.0,1859.6490452054793,188.0
2024-01-09,S001,P0001,75,75.0,4997.25,3489.4125,14609.007,6.755757534246574,80.0,0.0,-9698.512757534247,212.0
2024-01-10,S001,P0001,98,98.0,6529.74,4559.499,0.0,3.6328130136986294,0.0,0.0,6526.107186986301,114.0
2024-01-11,S001,P0001,141,141.0,9394.83,6560.0955,0.0,9.145766095890409,0.0,0.0,9385.684233904109,287.0
2024-01-12,S001,P0001,83,83.0,5530.29,3861.6165,23309.2755,6.500823287671231,80.0,0.0,-17865.48632328767,204.0
2024-01-13,S001,P0001,111,111.0,7395.929999999999,5164.3305,0.0,2.9636106164383555,0.0,0.0,7392.966389383561,93.0
2024-01-14,S001,P0001,74,74.0,4930.62,3442.887,0.0,16.570726027397257,0.0,0.0,4914.049273972602,520.0
2024-01-15,S001,P0001,114,114.0,7595.82,5303.907,0.0,12.937913013698628,0.0,0.0,7582.882086986301,406.0
2024-01-16,S001,P0001,31,31.0,2065.5299999999997,1442.2905,0.0,11.950042808219175,0.0,0.0,2053.5799571917805,375.0
2024-01-17,S001,P0001,88,88.0,5863.44,4094.244,0.0,9.145766095890409,0.0,0.0,5854.294233904109,287.0
2024-01-18,S001,P0001,86,86.0,5730.179999999999,4001.193,8188.488,6.4052229452054785,80.0,0.0,-2544.7132229452063,201.0
2024-01-19,S001,P0001,90,90.0,5996.7,4187.295,0.0,3.537212671232876,0.0,0.0,5993.162787328767,111.0
2024-01-20,S001,P0001,141,141.0,9394.83,6560.0955,11631.375,4.652549999999999,80.0,0.0,-2321.197550000001,146.0
2024-01-21,S001,P0001,109,109.0,7262.669999999999,5071.279500000001,0.0,1.1790708904109586,0.0,0.0,7261.490929109588,37.0
2024-01-22,S001,P0001,218,218.0,14525.339999999998,10142.559000000001,13306.293,2.1988078767123285,80.0,0.0,1136.848192123287,69.0
2024-01-23,S001,P0001,68,68.0,4530.84,3163.734,0.0,0.0318667808219178,0.0,0.0,4530.808133219179,1.0
2024-01-24,S001,P0001,98,98.0,6529.74,4559.499,14283.3285,6.022821575342465,80.0,0.0,-7839.611321575343,189.0
2024-01-25,S001,P0001,137,137.0,9128.31,6373.9935000000005,0.0,1.6570726027397258,0.0,0.0,9126.65292739726,52.0
2024-01-26,S001,P0001,72,72.0,4797.36,3349.8360000000002,0.0,9.145766095890409,0.0,0.0,4788.214233904109,287.0
2024-01-27,S001,P0001,99,99.0,6596.37,4606.0245,11073.069,5.990954794520547,80.0,0.0,-4562.68995479452,188.0
2024-01-28,S001,P0001,139,139.0,9261.57,6467.0445,0.0,1.5614722602739723,0.0,0.0,9260.008527739727,49.0
2024-01-29,S001,P0001,112,112.0,7462.5599999999995,5210.856,0.0,5.5766866438356155,0.0,0.0,7456.983313356164,175.0
2024-01-30,S001,P0001,111,111.0,7395.929999999999,5164.3305,0.0,2.0394739726027393,0.0,0.0,7393.890526027397,64.0
2023-10-31,S001,P0002,61,61.0,4016.2400000000002,2856.4165000000003,2856.4165000000003,7.3182094103633,40.0,0.0,1112.5052905896368,228.17391304347825
2023-11-01,S001,P0002,87,87.0,5728.08,4073.9055000000003,11378.8395,4.527863177486592,40.0,0.0,-5695.287363177487,141.17391304347825
2023-11-02,S001,P0002,61,61.0,4016.2400000000002,2856.4165000000003,0.0,4.527863177486592,0.0,0.0,4011.7121368225135,141.17391304347825
2023-11-03,S001,P0002,95,95.0,6254.8,4448.5175,0.0,9.274659067897543,0.0,0.0,6245.525340932103,289.17391304347825
2023-11-04,S001,P0002,85,85.0,5596.400000000001,3980.2525,3980.2525,6.548458725431794,40.0,0.0,1569.5990412745687,204.17391304347825
2023-11-05,S001,P0002,94,94.0,6188.96,4401.691000000001,4401.691000000001,3.5336018761167303,40.0,0.0,1743.735398123883,110.17391304347825
2023-11-06,S001,P0002,97,97.0,6386.4800000000005,4542.1705,4542.1705,3.1487265336509775,40.0,0.0,1801.1607734663494,98.17391304347825
2023-11-07,S001,P0002,153,153.0,10073.52,7164.454500000001,7164.454500000001,1.2564227665276928,40.0,0.0,2867.8090772334717,39.17391304347825
2023-11-08,S001,P0002,19,19.0,1250.96,889.7035000000001,5525.527,3.758112492555086,40.0,0.0,-4318.3251124925555,117.17391304347825
2023-11-09,S001,P0002,99,99.0,6518.160000000001,4635.8235,0.0,5.490051533650974,0.0,0.0,6512.6699484663495,171.17391304347825
2023-11-10,S001,P0002,111,111.0,7308.240000000001,5197.7415,17934.5495,5.71456215008933,40.0,0.0,-10672.024062150089,178.17391304347825
2023-11-11,S001,P0002,115,115.0,7571.6,5385.047500000001,0.0,2.0261734514591985,0.0,0.0,7569.573826548542,63.17391304347825
2023-11-12,S001,P0002,157,157.0,10336.880000000001,7351.7605,0.0,9.274659067897543,0.0,0.0,10327.605340932103,289.17391304347825
2023-11-13,S001,P0002,147,147.0,9678.480000000001,6883.4955,6883.4955,4.559936122692071,40.0,0.0,2750.424563877309,142.17391304347825
2023-11-14,S001,P0002,113,113.0,7439.92,5291.3945,5291.3945,0.9356933144728988,40.0,0.0,2107.589806685527,29.17391304347825
2023-11-15,S001,P0002,104,104.0,6847.360000000001,4869.956,7960.505,2.314829958308513,40.0,0.0,-1155.4598299583076,72.17391304347825
2023-11-16,S001,P0002,66,66.0,4345.4400000000005,3090.549,0.0,3.8222583829660453,0.0,0.0,4341.617741617035,119.17391304347825
2023-11-17,S001,P0002,139,139.0,9151.76,6508.883500000001,6508.883500000001,4.816519684335907,40.0,0.0,2598.059980315664,150.17391304347825
2023-11-18,S001,P0002,119,119.0,7834.96,5572.3535,9880.3915,0.9998392048838576,40.0,0.0,-2086.4313392048834,31.17391304347825
2023-11-19,S001,P0002,92,92.0,6057.280000000001,4308.0380000000005,0.0,2.5072676295413894,0.0,0.0,6054.772732370459,78.17391304347825
2023-11-20,S001,P0002,21,21.0,1382.64,983.3565000000001,983.3565000000001,8.601127218582477,40.0,0.0,350.68237278141737,268.17391304347825
2023-11-21,S001,P0002,180,180.0,11851.2,8428.77,8428.77,2.8279970815961835,40.0,0.0,3379.6020029184037,88.17391304347825
2023-11-22,S001,P0002,116,109.17391304347825,7188.010434782608,5112.232239130434,5431.874000000001,0.0,40.0,410.9679782608703,1305.1684565217374,0.0
2023-11-23,S001,P0002,54,54.0,3555.36,2528.6310000000003,2528.6310000000003,4.0411910958904045,40.0,0.0,982.6878089041093,126.0
2023-11-24,S001,P0002,68,68.0,4477.12,3184.202,6696.1895,5.580692465753416,40.0,0.0,-2264.650192465754,174.0
2023-11-25,S001,P0002,75,75.0,4938.0,3511.9875,0.0,4.9071606164383486,0.0,0.0,4933.092839383562,153.0
2023-11-26,S001,P0002,131,131.0,8625.04,6134.271500000001,6134.271500000001,5.292035958904101,40.0,0.0,2445.476464041096,165.0
2023-11-27,S001,P0002,121,121.0,7966.64,5666.0065,8381.943500000001,1.4112095890410936,40.0,0.0,-456.7147095890423,44.0
2023-11-28,S001,P0002,58,58.0,3818.7200000000003,2715.9370000000004,0.0,3.75253458904109,0.0,0.0,3814.967465410959,117.0
2023-11-29,S001,P0002,62,62.0,4082.0800000000004,2903.2430000000004,2903.2430000000004,7.50506917808218,40.0,0.0,1131.331930821918,234.0
2023-11-30,S001,P0002,165,165.0,10863.6,7726.3725,18917.906000000003,2.2130332191780786,40.0,0.0,-8096.51903321918,69.0
2023-12-01,S001,P0002,156,131.0,8625.04,6134.271500000001,0.0,0.0,0.0,1505.1375000000005,7119.9025,0.0
2023-12-02,S001,P0002,83,83.0,5464.72,3886.5995000000003,0.0,10.295415410958888,0.0,0.0,5454.424584589041,321.0
2023-12-03,S001,P0002,78,78.0,5135.52,3652.467,3652.467,7.793725684931495,40.0,0.0,1435.259274315069,243.0
2023-12-04,S001,P0002,191,191.0,12575.44,8943.8615,27440.329,1.667793150684929,40.0,0.0,-14906.556793150687,52.0
2023-12-05,S001,P0002,127,127.0,8361.68,5946.9655,0.0,0.09621883561643821,0.0,0.0,8361.583781164383,3.0
2023-12-06,S001,P0002,114,114.0,7505.76,5338.2210000000005,0.0,15.234648972602717,0.0,0.0,7490.525351027398,475.0
2023-12-07,S001,P0002,154,154.0,10139.36,7211.281000000001,0.0,10.295415410958888,0.0,0.0,10129.064584589041,321.0
2023-12-08,S001,P0002,129,129.0,8493.36,6040.6185000000005,10489.136,6.158005479452045,40.0,0.0,-2041.934005479452,192.0
2023-12-09,S001,P0002,95,95.0,6254.8,4448.5175,0.0,3.111075684931502,0.0,0.0,6251.688924315069,97.0
2023-12-10,S001,P0002,143,143.0,9415.12,6696.1895,6696.1895,5.7089842465753335,40.0,0.0,2673.2215157534247,178.0
2023-12-11,S001,P0002,43,43.0,2831.1200000000003,2013.5395,8100.9845000000005,4.3298476027397195,40.0,0.0,-5314.194347602739,135.0
2023-12-12,S001,P0002,130,130.0,8559.2,6087.445000000001,0.0,4.746795890410952,0.0,0.0,8554.45320410959,148.0
2023-12-13,S001,P0002,177,177.0,11653.68,8288.290500000001,25379.963000000003,4.6185041095890345,40.0,0.0,-13770.901504109592,144.0
2023-12-14,S001,P0002,111,111.0,7308.240000000001,5197.7415,0.0,1.0584071917808202,0.0,0.0,7307.18159280822,33.0
2023-12-15,S001,P0002,188,188.0,12377.92,8803.382000000001,0.0,12.41222979452053,0.0,0.0,12365.507770205479,387.0
2023-12-16,S001,P0002,66,66.0,4345.4400000000005,3090.549,0.0,10.295415410958888,0.0,0.0,4335.144584589041,321.0
2023-12-17,S001,P0002,107,107.0,7044.88,5010.4355000000005,19198.865,6.863610273972593,40.0,0.0,-12200.848610273973,214.0
2023-12-18,S001,P0002,170,170.0,11192.800000000001,7960.505,0.0,1.4112095890410936,0.0,0.0,11191.38879041096,44.0
2023-12-19,S001,P0002,133,133.0,8756.720000000001,6227.9245,0.0,10.295415410958888,0.0,0.0,8746.424584589042,321.0
2023-12-20,S001,P0002,206,206.0,13563.04,9646.259,9646.259,3.6883886986301313,40.0,0.0,3873.09261130137,115.0
2023-12-21,S001,P0002,184,115.0,7571.6,5385.047500000001,8616.076000000001,0.0,40.0,4154.179500000001,-5238.655500000003,0.0
2023-12-22,S001,P0002,148,148.0,9744.32,6930.322,6930.322,1.8602308219178054,40.0,0.0,2772.1377691780817,58.0
2023-12-23,S001,P0002,131,131.0,8625.04,6134.271500000001,15078.133000000002,3.5600969178082136,40.0,0.0,-6496.653096917809,111.0
2023-12-24,S001,P0002,127,127.0,8361.68,5946.9655,0.0,4.233628767123281,0.0,0.0,8357.446371232876,132.0
2023-12-25,S001,P0002,64,64.0,4213.76,2996.896,0.0,12.508448630136968,0.0,0.0,4201.251551369864,390.0
2023-12-26,S001,P0002,154,154.0,10139.36,7211.281000000001,18730.600000000002,7.569215068493139,40.0,0.0,-8638.809215068493,236.0
2023-12-27,S001,P0002,96,96.0,6320.64,4495.344,0.0,4.490212328767116,0.0,0.0,6316.149787671233,140.0
2023-12-28,S001,P0002,150,150.0,9876.0,7023.975,0.0,12.508448630136968,0.0,0.0,9863.491551369863,390.0
2023-12-29,S001,P0002,253,253.0,16657.52,11847.104500000001,11847.104500000001,4.3939934931506786,40.0,0.0,4766.021506506848,137.0
2023-12-30,S001,P0002,97,97.0,6386.4800000000005,4542.1705,4542.1705,1.2829178082191761,40.0,0.0,1803.026582191781,40.0
2023-12-31,S001,P0002,141,141.0,9283.44,6602.5365,19573.477000000003,4.875087671232869,40.0,0.0,-10334.912087671235,152.0
2024-01-01,S001,P0002,105,105.0,6913.200000000001,4916.7825,0.0,4.6185041095890345,0.0,0.0,6908.581495890412,144.0
2024-01-02,S001,P0002,172,172.0,11324.480000000001,8054.158,0.0,12.508448630136968,0.0,0.0,11311.971551369865,390.0
2024-01-03,S001,P0002,156,156.0,10271.04,7304.934,7304.934,7.50506917808218,40.0,0.0,2918.600930821918,234.0
2024-01-04,S001,P0002,115,115.0,7571.6,5385.047500000001,5385.047500000001,3.816680479452049,40.0,0.0,2142.735819520548,119.0
2024-01-05,S001,P0002,62,62.0,4082.0800000000004,2903.2430000000004,10255.0035,6.831537328767113,40.0,0.0,-6219.755037328769,213.0
2024-01-06,S001,P0002,157,157.0,10336.880000000001,7351.7605,0.0,5.484473630136978,0.0,0.0,10331.395526369864,171.0
2024-01-07,S001,P0002,132,132.0,8690.880000000001,6181.098,14235.256000000001,8.274819863013686,40.0,0.0,-5592.6508198630145,258.0
2024-01-08,S001,P0002,172,172.0,11324.480000000001,8054.158,0.0,2.7582732876712286,0.0,0.0,11321.72172671233,86.0
2024-01-09,S001,P0002,73,73.0,4806.320000000001,3418.3345000000004,10301.83,10.16712363013697,40.0,0.0,-5545.6771236301365,317.0
2024-01-10,S001,P0002,147,147.0,9678.480000000001,6883.4955,0.0,5.452400684931498,0.0,0.0,9673.02759931507,170.0
2024-01-11,S001,P0002,111,111.0,7308.240000000001,5197.7415,5197.7415,8.948351712328753,40.0,0.0,2061.5501482876716,279.0
2024-01-12,S001,P0002,131,131.0,8625.04,6134.271500000001,16529.754500000003,4.746795890410952,40.0,0.0,-7949.4612958904145,148.0
2024-01-13,S001,P0002,103,103.0,6781.52,4823.1295,0.0,5.003379452054787,0.0,0.0,6776.516620547945,156.0
2024-01-14,S001,P0002,119,119.0,7834.96,5572.3535,0.0,12.508448630136968,0.0,0.0,7822.451551369863,390.0
2024-01-15,S001,P0002,123,123.0,8098.320000000001,5759.659500000001,5759.659500000001,8.563476369863,40.0,0.0,2290.0970236301373,267.0
2024-01-16,S001,P0002,153,153.0,10073.52,7164.454500000001,7164.454500000001,3.6563157534246518,40.0,0.0,2865.409184246575,114.0
2024-01-17,S001,P0002,115,115.0,7571.6,5385.047500000001,5385.047500000001,3.912899315068487,40.0,0.0,2142.639600684931,122.0
2024-01-18,S001,P0002,134,134.0,8822.560000000001,6274.751,6274.751,4.522285273972596,40.0,0.0,2503.2867147260285,141.0
2024-01-19,S001,P0002,39,39.0,2567.76,1826.2335,1826.2335,6.95982910958903,40.0,0.0,694.5666708904112,217.0
2024-01-20,S001,P0002,120,120.0,7900.8,5619.18,5619.18,7.408850342465742,40.0,0.0,2234.2111496575344,231.0
2024-01-21,S001,P0002,121,121.0,7966.64,5666.0065,27159.370000000003,4.778868835616431,40.0,0.0,-19237.50886883562,149.0
2024-01-22,S001,P0002,147,147.0,9678.480000000001,6883.4955,0.0,3.912899315068487,0.0,0.0,9674.567100684933,122.0
2024-01-23,S001,P0002,71,71.0,4674.64,3324.6815,0.0,20.238028424657504,0.0,0.0,4654.401971575343,631.0
2024-01-24,S001,P0002,150,150.0,9876.0,7023.975,0.0,15.427086643835592,0.0,0.0,9860.572913356164,481.0
2024-01-25,S001,P0002,91,91.0,5991.4400000000005,4261.2115,0.0,12.508448630136968,0.0,0.0,5978.931551369864,390.0
2024-01-26,S001,P0002,144,144.0,9480.960000000001,6743.0160000000005,12596.328500000001,7.8899445205479335,40.0,0.0,-3163.2584445205484,246.0
2024-01-27,S001,P0002,125,125.0,8230.0,5853.3125,0.0,3.8808263698630077,0.0,0.0,8226.119173630137,121.0
2024-01-28,S001,P0002,114,114.0,7505.76,5338.2210000000005,5338.2210000000005,8.852132876712314,40.0,0.0,2118.686867123288,276.0
2024-01-29,S001,P0002,64,64.0,4213.76,2996.896,0.0,6.7994643835616335,0.0,0.0,4206.960535616438,212.0
2024-01-30,S001,P0002,119,119.0,7834.96,5572.3535,0.0,6.639099657534237,0.0,0.0,7828.320900342465,207.0
2023-10-31,S001,P0003,106,106.0,6016.03,4085.081,4085.081,6.579834875670035,40.0,0.0,1884.369165124329,249.2717391304348
2023-11-01,S001,P0003,119,119.0,6753.844999999999,4586.0815,11638.627,3.4386831633412713,40.0,0.0,-4928.220683163343,130.2717391304348
2023-11-02,S001,P0003,113,113.0,6413.315,4354.8505,0.0,3.2539095332042853,0.0,0.0,6410.061090466796,123.27173913043481
2023-11-03,S001,P0003,70,70.0,3972.8499999999995,2697.6949999999997,0.0,9.377835560601538,0.0,0.0,3963.472164439398,355.2717391304348
2023-11-04,S001,P0003,86,86.0,4880.929999999999,3314.3109999999997,7245.237999999999,7.1077595332042804,40.0,0.0,-2411.4157595332044,269.2717391304348
2023-11-05,S001,P0003,102,102.0,5789.009999999999,3930.9269999999997,0.0,4.415343779779627,0.0,0.0,5784.59465622022,167.2717391304348
2023-11-06,S001,P0003,140,140.0,7945.699999999999,5395.389999999999,17689.1715,5.682362957861817,40.0,0.0,-9789.153862957863,215.2717391304348
2023-11-07,S001,P0003,105,105.0,5959.275,4046.5425,0.0,2.9107585058070256,0.0,0.0,5956.364241494192,110.27173913043481
2023-11-08,S001,P0003,214,214.0,12145.57,8247.239,0.0,9.377835560601538,0.0,0.0,12136.192164439399,355.27173913043475
2023-11-09,S001,P0003,96,96.0,5448.48,3699.696,24510.486,6.8437972044371564,40.0,0.0,-19108.84979720444,259.27173913043475
2023-11-10,S001,P0003,115,115.0,6526.825,4431.9275,0.0,3.808230423615242,0.0,0.0,6523.016769576385,144.27173913043475
2023-11-11,S001,P0003,128,128.0,7264.639999999999,4932.928,0.0,17.21751672498509,0.0,0.0,7247.422483275014,652.2717391304348
2023-11-12,S001,P0003,138,138.0,7832.19,5318.313,0.0,13.574836587998792,0.0,0.0,7818.615163412001,514.2717391304348
2023-11-13,S001,P0003,159,159.0,9024.045,6127.6215,0.0,9.377835560601538,0.0,0.0,9014.6671644394,355.27173913043475
2023-11-14,S001,P0003,130,130.0,7378.15,5010.005,5010.005,5.946325286628938,40.0,0.0,2322.1986747133706,225.27173913043475
2023-11-15,S001,P0003,149,149.0,8456.494999999999,5742.2365,20425.405,2.0132865879988056,40.0,0.0,-12010.923286588,76.27173913043475
2023-11-16,S001,P0003,120,120.0,6810.599999999999,4624.62,0.0,2.2772489167659287,0.0,0.0,6808.322751083234,86.27173913043475
2023-11-17,S001,P0003,107,107.0,6072.785,4123.6195,0.0,13.442855423615232,0.0,0.0,6059.342144576384,509.27173913043475
2023-11-18,S001,P0003,154,154.0,8740.269999999999,5934.929,0.0,9.377835560601538,0.0,0.0,8730.892164439398,355.27173913043475
2023-11-19,S001,P0003,130,130.0,7378.15,5010.005,5010.005,5.946325286628938,40.0,0.0,2322.1986747133706,225.27173913043475
2023-11-20,S001,P0003,125,125.0,7094.374999999999,4817.3125,4817.3125,2.646796177039901,40.0,0.0,2234.4157038229596,100.27173913043475
