Date,Store ID,Product ID,Demand,Sales_Qty,Missed_Qty,Ordered_Qty,Inventory_Level,Revenue,COGS,Cash_Purchase,OpEx_Holding,OpEx_Order,Cost_Stockout,Daily_Net_Profit,Seasonality,Promotion
2024-01-02,S001,P0001,31,31.0,0.0,47,259.0,2060.415,1442.2905,2186.6985,8.25349623287671,80.0,0.0,-214.53699623287685,Winter,0
2024-01-03,S001,P0001,52,52.0,0.0,93,254.0,3456.1800000000003,2419.326,4326.8715,8.094162328767121,80.0,0.0,-958.7856623287671,Winter,1
2024-01-04,S001,P0001,47,47.0,0.0,93,254.0,3123.855,2186.6985,4326.8715,8.094162328767121,80.0,0.0,-1291.1106623287674,Winter,1
2024-01-05,S001,P0001,71,71.0,0.0,47,276.0,4719.015,3303.3105,2186.6985,8.795231506849314,80.0,0.0,2443.521268493151,Winter,0
2024-01-06,S001,P0001,52,52.0,0.0,93,317.0,3456.1800000000003,2419.326,4326.8715,10.101769520547943,80.0,0.0,-960.7932695205482,Winter,1
2024-01-07,S001,P0001,71,71.0,0.0,47,293.0,4719.015,3303.3105,2186.6985,9.336966780821916,80.0,0.0,2442.9795332191784,Winter,0
2024-01-08,S001,P0001,28,28.0,0.0,93,358.0,1861.02,1302.714,4326.8715,11.408307534246573,80.0,0.0,-2557.259807534247,Winter,1
2024-01-09,S001,P0001,75,75.0,0.0,47,330.0,4984.875,3489.4125,2186.6985,10.516037671232874,80.0,0.0,2707.660462328767,Winter,0
2024-01-10,S001,P0001,98,98.0,0.0,47,325.0,6513.570000000001,4559.499,2186.6985,10.356703767123285,80.0,0.0,4236.514796232877,Winter,0
2024-01-11,S001,P0001,141,141.0,0.0,93,231.0,9371.565,6560.0955,4326.8715,7.3612263698630125,80.0,0.0,4957.332273630137,Winter,1
2024-01-12,S001,P0001,83,83.0,0.0,47,195.0,5516.595,3861.6165,2186.6985,6.214022260273971,80.0,0.0,3243.6824777397264,Winter,0
2024-01-13,S001,P0001,111,111.0,0.0,93,177.0,7377.615000000001,5164.3305,4326.8715,5.640420205479451,80.0,0.0,2965.1030797945214,Winter,1
2024-01-14,S001,P0001,74,74.0,0.0,47,150.0,4918.41,3442.887,2186.6985,4.780017123287671,80.0,0.0,2646.9314828767124,Winter,0
2024-01-15,S001,P0001,114,114.0,0.0,47,129.0,7577.01,5303.907,2186.6985,4.110814726027397,80.0,0.0,5306.200685273972,Winter,0
2024-01-16,S001,P0001,31,31.0,0.0,185,145.0,2060.415,1442.2905,8607.2175,4.620683219178082,80.0,0.0,-6631.423183219179,Winter,0
2024-01-17,S001,P0001,88,88.0,0.0,47,104.0,5848.92,4094.244,2186.6985,3.3141452054794516,80.0,0.0,3578.907354794521,Winter,0
2024-01-18,S001,P0001,86,86.0,0.0,47,203.0,5715.990000000001,4001.193,2186.6985,6.468956506849314,80.0,0.0,3442.8225434931514,Winter,0
2024-01-19,S001,P0001,90,90.0,0.0,93,160.0,5981.85,4187.295,4326.8715,5.098684931506848,80.0,0.0,1569.8798150684934,Winter,1
2024-01-20,S001,P0001,141,141.0,0.0,47,66.0,9371.565,6560.0955,2186.6985,2.103207534246575,80.0,0.0,7102.763292465754,Winter,0
2024-01-21,S001,P0001,109,109.0,0.0,0,50.0,7244.685,5071.279500000001,0.0,1.59333904109589,0.0,0.0,7243.091660958905,Winter,1
2024-01-22,S001,P0001,218,97.0,121.0,185,0.0,6447.1050000000005,4512.9735,8607.2175,0.0,80.0,7238.038500000001,-9478.151000000002,Winter,1
2024-01-23,S001,P0001,68,0.0,68.0,139,0.0,0.0,0.0,6467.0445,0.0,80.0,4067.6580000000004,-10614.7025,Winter,0
2024-01-24,S001,P0001,98,98.0,0.0,93,87.0,6513.570000000001,4559.499,4326.8715,2.7724099315068487,80.0,0.0,2103.926090068494,Winter,1
2024-01-25,S001,P0001,137,137.0,0.0,47,89.0,9105.705,6373.9935000000005,2186.6985,2.8361434931506846,80.0,0.0,6836.170356506849,Winter,0
2024-01-26,S001,P0001,72,72.0,0.0,185,110.0,4785.4800000000005,3349.8360000000002,8607.2175,3.505345890410958,80.0,0.0,-3905.2428458904114,Winter,0
2024-01-27,S001,P0001,99,99.0,0.0,47,58.0,6580.035000000001,4606.0245,2186.6985,1.8482732876712324,80.0,0.0,4311.488226712329,Winter,0
2024-01-28,S001,P0001,139,139.0,0.0,47,104.0,9238.635,6467.0445,2186.6985,3.3141452054794516,80.0,0.0,6968.622354794521,Winter,0
2024-01-29,S001,P0001,112,112.0,0.0,139,39.0,7444.08,5210.856,6467.0445,1.2428044520547943,80.0,0.0,895.7926955479452,Winter,0
2024-01-30,S001,P0001,111,86.0,25.0,185,0.0,5715.990000000001,4001.193,8607.2175,0.0,80.0,1495.4625,-4466.69,Winter,0
2023-10-31,S001,P0002,61,61.0,0.0,63,315.9446107784431,4080.5950000000007,2856.4165000000003,2950.0695,10.133274189463524,40.0,0.0,1080.3922258105372,Autumn,0
2023-11-01,S001,P0002,87,87.0,0.0,63,228.94461077844312,5819.865000000001,4073.9055000000003,2950.0695,7.3429279565868155,40.0,0.0,2822.452572043414,Autumn,0
2023-11-02,S001,P0002,61,61.0,0.0,63,230.94461077844312,4080.5950000000007,2856.4165000000003,2950.0695,7.407073846997774,40.0,0.0,1083.118426153003,Autumn,0
2023-11-03,S001,P0002,95,95.0,0.0,126,198.94461077844312,6355.025000000001,4448.5175,5900.139,6.380739600422433,40.0,0.0,408.5052603995782,Autumn,1
2023-11-04,S001,P0002,85,85.0,0.0,63,176.94461077844312,5686.075000000001,3980.2525,2950.0695,5.6751348059018865,40.0,0.0,2690.3303651940987,Autumn,0
2023-11-05,S001,P0002,94,94.0,0.0,63,208.94461077844312,6288.130000000001,4401.691000000001,2950.0695,6.701469052477227,40.0,0.0,3291.359030947524,Autumn,0
2023-11-06,S001,P0002,97,97.0,0.0,0,174.94461077844312,6488.815000000001,4542.1705,0.0,5.610988915490927,0.0,0.0,6483.20401108451,Autumn,0
2023-11-07,S001,P0002,153,153.0,0.0,0,84.94461077844312,10234.935000000001,7164.454500000001,0.0,2.7244238469977815,0.0,0.0,10232.210576153004,Autumn,1
2023-11-08,S001,P0002,19,19.0,0.0,189,65.94461077844312,1271.005,889.7035000000001,8850.2085,2.1150378880936724,40.0,0.0,-7621.318537888094,Autumn,1
2023-11-09,S001,P0002,99,65.94461077844312,33.05538922155688,189,0.0,4411.364738023954,3087.955316616767,8850.2085,0.0,40.0,1990.1162357784435,-6468.95999775449,Autumn,0
2023-11-10,S001,P0002,111,111.0,0.0,126,78.0,7425.345000000001,5197.7415,5900.139,2.5016897260273936,40.0,0.0,1482.7043102739735,Autumn,1
2023-11-11,S001,P0002,115,115.0,0.0,126,152.0,7692.925000000001,5385.047500000001,5900.139,4.875087671232869,40.0,0.0,1747.910912328768,Autumn,1
2023-11-12,S001,P0002,157,157.0,0.0,126,121.0,10502.515000000001,7351.7605,5900.139,3.8808263698630077,40.0,0.0,4558.495173630138,Autumn,1
2023-11-13,S001,P0002,147,147.0,0.0,63,100.0,9833.565000000002,6883.4955,2950.0695,3.2072945205479404,40.0,0.0,6840.2882054794545,Autumn,0
2023-11-14,S001,P0002,113,113.0,0.0,189,113.0,7559.135000000001,5291.3945,8850.2085,3.6242428082191727,40.0,0.0,-1334.6977428082182,Autumn,0
2023-11-15,S001,P0002,104,104.0,0.0,126,72.0,6957.080000000001,4869.956,5900.139,2.3092520547945172,40.0,0.0,1014.6317479452064,Autumn,1
2023-11-16,S001,P0002,66,66.0,0.0,63,195.0,4415.070000000001,3090.549,2950.0695,6.254224315068484,40.0,0.0,1418.7462756849322,Autumn,0
2023-11-17,S001,P0002,139,139.0,0.0,63,182.0,9298.405,6508.883500000001,2950.0695,5.837276027397252,40.0,0.0,6302.498223972603,Autumn,0
2023-11-18,S001,P0002,119,119.0,0.0,0,126.0,7960.505000000001,5572.3535,0.0,4.0411910958904045,0.0,0.0,7956.463808904111,Autumn,1
2023-11-19,S001,P0002,92,92.0,0.0,189,97.0,6154.340000000001,4308.0380000000005,8850.2085,3.111075684931502,40.0,0.0,-2738.9795756849317,Autumn,0
2023-11-20,S001,P0002,21,21.0,0.0,0,76.0,1404.7950000000003,983.3565000000001,0.0,2.4375438356164345,0.0,0.0,1402.3574561643838,Autumn,1
2023-11-21,S001,P0002,180,180.0,0.0,189,85.0,12041.100000000002,8428.77,8850.2085,2.726200342465749,40.0,0.0,3148.165299657536,Autumn,0
2023-11-22,S001,P0002,116,85.0,31.0,189,0.0,5686.075000000001,3980.2525,8850.2085,0.0,40.0,1866.3705000000007,-5070.504000000001,Autumn,0
2023-11-23,S001,P0002,54,54.0,0.0,63,135.0,3612.3300000000004,2528.6310000000003,2950.0695,4.3298476027397195,40.0,0.0,617.9306523972605,Autumn,0
2023-11-24,S001,P0002,68,68.0,0.0,63,256.0,4548.860000000001,3184.202,2950.0695,8.210673972602727,40.0,0.0,1550.5798260273978,Autumn,0
2023-11-25,S001,P0002,75,75.0,0.0,126,244.0,5017.125000000001,3511.9875,5900.139,7.825798630136974,40.0,0.0,-930.8397986301361,Autumn,1
2023-11-26,S001,P0002,131,131.0,0.0,63,176.0,8763.245,6134.271500000001,2950.0695,5.6448383561643745,40.0,0.0,5767.5306616438365,Autumn,0
2023-11-27,S001,P0002,121,121.0,0.0,63,181.0,8094.295000000001,5666.0065,2950.0695,5.805203082191772,40.0,0.0,5098.4202969178095,Autumn,0
2023-11-28,S001,P0002,58,58.0,0.0,0,186.0,3879.9100000000008,2715.9370000000004,0.0,5.965567808219169,0.0,0.0,3873.9444321917817,Autumn,0
2023-11-29,S001,P0002,62,62.0,0.0,0,187.0,4147.490000000001,2903.2430000000004,0.0,5.9976407534246485,0.0,0.0,4141.492359246576,Autumn,0
2023-11-30,S001,P0002,165,165.0,0.0,189,22.0,11037.675000000001,7726.3725,8850.2085,0.7056047945205468,40.0,0.0,2146.7608952054798,Autumn,0
2023-12-01,S001,P0002,156,22.0,134.0,252,0.0,1471.6900000000003,1030.183,11800.278,0.0,40.0,8067.537000000003,-18436.125000000004,Winter,1
2023-12-02,S001,P0002,83,83.0,0.0,126,106.0,5552.285000000001,3886.5995000000003,5900.139,3.3997321917808168,40.0,0.0,-391.2537321917798,Winter,0
2023-12-03,S001,P0002,78,78.0,0.0,126,280.0,5217.81,3652.467,5900.139,8.980424657534233,40.0,0.0,-731.3094246575338,Winter,0
2023-12-04,S001,P0002,191,191.0,0.0,126,215.0,12776.945000000002,8943.8615,5900.139,6.895683219178071,40.0,0.0,6829.910316780823,Winter,1
2023-12-05,S001,P0002,127,127.0,0.0,126,214.0,8495.665,5946.9655,5900.139,6.863610273972593,40.0,0.0,2548.662389726028,Winter,0
2023-12-06,S001,P0002,114,114.0,0.0,126,226.0,7626.030000000002,5338.2210000000005,5900.139,7.248485616438345,40.0,0.0,1678.6425143835631,Winter,0
2023-12-07,S001,P0002,154,154.0,0.0,126,198.0,10301.830000000002,7211.281000000001,5900.139,6.350443150684922,40.0,0.0,4355.340556849316,Winter,0
2023-12-08,S001,P0002,129,129.0,0.0,126,195.0,8629.455000000002,6040.6185000000005,5900.139,6.254224315068484,40.0,0.0,2683.0617756849333,Winter,0
2023-12-09,S001,P0002,95,95.0,0.0,126,226.0,6355.025000000001,4448.5175,5900.139,7.248485616438345,40.0,0.0,407.6375143835621,Winter,0
2023-12-10,S001,P0002,143,143.0,0.0,126,209.0,9565.985,6696.1895,5900.139,6.703245547945195,40.0,0.0,3619.1427544520557,Winter,0
2023-12-11,S001,P0002,43,43.0,0.0,126,292.0,2876.4850000000006,2013.5395,5900.139,9.365299999999985,40.0,0.0,-3073.0193,Winter,0
2023-12-12,S001,P0002,130,130.0,0.0,126,288.0,8696.350000000002,6087.445000000001,5900.139,9.237008219178069,40.0,0.0,2746.973991780824,Winter,1
2023-12-13,S001,P0002,177,177.0,0.0,126,237.0,11840.415000000003,8288.290500000001,5900.139,7.6012880136986185,40.0,0.0,5892.674711986304,Winter,0
2023-12-14,S001,P0002,111,111.0,0.0,126,252.0,7425.345000000001,5197.7415,5900.139,8.082382191780809,40.0,0.0,1477.12361780822,Winter,0
2023-12-15,S001,P0002,188,188.0,0.0,126,190.0,12576.260000000002,8803.382000000001,5900.139,6.093859589041086,40.0,0.0,6630.027140410961,Winter,0
2023-12-16,S001,P0002,66,66.0,0.0,126,250.0,4415.070000000001,3090.549,5900.139,8.01823630136985,40.0,0.0,-1533.0872363013696,Winter,0
2023-12-17,S001,P0002,107,107.0,0.0,126,269.0,7157.765000000001,5010.4355000000005,5900.139,8.62762226027396,40.0,0.0,1208.9983777397274,Winter,0
2023-12-18,S001,P0002,170,170.0,0.0,126,225.0,11372.150000000001,7960.505,5900.139,7.216412671232866,40.0,0.0,5424.794587328768,Winter,0
2023-12-19,S001,P0002,133,133.0,0.0,126,218.0,8897.035000000002,6227.9245,5900.139,6.99190205479451,40.0,0.0,2949.9040979452075,Winter,0
2023-12-20,S001,P0002,206,206.0,0.0,126,138.0,13780.370000000003,9646.259,5900.139,4.426066438356157,40.0,0.0,7835.804933561646,Winter,1
2023-12-21,S001,P0002,184,184.0,0.0,126,80.0,12308.680000000002,8616.076000000001,5900.139,2.5658356164383522,40.0,0.0,6365.975164383563,Winter,1
2023-12-22,S001,P0002,148,148.0,0.0,0,58.0,9900.460000000001,6930.322,0.0,1.8602308219178054,0.0,0.0,9898.599769178083,Winter,1
2023-12-23,S001,P0002,131,131.0,0.0,252,53.0,8763.245,6134.271500000001,11800.278,1.6998660958904084,40.0,0.0,-3078.73286609589,Winter,1
2023-12-24,S001,P0002,127,53.0,74.0,0,0.0,3545.4350000000004,2481.8045,0.0,0.0,0.0,4455.207000000001,-909.7720000000008,Winter,1
2023-12-25,S001,P0002,64,64.0,0.0,252,188.0,4281.280000000001,2996.896,11800.278,6.029713698630128,40.0,0.0,-7565.02771369863,Winter,0
2023-12-26,S001,P0002,154,154.0,0.0,126,34.0,10301.830000000002,7211.281000000001,5900.139,1.0904801369862998,40.0,0.0,4360.6005198630155,Winter,0
2023-12-27,S001,P0002,96,96.0,0.0,126,190.0,6421.920000000001,4495.344,5900.139,6.093859589041086,40.0,0.0,475.6871404109597,Winter,1
2023-12-28,S001,P0002,150,150.0,0.0,126,166.0,10034.250000000002,7023.975,5900.139,5.324108904109581,40.0,0.0,4088.7868910958923,Winter,1
2023-12-29,S001,P0002,253,253.0,0.0,126,39.0,16924.435,11847.104500000001,5900.139,1.2508448630136968,40.0,0.0,10983.045155136988,Winter,0
2023-12-30,S001,P0002,97,97.0,0.0,252,68.0,6488.815000000001,4542.1705,11800.278,2.1809602739725995,40.0,0.0,-5353.643960273971,Winter,0
2023-12-31,S001,P0002,141,141.0,0.0,126,53.0,9432.195000000002,6602.5365,5900.139,1.6998660958904084,40.0,0.0,3490.3561339041107,Winter,0
2024-01-01,S001,P0002,105,105.0,0.0,126,200.0,7023.975000000001,4916.7825,5900.139,6.414589041095881,40.0,0.0,1077.4214109589057,Winter,1
2024-01-02,S001,P0002,172,172.0,0.0,126,154.0,11505.940000000002,8054.158,5900.139,4.939233561643828,40.0,0.0,5560.861766438358,Winter,0
2024-01-03,S001,P0002,156,156.0,0.0,126,124.0,10435.62,7304.934,5900.139,3.977045205479446,40.0,0.0,4491.503954794522,Winter,1
2024-01-04,S001,P0002,115,115.0,0.0,126,135.0,7692.925000000001,5385.047500000001,5900.139,4.3298476027397195,40.0,0.0,1748.4561523972616,Winter,0
2024-01-05,S001,P0002,62,62.0,0.0,126,199.0,4147.490000000001,2903.2430000000004,5900.139,6.382516095890401,40.0,0.0,-1799.0315160958899,Winter,0
2024-01-06,S001,P0002,157,157.0,0.0,126,168.0,10502.515000000001,7351.7605,5900.139,5.38825479452054,40.0,0.0,4556.987745205481,Winter,0
2024-01-07,S001,P0002,132,132.0,0.0,126,162.0,8830.140000000001,6181.098,5900.139,5.1958171232876635,40.0,0.0,2884.805182876714,Winter,1
2024-01-08,S001,P0002,172,172.0,0.0,126,116.0,11505.940000000002,8054.158,5900.139,3.720461643835611,40.0,0.0,5562.0805383561665,Winter,0
2024-01-09,S001,P0002,73,73.0,0.0,126,169.0,4883.335000000001,3418.3345000000004,5900.139,5.4203277397260194,40.0,0.0,-1062.2243277397256,Winter,0
2024-01-10,S001,P0002,147,147.0,0.0,126,148.0,9833.565000000002,6883.4955,5900.139,4.746795890410952,40.0,0.0,3888.6792041095914,Winter,0
2024-01-11,S001,P0002,111,111.0,0.0,126,163.0,7425.345000000001,5197.7415,5900.139,5.227890068493143,40.0,0.0,1479.9781099315078,Winter,0
2024-01-12,S001,P0002,131,131.0,0.0,126,158.0,8763.245,6134.271500000001,5900.139,5.067525342465745,40.0,0.0,2818.0384746575346,Winter,0
2024-01-13,S001,P0002,103,103.0,0.0,126,181.0,6890.185000000001,4823.1295,5900.139,5.805203082191772,40.0,0.0,944.2407969178093,Winter,0
2024-01-14,S001,P0002,119,119.0,0.0,126,188.0,7960.505000000001,5572.3535,5900.139,6.029713698630128,40.0,0.0,2014.3362863013708,Winter,0
2024-01-15,S001,P0002,123,123.0,0.0,126,191.0,8228.085000000001,5759.659500000001,5900.139,6.125932534246566,40.0,0.0,2281.8200674657546,Winter,1
2024-01-16,S001,P0002,153,153.0,0.0,126,164.0,10234.935000000001,7164.454500000001,5900.139,5.259963013698622,40.0,0.0,4289.536036986303,Winter,1
2024-01-17,S001,P0002,115,115.0,0.0,126,175.0,7692.925000000001,5385.047500000001,5900.139,5.612765410958896,40.0,0.0,1747.1732345890423,Winter,0
2024-01-18,S001,P0002,134,134.0,0.0,126,167.0,8963.930000000002,6274.751,5900.139,5.35618184931506,40.0,0.0,3018.4348181506866,Winter,0
