Store ID,Product ID,Total_Days,Total_Revenue,Total_COGS,Total_Purchase_Spend,Total_Holding_Cost,Total_Order_Fixed_Cost,Total_Stockout_Penalty,Total_Net_Profit,Total_Demand,Total_Sales,Avg_Inventory,Gross_Profit,Gross_Margin_%,ROI_%,Service_Level_%
S002,P0010,92,854676.98,598273.8878652694,588185.248,303.63391077434113,3150.0,136912.50660179643,126125.59,11426,9699.562874251496,78.12093204894559,256403.09479940135,30.0,21.32,84.89
S002,P0011,92,876603.63,613622.5382492514,612323.4285,452.1686986280859,3800.0,72372.99053667665,187655.04,10132,9280.648203592815,108.52818276490497,262981.0878211078,30.0,30.44,91.6
S002,P0012,92,475690.5,332983.35238922155,331562.04899999994,225.17165627922185,6640.0,58189.046928143725,79074.24,8500,7482.940119760479,80.30239520958084,142707.15102395212,30.0,23.37,88.03
S002,P0013,92,201048.59,140734.0152058383,139605.44499999998,88.70612371062658,3550.0,21279.412663922158,36525.03,10151,9082.836826347306,90.85337477219473,60314.577945359284,30.0,25.5,89.48
S002,P0014,92,807356.38,565149.4626047903,562025.765,353.49394713313046,5520.0,109177.7623652695,130279.35,8100,7041.922155688622,69.89963551158553,242206.91254491033,30.0,22.94,86.94
S002,P0015,92,668549.11,467984.3799184131,476970.3855,622.1901994898899,3400.0,21301.677747754497,166254.86,10481,10122.630239520959,213.57489911481386,200564.73425074853,30.0,34.56,96.58
S002,P0016,92,822800.73,575960.5133053891,583051.2939999999,322.47094014436846,3160.0,86763.49803592813,149503.47,10761,9632.413173652694,85.58506899244989,246840.21998802398,30.0,25.49,89.51
S002,P0017,92,138115.74,96681.02028967066,96700.1735,86.12793278699411,3700.0,18401.532056137727,19227.91,8146,7095.5943113772455,100.3128579796928,41434.722981287414,30.0,19.13,87.11
S002,P0018,92,234285.12,163999.58475449102,160652.52,252.0787301041747,3280.0,21758.54302994012,48341.98,9702,8794.486526946108,214.52058383233535,70285.5363233533,30.0,29.44,90.65
S002,P0019,92,825968.0,578177.5971444611,583102.002,382.2945876256045,3040.0,57684.01417140718,181759.69,10467,9713.270958083833,101.92187906795105,247790.39877619757,30.0,30.99,92.8
S002,P0020,92,699328.18,489529.72841017955,486471.80049999995,353.4493947399717,3900.0,57548.804901197596,151054.13,6380,5845.51497005988,66.97858630564957,209798.45503293414,30.0,30.78,91.62
S003,P0001,92,111520.83,78064.58145583833,77857.1325,48.17022973402496,2750.0,18116.79691392216,12748.73,8469,7174.064371257485,70.25139937516272,33456.24919535928,30.0,15.81,84.71
S003,P0002,92,515164.15,360614.9039730539,357927.843,294.5448903555894,3850.0,58127.09532035929,94964.67,10303,9155.218562874252,118.6701705285082,154549.24455988017,30.0,26.23,88.86
S003,P0003,92,780739.03,546517.3240022454,549953.4425,361.3851996606102,6640.0,74298.01563997008,149486.19,9851,8908.986526946108,93.4888375423067,234221.71028667677,30.0,26.84,90.44
S003,P0004,92,209682.52,146777.76439820358,144805.49999999997,83.34297650315766,3200.0,47649.68048802397,13944.0,11426,9122.580838323353,82.203722988805,62904.756170658686,30.0,9.42,79.84
S003,P0005,92,151456.83,106019.77798203593,105185.808,65.36760409728448,3550.0,22032.948880239524,20622.7,8402,7232.895209580838,70.77060010413955,45437.04770658685,30.0,18.95,86.09
S003,P0006,92,265276.04,185693.23126422154,182147.71399999998,110.93019814566021,2900.0,48603.77130314372,31513.63,8751,7270.824850299401,68.92907120541526,79582.81339895213,30.0,17.02,83.09
S003,P0007,92,154585.26,108209.68130838324,107634.114,68.59649905257916,3750.0,21418.803889221563,21713.74,10991,9524.661676646707,95.81873210101537,46375.577703592804,30.0,19.48,86.66
S003,P0008,92,1093990.59,765793.4159341317,765613.968,548.167838130588,3360.0,79590.4612275449,244878.0,10599,9806.297904191617,111.39662522780527,328197.17825748515,30.0,31.82,92.52
S003,P0009,92,489448.88,342614.2171736527,344912.652,237.78307992781546,3950.0,105664.17449101797,34684.27,11284,9100.946107784432,100.23678729497527,146834.66450299398,30.0,9.94,80.65
S003,P0010,92,382919.84,268043.8877065868,266772.73350000003,195.63646905914123,3850.0,31474.08487724551,80627.38,10769,9867.79640718563,114.29549596459255,114875.95187425154,30.0,29.77,91.63
S003,P0011,92,1035702.08,724991.4583473054,717519.936,408.21806509720227,6560.0,116901.78898203593,194312.14,9818,8723.905688622755,77.9534463681333,310710.62500598794,30.0,26.82,88.86
S003,P0012,92,525954.31,368168.01387724554,369342.309,200.51076053851162,3650.0,123656.44901497006,29105.04,7268,5762.619760479042,49.80542176516532,157786.29166167654,30.0,7.8,79.29
S003,P0013,92,694181.22,485926.8531197604,480687.4799999999,304.8949899146911,4000.0,55912.951131736554,153275.89,10452,9593.438622754491,95.52536774277532,208254.36562275456,30.0,31.6,91.79
S003,P0014,92,877825.46,614477.8209206586,604209.375,330.59206074153064,3300.0,150485.21238772455,119500.28,11147,9363.471556886227,79.9444155167925,263347.63753742515,30.0,19.66,84.0
S003,P0015,92,861704.81,603193.3700860777,598336.6724999999,568.3547364782416,3150.0,124612.05203218566,135037.74,10394,8955.103293413174,133.90554217651655,258511.44432260492,30.0,22.43,86.16
S003,P0016,92,816382.39,571467.6751639221,564479.86,290.15398481359153,5280.0,126536.69421781437,119795.68,10016,8544.480538922156,68.84740302004685,244914.71792739525,30.0,21.01,85.31
S003,P0017,92,655300.92,458710.6414431138,452247.516,327.75773142892274,3950.0,123849.75028742515,74925.89,7025,5805.802395209581,65.83266076542567,196590.2749041916,30.0,16.41,82.64
S003,P0018,92,747997.66,523598.3586938623,510727.021,316.6011389221555,3450.0,96898.8822507485,136605.15,6856,5993.330838323353,57.51054412913304,224399.29658308387,30.0,26.55,87.42
S003,P0019,92,533002.5,373101.74793562875,368374.244,202.68944673119478,3400.0,49432.34065419162,111593.22,10676,9678.63622754491,83.44168185368395,159900.7491152694,30.0,30.0,90.66
S003,P0020,92,622813.82,435969.6719461078,433883.5200000001,201.9096436879665,2520.0,168934.23264071858,17274.15,11298,8681.541916167665,63.80617026815933,186844.14511976036,30.0,3.96,76.84
S004,P0001,92,109661.68,76763.17445434131,75326.559,56.45548692375496,4050.0,7883.533987275449,22345.13,10712,9919.645209580838,115.774895860453,32898.50333757486,30.0,28.13,92.6
S004,P0002,92,174515.3,122160.70958083833,120736.0,77.80830735788687,2900.0,22882.230538922155,27919.26,9997,8725.76497005988,88.19885771934392,52354.58982035928,30.0,22.57,87.28
S004,P0003,92,741466.15,519026.30604790425,515784.19200000004,323.02351793946315,3600.0,170234.71965269465,51524.22,7194,5731.803892215569,56.61103879198125,222439.84544910182,30.0,9.91,79.67
S004,P0004,92,476609.48,333626.638897455,335957.8949999999,222.23387991756195,2500.0,108263.06627470063,29666.29,11156,8907.755988023951,94.16356417599583,142982.84524176654,30.0,8.76,79.85
S004,P0005,92,722843.08,505990.1526152695,534870.4515,893.9519704423319,3640.0,17861.46735179641,165577.2,10510,10229.152694610779,286.79845743296016,216852.92254940124,30.0,30.7,97.33
S004,P0006,92,332854.37,232998.0558458084,233044.14,178.01323221741396,3550.0,41797.849055389226,54284.36,10436,9158.188622754491,111.03875943764645,99856.30964820355,30.0,22.93,87.76
S004,P0007,92,257351.07,180145.7456467066,178949.44900000002,112.77080817816382,3550.0,48608.71631137726,26130.13,10975,9071.239520958085,90.11650611819839,77205.31956287424,30.0,14.31,82.65
S004,P0008,92,542386.0,379670.20107934135,380159.248,234.05205421827532,3000.0,79923.15761227546,79069.54,6899,5928.36377245509,57.99703853163239,162715.8004625748,30.0,20.62,85.93
S004,P0009,92,1010479.11,707335.3804790418,713150.9,300.9828499712901,2960.0,141863.6565269461,152203.58,10514,9095.221556886227,61.41785993230929,303143.734491018,30.0,21.25,86.51
S004,P0010,92,239717.29,167802.10109281435,164727.5035,95.82279231400179,3350.0,32448.422452095823,39095.54,10766,9358.473053892216,84.80890393126789,71915.18618263476,30.0,23.25,86.93
S004,P0011,92,581052.16,406736.5114236527,425696.42500000005,729.833109037404,3320.0,39199.29824101797,112106.6,10733,9984.571856287424,284.31834157771414,174315.64775299403,30.0,26.09,93.03
S004,P0012,92,891929.71,624350.7937724551,624457.323,218.1853351181196,6560.0,167170.06314970058,93524.13,10092,8352.574850299401,46.32146576412392,267578.9116167665,30.0,14.82,82.76
S004,P0013,92,199213.95,139449.76418263474,139589.35199999998,110.8944399762114,4200.0,12243.124050898205,43070.58,10463,9794.196107784432,123.60208929966154,59764.18464970059,30.0,29.93,93.61
S004,P0014,92,871485.31,610039.7163083833,614144.2440000001,611.5491109076368,3900.0,187387.94788922154,65441.57,6926,5590.38622754491,88.93650741994271,261445.59270359273,30.0,10.58,80.72
S004,P0015,92,494023.74,345816.61831437127,348627.51,264.1419511155767,2950.0,81680.65159580842,60501.44,6499,5490.372754491018,66.55158161936995,148207.12213473057,30.0,17.2,84.48
S004,P0016,92,628504.0,439952.7999161676,435550.24799999996,188.18984098105156,3100.0,117433.44010778448,72232.12,6920,5730.342814371257,38.89875683415777,188551.19996407197,30.0,16.46,82.81
S004,P0017,92,1004642.36,703249.6523196106,726538.0184999999,1140.3003877101958,3560.0,27983.861589071854,245420.18,10948,10619.336826347306,273.257550117157,301392.7081369761,30.0,33.56,97.0
S004,P0018,92,841064.39,588745.0700344312,585709.488,293.9718836323927,3300.0,125494.92381287426,126266.0,6581,5645.106287425149,44.73172676386357,252319.31572904193,30.0,21.43,85.78
S004,P0019,92,583357.37,408350.157491018,409760.281,264.5605390287917,3440.0,46572.24344011976,123320.28,10791,9911.77245508982,101.9080968497787,175007.2103532934,30.0,29.83,91.85
S004,P0020,92,707598.21,495318.7464550898,489050.01599999995,334.44268661307484,3750.0,67541.78770059881,146921.96,6466,5845.986526946108,62.64115790158813,212279.462766467,30.0,29.79,90.41
S005,P0001,92,108199.79,75739.85326721556,75835.95249999998,51.561964407143975,3250.0,15006.487156437131,14055.79,10587,9173.360778443113,99.10566909658942,32459.937114520973,30.0,17.76,86.65
S005,P0002,92,306241.3,214368.91120508983,213305.4,128.1584150244027,6160.0,31390.243450598802,55257.5,8866,7959.488023952095,75.5153931267899,91872.39051646704,30.0,25.16,89.78
S005,P0003,92,193620.66,135534.45973652694,133726.656,97.02153792141708,3150.0,29296.35291017964,27350.63,8124,6954.76497005988,79.00706196303047,58086.197029940115,30.0,19.97,85.61
S005,P0004,92,74680.03,52276.02280239521,52329.984,31.99986166844378,3650.0,9497.346682634732,9170.7,11098,9723.962574850299,94.4612893777662,22404.009772455087,30.0,16.37,87.62
S005,P0005,92,159487.62,111641.33723802395,110552.4,74.05812762488668,4100.0,13030.49283682635,31730.67,10839,9936.923652694612,104.60794714917989,47846.28738772457,30.0,27.66,91.68
S005,P0006,92,606303.6,424412.521498503,419327.86350000004,270.71307156303794,4250.0,57832.229573353296,124622.8,11307,10223.482035928144,103.48678729497527,181891.08064221562,30.0,29.4,90.42
S005,P0007,92,742461.1,519722.7688158682,522376.0604999999,348.86346126548256,3550.0,89580.06602245511,126606.11,10219,9010.997005988023,95.9890328039573,222738.32949251507,30.0,24.06,88.18
S005,P0008,92,584238.47,408966.9275748503,405453.867,229.20869130095903,2900.0,107571.52083233533,68083.87,11262,9349.311377245509,83.15484248893517,175271.54038922157,30.0,16.66,83.02
S005,P0009,92,858523.38,600966.3629453592,585344.4519999999,481.3183707781351,3700.0,145289.08742739522,123708.52,10763,9059.498502994013,115.14669031502213,257557.01269086835,30.0,20.98,84.17
S005,P0010,92,532112.02,372478.4111863772,368092.9875,194.31763004983173,3200.0,76952.07811751499,83672.63,10553,9092.04640718563,75.27274798229628,159633.6047941618,30.0,22.52,86.16
S005,P0011,92,537742.1,376419.4722844311,371490.50399999996,287.6787993622344,5680.0,89374.21806287426,70909.7,8662,7311.74251497006,88.67918510804478,161322.63097904192,30.0,18.79,84.41
S005,P0012,92,747720.67,523404.47229565866,518959.07700000005,268.64658423170783,3250.0,124428.62276272455,100814.33,7340,6194.612275449102,50.457188883103356,224316.2024124252,30.0,19.3,84.4
S005,P0013,92,688018.76,481613.13192664675,484863.8130000001,372.87689882187647,3500.0,79051.06809431138,120231.0,10464,9279.368263473054,114.01200859151263,206405.62796856294,30.0,24.6,88.68
S005,P0014,92,1016208.42,711345.8952260478,703229.961,563.3110563427932,4350.0,76322.41042365272,231742.74,7070,6525.450598802395,82.00549986982556,304862.52652544924,30.0,32.73,92.3
S005,P0015,92,450372.57,315260.7977058383,317456.94749999995,201.35912542295483,3150.0,51822.186163922146,77742.08,10319,9149.26497005988,92.73690119760478,135111.7704453593,30.0,24.23,88.66
S005,P0016,92,240210.84,168147.58548502994,166784.436,99.02989792469796,2750.0,42561.83123353294,28015.54,8776,7332.443113772455,68.53137203853163,72063.25092215568,30.0,16.52,83.55
S005,P0017,92,249894.13,174925.89266616767,171619.679,117.32873310433904,2950.0,38994.92785778444,36212.2,8409,7166.450598802395,76.2815347565738,74968.23971407188,30.0,20.73,85.22
S005,P0018,92,221873.42,155311.39731137722,153213.788,79.28002187269252,3040.0,28380.595742514975,37159.76,11529,10094.332335329342,81.77170658682635,66562.02741916169,30.0,23.77,87.56
S005,P0019,92,785035.06,549524.5407215569,549567.536,342.4403050980229,3900.0,93356.22764371261,137868.85,6910,6103.52245508982,60.359183806300436,235510.51745209587,30.0,24.89,88.33
S005,P0020,92,198402.23,138881.56170733532,137449.291,105.05765989818305,2900.0,14280.200090568867,43667.68,7488,6933.504491017964,83.23403736006249,59520.669303143746,30.0,31.09,92.59
