Date,Store ID,Product ID,Actual_Demand,Sales_Qty,Missed_Qty,Ordered_Qty,Inventory_Level,Revenue,COGS,Cash_Purchase,OpEx_Holding,OpEx_Order,Cost_Stockout,Daily_Net_Profit
2023-12-31,S001,P0001,60,60.0,0.0,92,86.0,3987.9,2791.53,4280.3460000000005,2.740543150684931,80.0,0.0,-375.18654315068534
2024-01-01,S001,P0001,62,62.0,0.0,0,116.0,4120.83,2884.581,0.0,3.696546575342465,0.0,0.0,4117.133453424657
2024-01-02,S001,P0001,31,31.0,0.0,92,177.0,2060.415,1442.2905,4280.3460000000005,5.640420205479451,80.0,0.0,-2305.5714202054796
2024-01-03,S001,P0001,52,52.0,0.0,0,125.0,3456.1800000000003,2419.326,0.0,3.9833476027397254,0.0,0.0,3452.1966523972606
2024-01-04,S001,P0001,47,47.0,0.0,92,170.0,3123.855,2186.6985,4280.3460000000005,5.417352739726026,80.0,0.0,-1241.9083527397265
2024-01-05,S001,P0001,71,71.0,0.0,0,99.0,4719.015,3303.3105,0.0,3.1548113013698624,0.0,0.0,4715.860188698631
2024-01-06,S001,P0001,52,52.0,0.0,92,139.0,3456.1800000000003,2419.326,4280.3460000000005,4.429482534246574,80.0,0.0,-908.5954825342469
2024-01-07,S001,P0001,71,71.0,0.0,92,68.0,4719.015,3303.3105,4280.3460000000005,2.1669410958904107,80.0,0.0,356.5020589041096
2024-01-08,S001,P0001,28,28.0,0.0,46,132.0,1861.02,1302.714,2140.1730000000002,4.20641506849315,80.0,0.0,-363.3594150684935
2024-01-09,S001,P0001,75,75.0,0.0,0,149.0,4984.875,3489.4125,0.0,4.7481503424657525,0.0,0.0,4980.126849657534
2024-01-10,S001,P0001,98,98.0,0.0,92,97.0,6513.570000000001,4559.499,4280.3460000000005,3.091077739726027,80.0,0.0,2150.1329222602744
2024-01-11,S001,P0001,141,97.0,44.0,92,0.0,6447.1050000000005,4512.9735,4280.3460000000005,0.0,80.0,2632.014,-545.2550000000001
2024-01-12,S001,P0001,83,83.0,0.0,92,9.0,5516.595,3861.6165,4280.3460000000005,0.2868010273972602,80.0,0.0,1155.962198972603
2024-01-13,S001,P0001,111,101.0,10.0,92,0.0,6712.965,4699.0755,4280.3460000000005,0.0,80.0,598.1850000000001,1754.4339999999993
2024-01-14,S001,P0001,74,74.0,0.0,92,18.0,4918.41,3442.887,4280.3460000000005,0.5736020547945204,80.0,0.0,557.4903979452047
2024-01-15,S001,P0001,114,110.0,4.0,92,0.0,7311.150000000001,5117.805,4280.3460000000005,0.0,80.0,239.27400000000003,2711.5299999999997
2024-01-16,S001,P0001,31,31.0,0.0,92,61.0,2060.415,1442.2905,4280.3460000000005,1.9438736301369859,80.0,0.0,-2301.8748736301377
2024-01-17,S001,P0001,88,88.0,0.0,46,65.0,5848.92,4094.244,2140.1730000000002,2.071340753424657,80.0,0.0,3626.6756592465754
2024-01-18,S001,P0001,86,86.0,0.0,92,71.0,5715.990000000001,4001.193,4280.3460000000005,2.262541438356164,80.0,0.0,1353.3814585616437
2024-01-19,S001,P0001,90,90.0,0.0,92,27.0,5981.85,4187.295,4280.3460000000005,0.8604030821917806,80.0,0.0,1620.6435969178083
2024-01-20,S001,P0001,141,119.0,22.0,92,0.0,7909.335,5536.5345,4280.3460000000005,0.0,80.0,1316.007,2232.981999999999
2024-01-21,S001,P0001,109,92.0,17.0,92,0.0,6114.780000000001,4280.3460000000005,4280.3460000000005,0.0,80.0,1016.9145000000001,737.5195000000003
2024-01-22,S001,P0001,218,92.0,126.0,92,0.0,6114.780000000001,4280.3460000000005,4280.3460000000005,0.0,80.0,7537.131000000001,-5782.697000000002
2024-01-23,S001,P0001,68,68.0,0.0,92,24.0,4519.62,3163.734,4280.3460000000005,0.7648027397260273,80.0,0.0,158.50919726027314
2024-01-24,S001,P0001,98,98.0,0.0,92,18.0,6513.570000000001,4559.499,4280.3460000000005,0.5736020547945204,80.0,0.0,2152.6503979452054
2024-01-25,S001,P0001,137,110.0,27.0,92,0.0,7311.150000000001,5117.805,4280.3460000000005,0.0,80.0,1615.0995000000003,1335.7044999999998
2024-01-26,S001,P0001,72,72.0,0.0,92,20.0,4785.4800000000005,3349.8360000000002,4280.3460000000005,0.637335616438356,80.0,0.0,424.49666438356144
2024-01-27,S001,P0001,99,99.0,0.0,92,13.0,6580.035000000001,4606.0245,4280.3460000000005,0.41426815068493145,80.0,0.0,2219.2747318493157
2024-01-28,S001,P0001,139,105.0,34.0,92,0.0,6978.825000000001,4885.1775,4280.3460000000005,0.0,80.0,2033.8290000000002,584.6499999999996
2024-01-29,S001,P0001,112,92.0,20.0,92,0.0,6114.780000000001,4280.3460000000005,4280.3460000000005,0.0,80.0,1196.3700000000001,558.0640000000003
2024-01-30,S001,P0001,111,92.0,19.0,92,0.0,6114.780000000001,4280.3460000000005,4280.3460000000005,0.0,80.0,1136.5515,617.8824999999997
2023-10-31,S001,P0002,61,61.0,0.0,62,315.9446107784431,4080.5950000000007,2856.4165000000003,2903.2430000000004,10.133274189463524,40.0,0.0,1127.2187258105369
2023-11-01,S001,P0002,87,87.0,0.0,62,228.94461077844312,5819.865000000001,4073.9055000000003,2903.2430000000004,7.3429279565868155,40.0,0.0,2869.2790720434136
2023-11-02,S001,P0002,61,61.0,0.0,62,229.94461077844312,4080.5950000000007,2856.4165000000003,2903.2430000000004,7.375000901792295,40.0,0.0,1129.9769990982081
2023-11-03,S001,P0002,95,95.0,0.0,62,196.94461077844312,6355.025000000001,4448.5175,2903.2430000000004,6.316593710011475,40.0,0.0,3405.4654062899886
2023-11-04,S001,P0002,85,85.0,0.0,62,173.94461077844312,5686.075000000001,3980.2525,2903.2430000000004,5.578915970285448,40.0,0.0,2737.253084029715
2023-11-05,S001,P0002,94,94.0,0.0,125,141.94461077844312,6288.130000000001,4401.691000000001,5853.3125,4.552581723710107,40.0,0.0,390.2649182762907
2023-11-06,S001,P0002,97,97.0,0.0,62,106.94461077844312,6488.815000000001,4542.1705,2903.2430000000004,3.4300286415183283,40.0,0.0,3542.141971358483
2023-11-07,S001,P0002,153,153.0,0.0,125,78.94461077844312,10234.935000000001,7164.454500000001,5853.3125,2.5319861757649047,40.0,0.0,4339.090513824236
2023-11-08,S001,P0002,19,19.0,0.0,188,121.94461077844312,1271.005,889.7035000000001,8803.382000000001,3.911122819600519,40.0,0.0,-7576.288122819601
2023-11-09,S001,P0002,99,99.0,0.0,62,147.94461077844312,6622.605000000001,4635.8235,2903.2430000000004,4.745019394942983,40.0,0.0,3674.616980605058
2023-11-10,S001,P0002,111,111.0,0.0,62,224.94461077844312,7425.345000000001,5197.7415,2903.2430000000004,7.214636175764897,40.0,0.0,4474.887363824236
2023-11-11,S001,P0002,115,115.0,0.0,62,171.94461077844312,7692.925000000001,5385.047500000001,2903.2430000000004,5.51477007987449,40.0,0.0,4744.167229920126
2023-11-12,S001,P0002,157,157.0,0.0,125,76.94461077844312,10502.515000000001,7351.7605,5853.3125,2.467840285353946,40.0,0.0,4606.734659714647
2023-11-13,S001,P0002,147,138.94461077844312,8.05538922155688,188,0.0,9294.699738023954,6506.289816616767,8803.382000000001,0.0,40.0,484.97873577844285,-33.66099775449038
2023-11-14,S001,P0002,113,113.0,0.0,62,12.0,7559.135000000001,5291.3945,2903.2430000000004,0.38487534246575283,40.0,0.0,4615.507124657535
2023-11-15,S001,P0002,104,104.0,0.0,188,96.0,6957.080000000001,4869.956,8803.382000000001,3.0790027397260227,40.0,0.0,-1889.3810027397258
2023-11-16,S001,P0002,66,66.0,0.0,62,92.0,4415.070000000001,3090.549,2903.2430000000004,2.950710958904105,40.0,0.0,1468.8762890410962
2023-11-17,S001,P0002,139,139.0,0.0,62,141.0,9298.405,6508.883500000001,2903.2430000000004,4.522285273972596,40.0,0.0,6350.639714726028
2023-11-18,S001,P0002,119,119.0,0.0,188,84.0,7960.505000000001,5572.3535,8803.382000000001,2.69412739726027,40.0,0.0,-885.5711273972611
2023-11-19,S001,P0002,92,92.0,0.0,62,54.0,6154.340000000001,4308.0380000000005,2903.2430000000004,1.7319390410958877,40.0,0.0,3209.365060958905
2023-11-20,S001,P0002,21,21.0,0.0,62,221.0,1404.7950000000003,983.3565000000001,2903.2430000000004,7.088120890410948,40.0,0.0,-1545.5361208904112
2023-11-21,S001,P0002,180,180.0,0.0,62,103.0,12041.100000000002,8428.77,2903.2430000000004,3.3035133561643786,40.0,0.0,9094.553486643837
2023-11-22,S001,P0002,116,116.0,0.0,188,49.0,7759.8200000000015,5431.874000000001,8803.382000000001,1.5715743150684907,40.0,0.0,-1085.1335743150685
2023-11-23,S001,P0002,54,54.0,0.0,125,57.0,3612.3300000000004,2528.6310000000003,5853.3125,1.8281578767123259,40.0,0.0,-2282.8106578767115
2023-11-24,S001,P0002,68,68.0,0.0,62,177.0,4548.860000000001,3184.202,2903.2430000000004,5.676911301369854,40.0,0.0,1599.9400886986305
2023-11-25,S001,P0002,75,75.0,0.0,62,227.0,5017.125000000001,3511.9875,2903.2430000000004,7.280558561643825,40.0,0.0,2066.6014414383567
2023-11-26,S001,P0002,131,131.0,0.0,62,158.0,8763.245,6134.271500000001,2903.2430000000004,5.067525342465745,40.0,0.0,5814.934474657535
2023-11-27,S001,P0002,121,121.0,0.0,125,99.0,8094.295000000001,5666.0065,5853.3125,3.175221575342461,40.0,0.0,2197.8072784246588
2023-11-28,S001,P0002,58,58.0,0.0,125,103.0,3879.9100000000008,2715.9370000000004,5853.3125,3.3035133561643786,40.0,0.0,-2016.7060133561636
2023-11-29,S001,P0002,62,62.0,0.0,62,166.0,4147.490000000001,2903.2430000000004,2903.2430000000004,5.324108904109581,40.0,0.0,1198.922891095891
2023-11-30,S001,P0002,165,165.0,0.0,62,126.0,11037.675000000001,7726.3725,2903.2430000000004,4.0411910958904045,40.0,0.0,8090.390808904111
2023-12-01,S001,P0002,156,156.0,0.0,188,32.0,10435.62,7304.934,8803.382000000001,1.026334246575341,40.0,0.0,1591.2116657534243
2023-12-02,S001,P0002,83,83.0,0.0,125,11.0,5552.285000000001,3886.5995000000003,5853.3125,0.3528023972602734,40.0,0.0,-341.3803023972596
2023-12-03,S001,P0002,78,78.0,0.0,62,121.0,5217.81,3652.467,2903.2430000000004,3.8808263698630077,40.0,0.0,2270.686173630137
2023-12-04,S001,P0002,191,191.0,0.0,62,55.0,12776.945000000002,8943.8615,2903.2430000000004,1.7640119863013672,40.0,0.0,9831.9379880137
2023-12-05,S001,P0002,127,117.0,10.0,188,0.0,7826.715000000001,5478.7005,8803.382000000001,0.0,40.0,602.0550000000002,-1618.7220000000007
2023-12-06,S001,P0002,114,62.0,52.0,188,0.0,4147.490000000001,2903.2430000000004,8803.382000000001,0.0,40.0,3130.686000000001,-7826.578000000002
2023-12-07,S001,P0002,154,154.0,0.0,62,34.0,10301.830000000002,7211.281000000001,2903.2430000000004,1.0904801369862998,40.0,0.0,7357.496519863015
2023-12-08,S001,P0002,129,129.0,0.0,125,93.0,8629.455000000002,6040.6185000000005,5853.3125,2.9827839041095845,40.0,0.0,2733.159716095892
2023-12-09,S001,P0002,95,95.0,0.0,125,60.0,6355.025000000001,4448.5175,5853.3125,1.924376712328764,40.0,0.0,459.7881232876716
2023-12-10,S001,P0002,143,143.0,0.0,62,42.0,9565.985,6696.1895,2903.2430000000004,1.347063698630135,40.0,0.0,6621.39493630137
2023-12-11,S001,P0002,43,43.0,0.0,188,124.0,2876.4850000000006,2013.5395,8803.382000000001,3.977045205479446,40.0,0.0,-5970.874045205481
2023-12-12,S001,P0002,130,130.0,0.0,62,56.0,8696.350000000002,6087.445000000001,2903.2430000000004,1.7960849315068466,40.0,0.0,5751.310915068495
2023-12-13,S001,P0002,177,177.0,0.0,62,67.0,11840.415000000003,8288.290500000001,2903.2430000000004,2.14888732876712,40.0,0.0,8895.023112671235
2023-12-14,S001,P0002,111,111.0,0.0,188,18.0,7425.345000000001,5197.7415,8803.382000000001,0.5773130136986293,40.0,0.0,-1418.6143130136988
2023-12-15,S001,P0002,188,80.0,108.0,188,0.0,5351.6,3746.1200000000003,8803.382000000001,0.0,40.0,6502.194000000002,-9993.976000000004
2023-12-16,S001,P0002,66,66.0,0.0,62,122.0,4415.070000000001,3090.549,2903.2430000000004,3.912899315068487,40.0,0.0,1467.9141006849318
2023-12-17,S001,P0002,107,107.0,0.0,62,203.0,7157.765000000001,5010.4355000000005,2903.2430000000004,6.5108078767123185,40.0,0.0,4208.011192123288
2023-12-18,S001,P0002,170,170.0,0.0,62,95.0,11372.150000000001,7960.505,2903.2430000000004,3.046929794520543,40.0,0.0,8425.860070205481
2023-12-19,S001,P0002,133,133.0,0.0,188,24.0,8897.035000000002,6227.9245,8803.382000000001,0.7697506849315057,40.0,0.0,52.883249315069406
2023-12-20,S001,P0002,206,86.0,120.0,188,0.0,5752.970000000001,4027.079,8803.382000000001,0.0,40.0,7224.660000000003,-10315.072000000004
2023-12-21,S001,P0002,184,184.0,0.0,62,4.0,12308.680000000002,8616.076000000001,2903.2430000000004,0.1282917808219176,40.0,0.0,9365.30870821918
2023-12-22,S001,P0002,148,148.0,0.0,188,44.0,9900.460000000001,6930.322,8803.382000000001,1.4112095890410936,40.0,0.0,1055.6667904109581
2023-12-23,S001,P0002,131,106.0,25.0,125,0.0,7090.870000000001,4963.609,5853.3125,0.0,40.0,1505.1375000000005,-307.5799999999999
2023-12-24,S001,P0002,127,127.0,0.0,62,61.0,8495.665,5946.9655,2903.2430000000004,1.9564496575342436,40.0,0.0,5550.465550342466
2023-12-25,S001,P0002,64,64.0,0.0,188,122.0,4281.280000000001,2996.896,8803.382000000001,3.912899315068487,40.0,0.0,-4566.014899315069
2023-12-26,S001,P0002,154,154.0,0.0,62,30.0,10301.830000000002,7211.281000000001,2903.2430000000004,0.962188356164382,40.0,0.0,7357.624811643836
2023-12-27,S001,P0002,96,96.0,0.0,125,122.0,6421.920000000001,4495.344,5853.3125,3.912899315068487,40.0,0.0,524.6946006849321
2023-12-28,S001,P0002,150,150.0,0.0,62,34.0,10034.250000000002,7023.975,2903.2430000000004,1.0904801369862998,40.0,0.0,7089.916519863015
2023-12-29,S001,P0002,253,159.0,94.0,188,0.0,10636.305000000002,7445.413500000001,8803.382000000001,0.0,40.0,5659.317000000002,-3866.394000000002
2023-12-30,S001,P0002,97,62.0,35.0,188,0.0,4147.490000000001,2903.2430000000004,8803.382000000001,0.0,40.0,2107.1925000000006,-6803.084500000002
2023-12-31,S001,P0002,141,141.0,0.0,62,47.0,9432.195000000002,6602.5365,2903.2430000000004,1.507428424657532,40.0,0.0,6487.444571575344
2024-01-01,S001,P0002,105,105.0,0.0,125,130.0,7023.975000000001,4916.7825,5853.3125,4.169482876712323,40.0,0.0,1126.493017123289
2024-01-02,S001,P0002,172,172.0,0.0,62,20.0,11505.940000000002,8054.158,2903.2430000000004,0.6414589041095881,40.0,0.0,8562.055541095891
2024-01-03,S001,P0002,156,145.0,11.0,188,0.0,9699.775000000001,6789.842500000001,8803.382000000001,0.0,40.0,662.2605000000002,194.1324999999997
2024-01-04,S001,P0002,115,62.0,53.0,188,0.0,4147.490000000001,2903.2430000000004,8803.382000000001,0.0,40.0,3190.891500000001,-7886.783500000002
2024-01-05,S001,P0002,62,62.0,0.0,62,126.0,4147.490000000001,2903.2430000000004,2903.2430000000004,4.0411910958904045,40.0,0.0,1200.2058089041097
2024-01-06,S001,P0002,157,157.0,0.0,62,157.0,10502.515000000001,7351.7605,2903.2430000000004,5.035452397260266,40.0,0.0,7554.236547602741
2024-01-07,S001,P0002,132,132.0,0.0,125,87.0,8830.140000000001,6181.098,5853.3125,2.790346232876708,40.0,0.0,2934.0371537671244
2024-01-08,S001,P0002,172,149.0,23.0,188,0.0,9967.355000000001,6977.1485,8803.382000000001,0.0,40.0,1384.7265000000004,-260.7535000000007
2024-01-09,S001,P0002,73,73.0,0.0,62,52.0,4883.335000000001,3418.3345000000004,2903.2430000000004,1.667793150684929,40.0,0.0,1938.4242068493159
2024-01-10,S001,P0002,147,147.0,0.0,62,93.0,9833.565000000002,6883.4955,2903.2430000000004,2.9827839041095845,40.0,0.0,6887.339216095892
2024-01-11,S001,P0002,111,111.0,0.0,188,44.0,7425.345000000001,5197.7415,8803.382000000001,1.4112095890410936,40.0,0.0,-1419.4482095890417
2024-01-12,S001,P0002,131,106.0,25.0,125,0.0,7090.870000000001,4963.609,5853.3125,0.0,40.0,1505.1375000000005,-307.5799999999999
2024-01-13,S001,P0002,103,103.0,0.0,62,85.0,6890.185000000001,4823.1295,2903.2430000000004,2.726200342465749,40.0,0.0,3944.215799657535
2024-01-14,S001,P0002,119,119.0,0.0,188,91.0,7960.505000000001,5572.3535,8803.382000000001,2.918638013698626,40.0,0.0,-885.7956380136984
2024-01-15,S001,P0002,123,123.0,0.0,62,30.0,8228.085000000001,5759.659500000001,2903.2430000000004,0.962188356164382,40.0,0.0,5283.879811643836
2024-01-16,S001,P0002,153,153.0,0.0,125,65.0,10234.935000000001,7164.454500000001,5853.3125,2.0847414383561613,40.0,0.0,4339.537758561645
2024-01-17,S001,P0002,115,115.0,0.0,188,12.0,7692.925000000001,5385.047500000001,8803.382000000001,0.38487534246575283,40.0,0.0,-1150.8418753424667
2024-01-18,S001,P0002,134,134.0,0.0,62,3.0,8963.930000000002,6274.751,2903.2430000000004,0.09621883561643821,40.0,0.0,6020.590781164385
2024-01-19,S001,P0002,39,39.0,0.0,188,152.0,2608.905,1826.2335,8803.382000000001,4.875087671232869,40.0,0.0,-6239.352087671234
2024-01-20,S001,P0002,120,120.0,0.0,62,94.0,8027.4000000000015,5619.18,2903.2430000000004,3.014856849315064,40.0,0.0,5081.142143150686
2024-01-21,S001,P0002,121,121.0,0.0,62,161.0,8094.295000000001,5666.0065,2903.2430000000004,5.163744178082184,40.0,0.0,5145.888255821918
2024-01-22,S001,P0002,147,147.0,0.0,125,76.0,9833.565000000002,6883.4955,5853.3125,2.4375438356164345,40.0,0.0,3937.814956164386
2024-01-23,S001,P0002,71,71.0,0.0,188,67.0,4749.545000000001,3324.6815,8803.382000000001,2.14888732876712,40.0,0.0,-4095.9858873287676
2024-01-24,S001,P0002,150,150.0,0.0,62,42.0,10034.250000000002,7023.975,2903.2430000000004,1.347063698630135,40.0,0.0,7089.659936301371
