Date,Store ID,Product ID,Actual_Demand,Forecasted_Demand,Sales_Qty,Missed_Qty,Ordered_Qty,Inventory_Level,Revenue,COGS,Cash_Purchase,OpEx_Holding,OpEx_Order,Cost_Stockout,Daily_Net_Profit
2023-11-29,S001,P0001,148,143.62305,148.0,0.0,757.710707,111.69842600000004,9861.24,6885.774,35252.8694985285,3.559469259495206,80.0,0.0,-25475.188967787995
2023-11-30,S001,P0001,99,101.32499,99.0,0.0,0.0,12.69842600000004,6596.37,4606.0245,0.0,0.40465795812534366,0.0,0.0,6595.9653420418745
2023-12-01,S001,P0001,109,108.71415,109.0,0.0,0.0,661.409133,7262.669999999999,5071.279500000001,0.0,21.07697987492568,0.0,0.0,7241.593020125073
2023-12-02,S001,P0001,160,159.30843,160.0,0.0,0.0,501.409133,10660.8,7444.08,0.0,15.978294943418833,0.0,0.0,10644.82170505658
2023-12-03,S001,P0001,119,120.299416,119.0,0.0,0.0,382.409133,7928.969999999999,5536.5345,0.0,12.186148025610613,0.0,0.0,7916.783851974389
2023-12-04,S001,P0001,73,75.688774,73.0,0.0,0.0,309.409133,4863.99,3396.3615,0.0,9.859873025610614,0.0,0.0,4854.130126974389
2023-12-05,S001,P0001,24,23.544817,24.0,0.0,0.0,285.409133,1599.12,1116.612,0.0,9.095070285884587,0.0,0.0,1590.0249297141154
2023-12-06,S001,P0001,142,140.68166,142.0,0.0,898.8435870000001,143.409133,9461.46,6606.621,41819.1473069685,4.569987409172259,80.0,0.0,-32442.257294377676
2023-12-07,S001,P0001,131,129.47346,131.0,0.0,0.0,12.409132999999997,8728.529999999999,6094.8405,0.0,0.3954391215010272,0.0,0.0,8728.134560878498
2023-12-08,S001,P0001,147,148.11945,147.0,0.0,0.0,764.2527200000001,9794.609999999999,6839.2485,0.0,24.35427392079452,0.0,0.0,9770.255726079204
2023-12-09,S001,P0001,99,103.21276,99.0,0.0,0.0,665.2527200000001,6596.37,4606.0245,0.0,21.199462619424654,0.0,0.0,6575.170537380575
2023-12-10,S001,P0001,127,127.46316,127.0,0.0,0.0,538.2527200000001,8462.01,5908.7385,0.0,17.152381455041095,0.0,0.0,8444.857618544958
2023-12-11,S001,P0001,67,69.1889,67.0,0.0,0.0,471.25272000000007,4464.21,3117.2085,0.0,15.017307139972601,0.0,0.0,4449.192692860028
2023-12-12,S001,P0001,161,160.23695,161.0,0.0,0.0,310.25272000000007,10727.429999999998,7490.605500000001,0.0,9.886755427643836,0.0,0.0,10717.543244572355
2023-12-13,S001,P0001,40,45.20302,40.0,0.0,0.0,270.25272000000007,2665.2,1861.02,0.0,8.612084194767125,0.0,0.0,2656.5879158052326
2023-12-14,S001,P0001,75,73.35866,75.0,0.0,0.0,195.25272000000007,4997.25,3489.4125,0.0,6.222075633123288,0.0,0.0,4991.0279243668765
2023-12-15,S001,P0001,69,70.14539,69.0,0.0,0.0,126.25272000000007,4597.469999999999,3210.2595,0.0,4.02326775641096,0.0,0.0,4593.4467322435885
2023-12-16,S001,P0001,70,66.58895,70.0,0.0,635.875934,56.25272000000007,4664.099999999999,3256.785,29584.445767317004,1.792593098876714,80.0,0.0,-25002.13836041588
2023-12-17,S001,P0001,36,35.326347,36.0,0.0,0.0,20.252720000000068,2398.68,1674.9180000000001,0.0,0.6453889892876733,0.0,0.0,2398.034611010712
2023-12-18,S001,P0001,109,112.02882,109.0,0.0,0.0,547.1286540000001,7262.669999999999,5071.279500000001,0.0,17.435228898408905,0.0,0.0,7245.23477110159
2023-12-19,S001,P0001,118,119.20312,118.0,0.0,0.0,429.1286540000001,7862.339999999999,5490.009,0.0,13.674948761422604,0.0,0.0,7848.665051238577
2023-12-20,S001,P0001,104,104.16721,104.0,0.0,0.0,325.1286540000001,6929.5199999999995,4838.652,0.0,10.360803555943152,0.0,0.0,6919.159196444057
2023-12-21,S001,P0001,136,137.4469,136.0,0.0,0.0,189.1286540000001,9061.68,6327.468,0.0,6.02692136416233,0.0,0.0,9055.653078635838
2023-12-22,S001,P0001,64,72.154144,64.0,0.0,774.70298,125.1286540000001,4264.32,2977.632,36043.44349599,3.9874473915595914,80.0,0.0,-31863.110943381565
2023-12-23,S001,P0001,89,90.87574,89.0,0.0,0.0,36.1286540000001,5930.07,4140.7695,0.0,1.151303898408907,0.0,0.0,5928.918696101591
2023-12-24,S001,P0001,147,147.296,147.0,0.0,0.0,663.8316340000001,9794.609999999999,6839.2485,0.0,21.154177183333562,0.0,0.0,9773.455822816664
2023-12-25,S001,P0001,72,71.9158,72.0,0.0,0.0,591.8316340000001,4797.36,3349.8360000000002,0.0,18.859768964155478,0.0,0.0,4778.500231035844
2023-12-26,S001,P0001,132,131.66878,132.0,0.0,0.0,459.8316340000001,8795.16,6141.366,0.0,14.65335389566233,0.0,0.0,8780.506646104337
2023-12-27,S001,P0001,51,50.606003,51.0,0.0,0.0,408.8316340000001,3398.1299999999997,2372.8005,0.0,13.028148073744521,0.0,0.0,3385.101851926255
2023-12-28,S001,P0001,73,72.97037,73.0,0.0,0.0,335.8316340000001,4863.99,3396.3615,0.0,10.701873073744522,0.0,0.0,4853.288126926255
2023-12-29,S001,P0001,90,90.37986,90.0,0.0,0.0,245.83163400000012,5996.7,4187.295,0.0,7.833862799771921,0.0,0.0,5988.866137200228
2023-12-30,S001,P0001,54,53.84026,54.0,0.0,0.0,191.83163400000012,3598.0199999999995,2512.377,0.0,6.113056635388359,0.0,0.0,3591.9069433646114
2023-12-31,S001,P0001,60,60.123665,60.0,0.0,0.0,131.83163400000012,3997.7999999999997,2791.53,0.0,4.201049786073291,0.0,0.0,3993.5989502139264
2024-01-01,S001,P0001,62,64.30079,62.0,0.0,501.728266,69.83163400000012,4131.0599999999995,2884.581,23343.158439783,2.225309375114387,80.0,0.0,-19294.323749158117
2024-01-02,S001,P0001,31,31.601452,31.0,0.0,0.0,38.83163400000012,2065.5299999999997,1442.2905,0.0,1.2374391696349352,0.0,0.0,2064.292560830365
2024-01-03,S001,P0001,52,54.834457,52.0,0.0,0.0,488.5599000000002,3464.7599999999998,2419.326,0.0,15.568831251678086,0.0,0.0,3449.1911687483216
2024-01-04,S001,P0001,47,47.635345,47.0,0.0,0.0,441.5599000000002,3131.6099999999997,2186.6985,0.0,14.071092553047949,0.0,0.0,3117.5389074469517
2024-01-05,S001,P0001,71,71.44905,71.0,0.0,0.0,370.5599000000002,4730.73,3303.3105,0.0,11.808551114691785,0.0,0.0,4718.921448885308
2024-01-06,S001,P0001,52,50.78573,52.0,0.0,0.0,318.5599000000002,3464.7599999999998,2419.326,0.0,10.151478511952059,0.0,0.0,3454.6085214880477
2024-01-07,S001,P0001,71,73.244484,71.0,0.0,0.0,247.5599000000002,4730.73,3303.3105,0.0,7.888937073595895,0.0,0.0,4722.8410629264035
2024-01-08,S001,P0001,28,28.97592,28.0,0.0,0.0,219.5599000000002,1865.6399999999999,1302.714,0.0,6.9966672105821965,0.0,0.0,1858.6433327894176
2024-01-09,S001,P0001,75,75.89024,75.0,0.0,726.922175,144.5599000000002,4997.25,3489.4125,33820.417652962504,4.606658648938361,80.0,0.0,-28907.774311611443
2024-01-10,S001,P0001,98,98.91304,98.0,0.0,0.0,46.5599000000002,6529.74,4559.499,0.0,1.483714128390417,0.0,0.0,6528.256285871609
2024-01-11,S001,P0001,141,142.34091,141.0,0.0,0.0,632.4820750000002,9394.83,6560.0955,0.0,20.155167657816783,0.0,0.0,9374.674832342183
2024-01-12,S001,P0001,83,81.607124,83.0,0.0,0.0,549.4820750000002,5530.29,3861.6165,0.0,17.510224849597606,0.0,0.0,5512.779775150402
2024-01-13,S001,P0001,111,114.69797,111.0,0.0,0.0,438.48207500000024,7395.929999999999,5164.3305,0.0,13.973012178364732,0.0,0.0,7381.956987821634
2024-01-14,S001,P0001,74,73.81713,74.0,0.0,0.0,364.48207500000024,4930.62,3442.887,0.0,11.614870397542813,0.0,0.0,4919.005129602457
2024-01-15,S001,P0001,114,113.013985,114.0,0.0,0.0,250.48207500000024,7595.82,5303.907,0.0,7.982057383844184,0.0,0.0,7587.8379426161555
2024-01-16,S001,P0001,31,31.98968,31.0,0.0,0.0,219.48207500000024,2065.5299999999997,1442.2905,0.0,6.994187178364732,0.0,0.0,2058.535812821635
2024-01-17,S001,P0001,88,87.301186,88.0,0.0,737.772675,131.48207500000024,5863.44,4094.244,34325.2425907125,4.189910466035966,80.0,0.0,-28545.992501178534
2024-01-18,S001,P0001,86,82.15419,86.0,0.0,0.0,45.482075000000236,5730.179999999999,4001.193,0.0,1.4493673153510347,0.0,0.0,5728.730632684648
2024-01-19,S001,P0001,90,90.54066,90.0,0.0,0.0,693.2547500000003,5996.7,4187.295,0.0,22.091797172003428,0.0,0.0,5974.608202827996
2024-01-20,S001,P0001,141,142.87198,141.0,0.0,0.0,552.2547500000003,9394.83,6560.0955,0.0,17.59858107611302,0.0,0.0,9377.231418923888
2024-01-21,S001,P0001,109,113.88596,109.0,0.0,0.0,443.2547500000003,7262.669999999999,5071.279500000001,0.0,14.125101966523978,0.0,0.0,7248.544898033475
2024-01-22,S001,P0001,218,217.96213,218.0,0.0,0.0,225.25475000000029,14525.339999999998,10142.559000000001,0.0,7.178143747345898,0.0,0.0,14518.161856252653
2024-01-23,S001,P0001,68,69.845085,68.0,0.0,664.4742650000001,157.25475000000029,4530.84,3163.734,30914.9974162575,5.011202651455488,80.0,0.0,-26469.168618908956
2024-01-24,S001,P0001,98,102.66686,98.0,0.0,0.0,59.254750000000286,6529.74,4559.499,0.0,1.888258130907543,0.0,0.0,6527.851741869093
2024-01-25,S001,P0001,137,134.19215,137.0,0.0,0.0,586.7290150000003,9128.31,6373.9935000000005,0.0,18.697164922864733,0.0,0.0,9109.612835077134
2024-01-26,S001,P0001,72,72.841225,72.0,0.0,0.0,514.7290150000003,4797.36,3349.8360000000002,0.0,16.402756703686652,0.0,0.0,4780.957243296313
2024-01-27,S001,P0001,99,100.52181,99.0,0.0,0.0,415.72901500000035,6596.37,4606.0245,0.0,13.24794540231679,0.0,0.0,6583.122054597683
2024-01-28,S001,P0001,139,139.04704,139.0,0.0,0.0,276.72901500000035,9261.57,6467.0445,0.0,8.818462868070215,0.0,0.0,9252.75153713193
2024-01-29,S001,P0001,112,112.081024,112.0,0.0,0.0,164.72901500000035,7462.5599999999995,5210.856,0.0,5.249383416015421,0.0,0.0,7457.3106165839845
2024-01-30,S001,P0001,111,105.791016,111.0,0.0,0.0,53.729015000000345,7395.929999999999,5164.3305,0.0,1.712170744782545,0.0,0.0,7394.217829255217
2023-10-31,S001,P0002,61,63.019768,61.0,0.0,0.0,291.04347826086956,4016.2400000000002,2856.4165000000003,0.0,9.334621530673004,0.0,0.0,4006.9053784693274
2023-11-01,S001,P0002,87,87.4227,87.0,0.0,0.0,204.04347826086956,5728.08,4073.9055000000003,0.0,6.544275297796297,0.0,0.0,5721.535724702204
2023-11-02,S001,P0002,61,63.19828,61.0,0.0,0.0,143.04347826086956,4016.2400000000002,2856.4165000000003,0.0,4.587825640262054,0.0,0.0,4011.652174359738
2023-11-03,S001,P0002,95,96.68625,95.0,0.0,0.0,48.04347826086956,6254.8,4448.5175,0.0,1.5408958457415103,0.0,0.0,6253.259104154258
2023-11-04,S001,P0002,85,84.141014,48.04347826086956,36.95652173913044,596.249121,0.0,3163.182608695652,2249.707934782609,27920.2594645065,0.0,40.0,2224.9858695652183,-27022.062725376065
2023-11-05,S001,P0002,94,96.601875,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5659.317000000002,-5659.317000000002
2023-11-06,S001,P0002,97,99.587524,97.0,0.0,0.0,499.24912099999995,6386.4800000000005,4542.1705,0.0,16.012389701716753,0.0,0.0,6370.467610298284
2023-11-07,S001,P0002,153,152.7179,153.0,0.0,0.0,346.24912099999995,10073.52,7164.454500000001,0.0,11.105229085278406,0.0,0.0,10062.414770914722
2023-11-08,S001,P0002,19,18.836523,19.0,0.0,0.0,327.24912099999995,1250.96,889.7035000000001,0.0,10.495843126374297,0.0,0.0,1240.4641568736258
2023-11-09,S001,P0002,99,99.792564,99.0,0.0,0.0,228.24912099999995,6518.160000000001,4635.8235,0.0,7.320621551031836,0.0,0.0,6510.839378448969
2023-11-10,S001,P0002,111,111.25819,111.0,0.0,584.853269,117.24912099999995,7308.240000000001,5197.7415,27386.6316008285,3.7605246332236226,40.0,0.0,-20122.152125461722
2023-11-11,S001,P0002,115,114.05642,115.0,0.0,0.0,2.2491209999999455,7571.6,5385.047500000001,0.0,0.0721359345934913,0.0,0.0,7571.527864065407
2023-11-12,S001,P0002,157,157.23787,157.0,0.0,0.0,430.1023899999999,10336.880000000001,7351.7605,0.0,13.794650387215729,0.0,0.0,10323.085349612786
2023-11-13,S001,P0002,147,144.21143,147.0,0.0,0.0,283.1023899999999,9678.480000000001,6883.4955,0.0,9.079927442010257,0.0,0.0,9669.400072557992
2023-11-14,S001,P0002,113,115.0588,113.0,0.0,0.0,170.1023899999999,7439.92,5291.3945,0.0,5.455684633791084,0.0,0.0,7434.464315366209
2023-11-15,S001,P0002,104,104.368805,104.0,0.0,369.693314,66.1023899999999,6847.360000000001,4869.956,17311.443968021,2.1200983324212266,40.0,0.0,-10506.20406635342
2023-11-16,S001,P0002,66,63.976364,66.0,0.0,0.0,0.10238999999990028,4345.4400000000005,3090.549,0.0,0.003283948859585838,0.0,0.0,4345.436716051141
2023-11-17,S001,P0002,139,137.21652,139.0,0.0,0.0,230.7957039999999,9151.76,6508.883500000001,0.0,7.40229796805204,0.0,0.0,9144.357702031948
2023-11-18,S001,P0002,119,120.94788,119.0,0.0,0.0,111.79570399999989,7834.96,5572.3535,0.0,3.5856174885999907,0.0,0.0,7831.3743825114
2023-11-19,S001,P0002,92,91.35631,92.0,0.0,494.716825,19.795703999999887,6057.280000000001,4308.0380000000005,23165.8574058625,0.6349065296958858,40.0,0.0,-17149.2123123922
2023-11-20,S001,P0002,21,20.172604,19.795703999999887,1.204296000000113,0.0,0.0,1303.3491513599927,926.9635333559947,0.0,0.0,0.0,72.50524282800683,1230.8439085319858
2023-11-21,S001,P0002,180,176.86674,180.0,0.0,0.0,314.716825,11851.2,8428.77,0.0,10.093895483467449,0.0,0.0,11841.106104516533
2023-11-22,S001,P0002,116,117.18426,116.0,0.0,0.0,198.71682499999997,7637.4400000000005,5431.874000000001,0.0,6.373433839631839,0.0,0.0,7631.066566160369
2023-11-23,S001,P0002,54,53.8924,54.0,0.0,0.0,144.71682499999997,3555.36,2528.6310000000003,0.0,4.641494798535951,0.0,0.0,3550.7185052014643
2023-11-24,S001,P0002,68,68.194435,68.0,0.0,373.251404,76.71682499999997,4477.12,3184.202,17478.056869406,2.4605345245633514,40.0,0.0,-13043.397403930561
2023-11-25,S001,P0002,75,78.57899,75.0,0.0,0.0,1.7168249999999716,4938.0,3511.9875,0.0,0.05506363415239626,0.0,0.0,4937.944936365848
2023-11-26,S001,P0002,131,130.834,131.0,0.0,0.0,243.96822899999995,8625.04,6134.271500000001,0.0,7.8247796405948495,0.0,0.0,8617.215220359407
2023-11-27,S001,P0002,121,121.81641,121.0,0.0,0.0,122.96822899999995,7966.64,5666.0065,0.0,3.943953270731842,0.0,0.0,7962.696046729268
2023-11-28,S001,P0002,58,59.895264,58.0,0.0,481.51743,64.96822899999995,3818.7200000000003,2715.9370000000004,22547.775935895002,2.0837224488140365,40.0,0.0,-18771.139658343815
2023-11-29,S001,P0002,62,60.70573,62.0,0.0,0.0,2.968228999999951,4082.0800000000004,2903.2430000000004,0.0,0.09519984607431335,0.0,0.0,4081.9848001539262
2023-11-30,S001,P0002,165,163.80565,165.0,0.0,0.0,319.48565899999994,10863.6,7726.3725,0.0,10.246846035043475,0.0,0.0,10853.353153964958
2023-12-01,S001,P0002,156,156.03572,156.0,0.0,0.0,163.48565899999994,10271.04,7304.934,0.0,5.243466582988689,0.0,0.0,10265.796533417013
2023-12-02,S001,P0002,83,82.71375,83.0,0.0,587.5421,80.48565899999994,5464.72,3886.5995000000003,27512.54014565,2.581412130933898,40.0,0.0,-22090.401557780933
2023-12-03,S001,P0002,78,78.96231,78.0,0.0,0.0,2.4856589999999414,5135.52,3652.467,0.0,0.07972240490650485,0.0,0.0,5135.440277595094
2023-12-04,S001,P0002,191,188.85378,191.0,0.0,0.0,399.02775899999995,12575.44,8943.8615,0.0,12.79799544987224,0.0,0.0,12562.642004550129
2023-12-05,S001,P0002,127,127.95109,127.0,0.0,0.0,272.02775899999995,8361.68,5946.9655,0.0,8.724731408776355,0.0,0.0,8352.955268591224
2023-12-06,S001,P0002,114,116.43826,114.0,0.0,547.556867,158.02775899999995,7505.76,5338.2210000000005,25640.1716325755,5.068415655351703,40.0,0.0,-18179.48004823085
2023-12-07,S001,P0002,154,154.29897,154.0,0.0,0.0,4.027758999999946,10139.36,7211.281000000001,0.0,0.12918209370787478,0.0,0.0,10139.230817906293
2023-12-08,S001,P0002,129,131.91069,129.0,0.0,0.0,422.58462599999996,8493.36,6040.6185000000005,0.0,13.553533554376004,0.0,0.0,8479.806466445625
2023-12-09,S001,P0002,95,98.2318,95.0,0.0,0.0,327.58462599999996,6254.8,4448.5175,0.0,10.506603759855462,0.0,0.0,6244.293396240145
2023-12-10,S001,P0002,143,144.49022,143.0,0.0,0.0,184.58462599999996,9415.12,6696.1895,0.0,5.920172595471907,0.0,0.0,9409.199827404529
2023-12-11,S001,P0002,43,43.821877,43.0,0.0,652.334265,141.58462599999996,2831.1200000000003,2013.5395,30546.5304600225,4.541035951636293,40.0,0.0,-27759.951495974135
2023-12-12,S001,P0002,130,129.10228,130.0,0.0,0.0,11.584625999999957,8559.2,6087.445000000001,0.0,0.37155307492397066,0.0,0.0,8558.828446925078
2023-12-13,S001,P0002,177,175.41512,177.0,0.0,0.0,486.9188909999999,11653.68,8288.290500000001,0.0,15.616922910555795,0.0,0.0,11638.063077089444
2023-12-14,S001,P0002,111,109.28896,111.0,0.0,0.0,375.9188909999999,7308.240000000001,5197.7415,0.0,12.056825992747582,0.0,0.0,7296.183174007253
2023-12-15,S001,P0002,188,187.74509,188.0,0.0,0.0,187.91889099999992,12377.92,8803.382000000001,0.0,6.027112294117454,0.0,0.0,12371.892887705882
2023-12-16,S001,P0002,66,73.257545,66.0,0.0,505.83083,121.91889099999992,4345.4400000000005,3090.549,23686.287360995,3.9102979105558133,40.0,0.0,-19384.757658905553
2023-12-17,S001,P0002,107,106.62755,107.0,0.0,0.0,14.918890999999917,7044.88,5010.4355000000005,0.0,0.47849277356951714,0.0,0.0,7044.401507226431
2023-12-18,S001,P0002,170,168.62625,170.0,0.0,0.0,350.7497209999999,11192.800000000001,7960.505,0.0,11.249576582470185,0.0,0.0,11181.550423417531
2023-12-19,S001,P0002,133,132.85703,133.0,0.0,653.980685,217.7497209999999,8756.720000000001,6227.9245,30623.6265461525,6.983874870141425,40.0,0.0,-21913.89042102264
2023-12-20,S001,P0002,206,204.34755,206.0,0.0,0.0,11.749720999999909,13563.04,9646.259,0.0,0.37684815781266773,0.0,0.0,13562.66315184219
2023-12-21,S001,P0002,184,184.37848,184.0,0.0,0.0,481.7304059999999,12114.560000000001,8616.076000000001,0.0,15.450512915451343,0.0,0.0,12099.10948708455
2023-12-22,S001,P0002,148,148.55443,148.0,0.0,0.0,333.7304059999999,9744.32,6930.322,0.0,10.703717025040392,0.0,0.0,9733.61628297496
2023-12-23,S001,P0002,131,130.11307,131.0,0.0,0.0,202.7304059999999,8625.04,6134.271500000001,0.0,6.50216120312259,0.0,0.0,8618.537838796878
2023-12-24,S001,P0002,127,127.67872,127.0,0.0,397.93849,75.7304059999999,8361.68,5946.9655,18634.066701985,2.4288971620267055,40.0,0.0,-10314.815599147027
2023-12-25,S001,P0002,64,63.255985,64.0,0.0,0.0,11.730405999999903,4213.76,2996.896,0.0,0.3762286688760237,0.0,0.0,4213.383771331124
2023-12-26,S001,P0002,154,152.47993,154.0,0.0,0.0,255.6688959999999,10139.36,7211.281000000001,0.0,8.20005449215341,0.0,0.0,10131.159945507847
2023-12-27,S001,P0002,96,95.8785,96.0,0.0,596.507894,159.6688959999999,6320.64,4495.344,27932.376898391,5.121051752427387,40.0,0.0,-21656.85795014343
2023-12-28,S001,P0002,150,149.58006,150.0,0.0,0.0,9.668895999999904,9876.0,7023.975,0.0,0.31010997160547593,0.0,0.0,9875.689890028394
2023-12-29,S001,P0002,253,250.60846,253.0,0.0,0.0,353.17678999999987,16657.52,11847.104500000001,0.0,11.327419833517101,0.0,0.0,16646.192580166484
2023-12-30,S001,P0002,97,99.43594,97.0,0.0,0.0,256.17678999999987,6386.4800000000005,4542.1705,0.0,8.2163441485856,0.0,0.0,6378.263655851415
2023-12-31,S001,P0002,141,141.80478,141.0,0.0,501.711323,115.17678999999987,9283.44,6602.5365,23493.3852664595,3.694058874613004,40.0,0.0,-14253.639325334114
2024-01-01,S001,P0002,105,104.658714,105.0,0.0,0.0,10.176789999999869,6913.200000000001,4916.7825,0.0,0.32639962803766653,0.0,0.0,6912.873600371963
2024-01-02,S001,P0002,172,167.6683,172.0,0.0,0.0,339.88811299999986,11324.480000000001,8054.158,0.0,10.901212824242787,0.0,0.0,11313.578787175758
2024-01-03,S001,P0002,156,156.76784,156.0,0.0,0.0,183.88811299999986,10271.04,7304.934,0.0,5.897833372188,0.0,0.0,10265.142166627813
2024-01-04,S001,P0002,115,116.02582,115.0,0.0,537.22887,68.88811299999986,7571.6,5385.047500000001,25156.547681055003,2.209444673557869,40.0,0.0,-17627.15712572856
2024-01-05,S001,P0002,62,61.249363,62.0,0.0,0.0,6.888112999999862,4082.0800000000004,2903.2430000000004,0.0,0.2209220708181459,0.0,0.0,4081.859077929182
2024-01-06,S001,P0002,157,158.07248,157.0,0.0,0.0,387.1169829999999,10336.880000000001,7351.7605,0.0,12.415981783869498,0.0,0.0,10324.464018216131
2024-01-07,S001,P0002,132,133.41151,132.0,0.0,0.0,255.1169829999999,8690.880000000001,6181.098,0.0,8.182353016746216,0.0,0.0,8682.697646983255
2024-01-08,S001,P0002,172,171.97588,172.0,0.0,604.9008699999999,83.11698299999989,11324.480000000001,8054.158,28325.390589054998,2.6658064414037597,40.0,0.0,-17043.5763954964
2024-01-09,S001,P0002,73,73.769,73.0,0.0,0.0,10.116982999999891,4806.320000000001,3418.3345000000004,0.0,0.3244814414037631,0.0,0.0,4805.995518558597
2024-01-10,S001,P0002,147,146.4365,147.0,0.0,0.0,468.01785299999983,9678.480000000001,6883.4955,0.0,15.010710954455108,0.0,0.0,9663.469289045546
2024-01-11,S001,P0002,111,108.91645,111.0,0.0,0.0,357.01785299999983,7308.240000000001,5197.7415,0.0,11.450614036646895,0.0,0.0,7296.789385963354
2024-01-12,S001,P0002,131,129.47122,131.0,0.0,0.0,226.01785299999983,8625.04,6134.271500000001,0.0,7.249058214729093,0.0,0.0,8617.790941785272
