Store ID,Product ID,Total_Days,Total_Demand,Total_Sales,Total_Revenue,Total_COGS,Total_Purchase_Spend,Total_Holding_Cost,Total_Order_Fixed_Cost,Total_Stockout_Penalty,Total_Net_Profit,Avg_Inventory,Gross_Profit,Gross_Margin_%,ROI_%,Service_Level_%
S002,P0015,92,10481,10102.771739130434,678956.77,467066.2916576087,451972.12996603496,575.0157014203883,720.0,22482.076940217394,203207.55,197.38163751370516,211890.48307065212,31.21,44.83,96.39
S002,P0016,92,10761,10487.113625913044,926431.62,627066.4721478444,606693.7795338279,622.6943648055136,840.0,21055.836667057043,297219.31,165.26555896550093,299365.14556531387,32.31,48.87,97.45
S002,P0017,92,8146,7304.369342782608,142727.38,99525.68448008444,96063.73542870651,303.72980579982897,350.0,14744.106668462873,31265.81,353.7528869844045,43201.692477887715,30.27,32.33,89.67
S002,P0018,92,9702,9354.23128521739,249477.35,174437.70500673392,168538.04535456,377.5026878308058,440.0,8338.102705627827,71783.7,321.25716024621926,75039.64337001392,30.08,42.39,96.42
S002,P0019,92,10467,10332.315217391304,900719.58,615025.8971576088,595103.6372292585,698.3502966184033,800.0,10307.628440217388,293809.96,186.18410195415882,285693.6819184782,31.72,49.25,98.71
S002,P0020,92,6380,6161.04347826087,731747.13,515953.50556521735,500781.8076678654,742.9345278283067,800.0,23575.37713043478,205847.01,140.785937483932,215793.6283478262,29.49,40.98,96.57
S003,P0001,92,8469,7592.593359478261,119013.9,82618.8046411627,79693.9721922575,300.89034733931237,300.0,12261.367104219396,26457.67,438.8180848582231,36395.096268659036,30.58,32.95,89.65
S003,P0002,92,10303,10030.074940304348,551403.37,395074.621823648,382215.091655642,583.0725309544629,750.0,13821.743798166923,154033.46,234.916031289225,156328.74801958352,28.35,40.16,97.35
S003,P0003,92,9851,9457.228260869566,812375.91,580148.939048913,563124.8017445295,916.807523446813,1200.0,31057.3677228261,216076.93,237.1742663993383,232226.96855978272,28.59,38.23,96.0
S003,P0004,92,11426,10637.87376652174,247383.75,171158.0699664515,165163.332129495,371.58614443996777,500.0,16303.573328848048,65045.26,366.5067623648393,76225.68447401153,30.81,39.18,93.1
S003,P0005,92,8402,7467.978260869565,153690.99,109465.62534782608,105749.5297614,351.8720648760898,350.0,17602.57369565218,29637.02,380.9562479007563,44225.36726086956,28.78,27.84,88.88
S003,P0006,92,8751,8224.022350652174,296270.41,210037.41882448117,203412.90979259,429.8934964691773,550.0,17304.101582809893,74573.5,267.1243712190928,86232.98635776344,29.11,36.49,93.98
S003,P0007,92,10991,9852.028882913044,160637.33,111928.90013877509,107885.10038264701,372.38905283690303,350.0,16636.951107289176,35392.89,520.1700871611531,48708.43079712207,30.32,32.59,89.64
S003,P0008,92,10599,10599.0,1204046.4,827697.108,802977.31733324,905.5326032191747,960.0,0.0,399203.55,184.0189610108695,376349.2919999999,31.26,49.6,100.0
S003,P0009,92,11284,10965.669977739131,585402.29,412813.6119819673,398961.520764576,559.4793954089079,800.0,15407.809737470607,169673.48,235.8469625784499,172588.67977963627,29.48,42.38,97.18
S003,P0010,92,10769,10095.985072478261,392986.22,274242.2905162632,264715.4249074335,494.4152089653398,600.0,23504.709836232978,103671.67,288.84916903733466,118743.92842995306,30.22,39.0,93.75
S003,P0011,92,9818,9488.472603913044,1158589.95,788530.0272755895,762369.117283648,1066.5456841257485,1280.0,35209.34321709912,358664.94,203.66788953071833,370059.92002521246,31.94,46.9,96.64
S003,P0012,92,7268,7241.0,663746.26,462620.249,449357.872337815,722.8165588375924,800.0,2217.861,210647.72,179.54240198913047,201126.0159999999,30.3,46.72,99.63
S003,P0013,92,10452,10084.887337956521,717287.61,510819.71344217367,493639.82833435194,646.5100336524158,850.0,23907.845002919497,198243.43,202.55534120557652,206467.89846998395,28.78,40.04,96.49
S003,P0014,92,11147,11147.0,1053781.64,731521.875,711578.08588125,1008.0635194713182,1000.0,0.0,340195.5,243.77188214130427,322259.77,30.58,47.67,100.0
S003,P0015,92,10394,10312.712429608695,995125.19,694638.5274773675,672244.5810641398,767.9837512171193,950.0,7039.706814812944,314122.91,180.93854768714553,300486.6584177236,30.2,46.61,99.22
S003,P0016,92,10016,9734.608695652174,952482.79,651065.231478261,630339.1206149345,1020.7821804399546,1200.0,24196.97895652174,295725.91,242.2100189924386,301417.55634782603,31.65,46.75,97.19
S003,P0017,92,7025,6922.076086956522,786244.01,546906.3095543479,531052.651763606,735.8996734389447,900.0,10455.319858695653,243100.14,147.81110836862007,239337.70278260869,30.44,45.64,98.53
S003,P0018,92,6856,6604.565217391304,819461.43,576997.9333695653,558096.7263631026,682.6623530160468,900.0,28242.286239130437,231539.75,124.00550267155009,242463.49597826076,29.59,41.37,96.33
S003,P0019,92,10676,10593.467437782609,585183.14,408367.5762590818,394947.496128647,573.3309464176021,800.0,4090.5613811805583,184771.75,236.02461400614368,176815.5650040295,30.22,46.62,99.23
S003,P0020,92,11298,11100.27800047826,825250.17,557433.7606280174,538932.794410626,623.275759131723,760.0,12766.11862112062,272167.98,196.96354510255193,267816.40731753886,32.45,50.37,98.25
S004,P0001,92,10712,8971.304347826088,97787.22,69424.43869565216,66799.1969832495,257.2167491762161,300.0,17319.051391304347,13111.75,527.481808626654,28362.77869565219,29.0,19.47,83.75
S004,P0002,92,9997,9222.294151434782,172641.35,129112.11812008696,124759.68589,369.5149636481234,400.0,13944.70527417391,33167.44,418.8601296011342,43529.22839477216,25.21,26.42,92.25
S004,P0003,92,7194,7067.519215521739,925986.37,639978.0000039246,621253.881150672,766.4106233615591,900.0,14725.398852097054,288340.68,134.31623123440454,286008.3676137335,30.89,46.29,98.24
S004,P0004,92,11156,10867.319362295653,583412.04,407019.14573574014,393394.2138009575,588.0083146593291,750.0,13901.271768334012,174778.55,249.14724385850664,176392.894229102,30.23,44.28,97.41
S004,P0005,92,10510,10225.472307304348,726519.81,505808.1004169632,489021.6030818685,590.7772742241641,720.0,18095.534463904438,218091.89,189.53368473487714,220711.70701701066,30.38,44.48,97.29
S004,P0006,92,10436,9705.685722826087,343047.46,246927.2033172799,238336.825867623,498.1077412967539,550.0,23888.945163497287,79773.58,310.7031144310019,96120.25855600814,28.02,33.32,93.0
S004,P0007,92,10975,10452.18562078261,300657.12,207569.95424312184,200494.12123377,419.18209998574594,550.0,13349.019544557657,85844.8,334.9734464820414,93087.16513868992,30.96,42.61,95.24
S004,P0008,92,6899,6697.967391304348,606467.46,428957.9256413044,416096.23371864104,592.5506365907194,800.0,16553.226032608698,172425.45,146.83136286531197,177509.53180434782,29.27,41.3,97.09
S004,P0009,92,10514,10332.986382086956,1174033.91,803596.3509349026,776933.07550012,688.9047857459757,920.0,18099.551655125208,377392.38,140.5763073931947,370437.5617978176,31.55,48.47,98.28
S004,P0010,92,10766,9871.065217391304,255709.94,176993.13488043478,171008.6874130285,387.75997686626675,500.0,20631.379010869572,63182.12,343.1907778128544,78716.80957608696,30.78,36.76,91.69
S004,P0011,92,10733,10529.297845434783,611015.15,428926.741680554,414669.4094685975,560.2469171313795,680.0,10669.002196430534,184436.5,218.25328610113428,182088.41229002643,29.8,44.35,98.1
S004,P0012,92,10092,9687.39203052174,1100439.3,724127.7105854847,699528.625128963,893.5420323558199,1360.0,38885.455818662485,359771.67,189.70191850047257,376311.5871216322,34.2,51.27,95.99
S004,P0013,92,10463,9747.352273508695,193631.15,138782.8016702168,133925.0127354342,347.96242348101265,450.0,13100.647281149819,45807.53,387.83623912301516,54848.35124303342,28.33,34.0,93.16
S004,P0014,92,6926,6921.847826086956,1057243.04,755332.800326087,734524.5560066401,776.7419218347808,1100.0,582.5541521739158,320259.18,112.9602062410208,301910.23663043487,28.56,43.49,99.94
S004,P0015,92,6499,6343.292491043479,565758.26,399538.6208408645,389762.677215912,725.8636712167255,700.0,12609.50549031704,161960.21,182.88414678355377,166219.63643530337,29.38,41.4,97.6
S004,P0016,92,6920,6807.126138913043,751710.94,522623.9164411878,506983.25214734394,687.5064695114405,900.0,11142.004575615658,231998.18,142.10728294376176,229087.02307897963,30.48,45.62,98.37
S004,P0017,92,10948,10888.569301,1072687.4,721079.1691047733,697437.3796047734,662.3589466694721,880.0,5060.197151005501,368647.47,158.72535431521737,351608.2355832418,32.78,52.74,99.46
S004,P0018,92,6581,6438.062247086957,954217.4,671444.82593544,649529.469594775,778.8388349599924,900.0,19166.666225862915,283842.42,118.51067363327036,282772.5700165533,29.63,43.59,97.83
S004,P0019,92,10791,10527.153879782609,621681.07,433702.94911622384,420188.3791964075,556.3709141035094,720.0,13975.797064855115,186240.53,214.312766397448,187978.12325433816,30.24,44.19,97.55
S004,P0020,92,6466,6184.847826086956,758478.81,524029.78660869563,510042.4711267648,827.1984870331726,800.0,30627.593217391306,216181.55,154.93438223137997,234449.02654347825,30.91,42.25,95.65
S005,P0001,92,10587,9578.261726269566,111443.08,79082.91794294465,76232.5408070751,300.7298859461061,300.0,10708.261144785434,23901.54,578.0236828971645,32360.157242201734,29.04,31.11,90.47
S005,P0002,92,8866,8312.605525652174,316419.33,223879.2483196272,216834.77401409252,664.6085488944982,640.0,19162.667160479345,79117.28,391.6104598799622,92540.08101432282,29.25,36.27,93.76
S005,P0003,92,8124,7699.842383478261,209166.22,150054.52836922434,145323.7945236,435.22917803410337,400.0,10627.693239568696,52379.5,354.4179918577505,59111.68997796261,28.26,35.84,94.78
S005,P0004,92,11098,9395.227213347825,72719.06,50508.741498957905,48585.188703743996,218.05087071823027,250.0,11769.56550133983,11896.25,643.6704824352552,22210.31713235427,30.54,24.25,84.66
S005,P0005,92,10839,9790.831018173913,155967.94,109999.98648918391,106029.02458700999,305.12040069825576,400.0,15140.800942477834,34092.99,430.9860345382796,45967.95163032651,29.47,31.94,90.33
S005,P0006,92,11307,11105.892300739131,642809.05,461044.46002673387,445738.1618365165,623.3391223808051,800.0,10734.022894199285,184913.52,238.2868429588847,181764.586340047,28.28,41.35,98.22
S005,P0007,92,10219,9934.964110869565,780590.13,573013.9575405684,553794.5177525249,670.4436709815083,900.0,21062.82337641196,204162.35,184.47113748629494,207576.17265045329,26.59,36.76,97.22
S005,P0008,92,11262,10821.678694434782,675922.05,473372.6911306607,457315.68721839006,672.6908587292438,750.0,24764.110546293396,192419.56,244.04616632939505,202549.36012373585,29.97,41.95,96.09
S005,P0009,92,10763,10583.594120304348,978929.54,702068.007767449,679265.210401932,777.731614499401,950.0,15301.258370422653,282635.34,186.05818269139883,276861.5303901017,28.28,41.5,98.33
S005,P0010,92,10553,9946.022954217391,574482.29,407463.695376901,393639.64846913,566.3189115518675,750.0,31970.99844398446,147555.32,219.374745852552,167018.5904586956,29.07,37.36,94.25
S005,P0011,92,8662,8280.34079273913,616554.18,426284.3645213995,414081.8187912409,858.9499523925957,960.0,25262.213758200593,175391.19,264.7778772562854,190269.8109059562,30.86,42.17,95.59
S005,P0012,92,7340,7305.679936086956,897283.61,617282.4676797632,598544.3766736161,696.0148322366789,950.0,3728.3429831615304,293364.88,130.7254732310964,280001.14207043673,31.21,48.88,99.53
S005,P0013,92,10464,10152.904472304348,759488.02,526950.9714693042,509885.49485339556,656.4617185767818,900.0,20759.560110894723,227286.5,200.7217913870509,232537.0475814226,30.62,44.44,97.03
S005,P0014,92,7070,6927.54347826087,1081320.26,755178.4421086956,732433.471020825,875.9515964230109,950.0,19966.27871739131,327094.56,127.5189750274102,326141.81941304356,30.16,44.55,97.99
S005,P0015,92,10319,9993.654855434783,485491.75,344356.36218114395,332888.36518341245,605.7293406917964,650.0,14413.603267100543,136934.06,278.9715236507562,141135.39069587778,29.07,40.98,96.85
S005,P0016,92,8776,8083.2647913434785,262544.44,185365.42819508864,179014.3309907316,392.5519502769296,500.0,20424.604892028885,62212.95,271.65658364442345,77179.01222774759,29.4,34.58,92.11
S005,P0017,92,8409,7997.458795639131,279431.21,195209.97174275553,188589.38206195008,462.8735406309393,450.0,12915.397616457172,77013.56,300.938253941068,84221.23857687568,30.14,40.64,95.11
S005,P0018,92,11529,10973.008726173914,242448.63,168830.71226091182,163046.412456564,373.38312647855366,400.0,10998.619378827652,67630.21,385.1181513534972,73617.91554390077,30.36,41.28,95.18
S005,P0019,92,6910,6740.731836956522,876935.51,606895.0502085434,588751.8439936797,727.371861890846,950.0,19594.144017586965,266912.15,128.20795698927216,270040.4581203152,30.79,45.21,97.55
S005,P0020,92,7488,7213.173913043478,200922.96,144483.4800652174,139857.080247514,380.1532775227812,450.0,7077.733630434785,53157.99,301.1840558275048,56439.47928260869,28.09,37.78,96.33
